gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,ceq,csho,ebit,ni,sale,costat,prcc_c
032383,20191231,2019,INDL,C,D,STD,DCPH,USD,546.4670,51.6180,-198.3260,-192.2560,25.0000,A,62.2400
032451,20191231,2019,INDL,C,D,STD,OPTN,USD,61.5830,45.9060,-95.6010,-110.0530,34.6310,A,9.2200
032469,20191231,2019,INDL,C,D,STD,SWCH,USD,207.3000,89.7680,76.9270,8.9170,462.3100,A,14.8200
032519,20191231,2019,INDL,C,D,STD,MCB,USD,299.1210,8.3130,64.6310,30.1340,140.4090,A,48.2300
032525,20191231,2019,INDL,C,D,STD,SPRO,USD,74.5740,19.1910,-63.2160,-60.9250,18.1470,A,9.6150
032526,20200131,2019,INDL,C,D,STD,MDB,USD,82.8580,57.3830,-147.2250,-175.5220,421.7200,A,131.6100
032528,20191231,2019,INDL,C,D,STD,FNKO,USD,225.4100,34.9180,67.8670,11.7250,795.1220,A,17.1600
032530,20191231,2019,INDL,C,D,STD,ALTR,USD,354.7070,72.4020,10.2450,-7.5420,463.0250,A,35.9100
032541,20191231,2019,INDL,C,D,STD,CARG,USD,256.8550,112.1350,35.1010,42.1460,588.9160,A,35.1800
032558,20191231,2019,INDL,C,D,STD,PACK,USD,531.8000,70.8050,22.1000,-36.2000,269.5000,A,8.1500
032571,20191231,2019,INDL,C,D,STD,BAND,USD,270.0900,23.5120,-17.6930,2.4940,232.5940,A,64.0500
032574,20191231,2019,INDL,C,D,STD,EYE,USD,776.4370,79.6780,79.3410,32.7980,1724.3310,A,32.4300
032580,20191231,2019,INDL,C,D,STD,VICI,USD,7965.1830,461.0050,862.5130,545.9640,914.8120,A,25.5500
032600,20191231,2019,INDL,C,D,STD,CBTX,USD,535.7210,24.9800,79.1060,50.5170,168.7230,A,31.1200
032608,20191231,2019,INDL,C,D,STD,OSW,USD,638.2440,61.1190,19.6260,-41.0280,562.2330,A,16.8400
032610,20190930,2019,INDL,C,D,STD,AQUA,USD,362.7590,114.3440,92.1060,-9.5230,1444.4410,A,18.9500
032619,20191231,2019,INDL,C,D,STD,MBIN,USD,441.0820,28.7060,121.8930,77.3290,259.0840,A,19.7100
032641,20191231,2019,INDL,C,D,STD,SAIL,USD,434.1270,89.6760,-6.0060,-8.5000,288.5150,A,23.6000
032674,20191231,2019,INDL,C,D,STD,CUE,USD,54.5840,26.5620,-36.7690,-36.6990,3.4580,A,15.8750
032688,20190731,2019,INDL,C,D,STD,SFIX,USD,396.0000,101.3970,23.4950,36.8810,1577.5580,A,25.6600
032698,20191231,2019,INDL,C,D,STD,SBT,USD,332.6140,49.9440,92.0020,29.2480,186.8160,A,8.1000
032715,20191231,2019,INDL,C,D,STD,ARCT,USD,25.7920,15.1380,-27.9130,-25.9910,20.7890,A,10.8700
032748,20191231,2019,INDL,C,D,STD,NMRK,USD,599.6640,177.5510,177.9820,117.3050,2218.1320,A,13.4550
032751,20191231,2019,INDL,C,D,STD,ILPT,USD,995.6900,65.1810,103.5170,52.4980,230.6430,A,22.4200
032763,20191231,2019,INDL,C,D,STD,LBC,USD,614.4640,56.0000,86.2980,48.8610,271.8170,A,11.5300
032767,20191231,2019,INDL,C,D,STD,EQH,USD,12760.0000,463.7110,-1559.0000,-1733.0000,9591.0000,A,24.7800
032771,20191231,2019,INDL,C,D,STD,WSC,USD,644.3640,108.8190,156.5210,-11.1220,1063.6650,A,18.4900
032775,20191231,2019,INDL,C,D,STD,DNLI,USD,394.8900,96.1900,-211.6840,-197.6140,26.6780,A,17.4200
032792,20191231,2019,INDL,C,D,STD,QTRX,USD,128.6580,28.1120,-39.0880,-40.7960,56.7340,A,23.6300
032795,20191231,2019,INDL,C,D,STD,ODT,USD,162.3000,32.0510,-114.9300,-111.8250,0.0000,A,32.4500
032809,20191231,2019,INDL,C,D,STD,AMEH,USD,191.5490,35.9080,34.4140,14.1170,560.6180,A,18.4100
032855,20190930,2019,INDL,C,D,STD,AVYA,USD,1300.0000,111.0330,216.0000,-671.0000,2887.0000,A,13.5000
032858,20191231,2019,INDL,C,D,STD,ELOX,USD,36.2130,40.0310,-50.5550,-50.8740,0.0000,A,7.3600
032860,20191231,2019,INDL,C,D,STD,VMD,USD,43.6990,37.9530,9.2200,8.5250,80.2560,A,6.2000
032886,20191231,2019,INDL,C,D,STD,GTES,USD,2651.0000,290.1570,366.4000,690.1000,3087.1000,A,13.7600
032894,20191231,2019,INDL,C,D,STD,SLDB,USD,80.0480,45.9880,-119.3180,-117.2230,0.0000,A,4.4500
032908,20191231,2019,INDL,C,D,STD,RCKT,USD,307.2970,54.7690,-76.1510,-77.2700,0.0000,A,22.7600
032919,20191231,2019,INDL,C,D,STD,EOLS,USD,79.4570,33.5630,-94.7870,-90.0340,34.9250,A,12.1700
032930,20191231,2019,INDL,C,D,STD,ADT,USD,3184.3690,753.6220,339.7590,-424.1500,5125.6570,A,7.9300
032935,20191231,2019,INDL,C,D,STD,CDLX,USD,143.2670,26.5470,-17.3250,-17.1440,210.4300,A,62.8600
032938,20191231,2019,INDL,C,D,STD,WHD,USD,327.4660,47.1590,183.1500,85.6120,628.4140,A,34.3200
032941,20191231,2019,INDL,C,D,STD,BTAI,USD,26.8950,18.0870,-33.6010,-32.9680,0.0000,A,14.6100
032961,20191231,2019,INDL,C,D,STD,EVFM,USD,15.6360,48.1380,-52.7420,-80.0330,0.0000,A,6.1700
032980,20191231,2019,INDL,C,D,STD,COLD,USD,1833.0180,191.8000,148.8280,48.1620,1789.8800,A,35.0600
033037,20190731,2019,INDL,C,D,STD,ZS,USD,308.5580,127.2530,-21.9340,-28.6550,302.8360,A,46.5000
033056,20191231,2019,INDL,C,D,STD,CLBK,USD,982.5170,109.6100,93.2300,54.7170,291.7040,A,16.9400
033066,20191231,2019,INDL,C,D,STD,CLNC,USD,2119.0220,128.5390,-210.6060,-414.5120,588.6020,A,13.1600
033068,20191231,2019,INDL,C,D,STD,PRPL,USD,-2.3570,22.4940,16.2140,-4.0270,428.3580,A,8.7100
033110,20200331,2019,INDL,C,D,STD,STEP,USD,216.2290,,150.9680,131.9160,446.6110,A,
033114,20191231,2019,INDL,C,D,STD,VXRT,USD,12.9520,48.2550,-10.8650,-18.6450,9.8620,A,0.3505
033131,20191231,2019,INDL,C,D,STD,BWB,USD,244.7940,28.9740,48.8980,31.4030,107.6040,A,13.7800
033133,20191231,2019,INDL,C,D,STD,RCUS,USD,163.8420,45.9250,-88.7090,-84.7100,15.0000,A,10.1000
033152,20191231,2019,INDL,C,D,STD,DBX,USD,808.4000,417.0000,-79.5000,-52.7000,1661.3000,A,17.9100
033175,20191231,2019,INDL,C,D,STD,SPOT,USD,2285.8860,184.3360,-51.6210,-208.7260,7590.4440,A,149.5500
033184,20190731,2019,INDL,C,D,STD,RFL,USD,110.9810,13.9300,-6.6960,-4.6930,4.9310,A,17.8400
033232,20200131,2019,INDL,C,D,STD,ZUO,USD,164.6590,114.4820,-86.4830,-83.3940,274.7570,A,14.3300
033240,20191231,2019,INDL,C,D,STD,FIXX,USD,258.5070,45.1170,-109.9430,-103.9160,1.6660,A,20.7000
033243,20191231,2019,INDL,C,D,STD,WH,USD,1212.0000,93.8000,489.0000,157.0000,2073.0000,A,62.8100
033272,20191231,2019,INDL,C,D,STD,LEVL,USD,170.7030,7.7150,28.7000,16.1110,84.6590,A,25.1600
033275,20200131,2019,INDL,C,D,STD,SMAR,USD,514.0600,118.1940,-103.2260,-95.9400,270.8820,A,44.9200
033301,20200131,2019,INDL,C,D,STD,DOCU,USD,546.3270,181.2540,-193.5090,-208.3590,973.9710,A,74.1100
033316,20191231,2019,INDL,C,D,STD,STXB,USD,345.7050,18.2580,39.6770,21.1360,109.8270,A,23.0000
033317,20191231,2019,INDL,C,D,STD,UBX,USD,120.7070,47.2270,-91.0030,-82.1770,0.0000,A,7.2100
033326,20191231,2019,INDL,C,D,STD,CHX,USD,1032.9600,77.4600,127.3150,52.1640,1131.2510,A,33.7800
033420,20191231,2019,INDL,C,D,STD,LASR,USD,216.6080,38.0840,-9.4390,-12.8840,176.6190,A,20.2800
033421,20191231,2019,INDL,C,D,STD,GSHD,USD,-9.2170,15.2380,13.4560,3.5670,76.8690,A,42.4000
033424,20190930,2019,INDL,C,D,STD,ROAD,USD,343.5500,51.7820,55.4290,43.1210,783.2380,A,16.8700
033425,20200131,2019,INDL,C,D,STD,LOVE,USD,90.1550,14.4730,-15.3060,-15.2050,233.3770,A,16.0500
033435,20191231,2019,INDL,C,D,STD,INSP,USD,139.8350,24.1070,-34.8970,-33.2430,82.0500,A,74.2100
033444,20191231,2019,INDL,C,D,STD,EVLO,USD,60.1970,32.1710,-86.3570,-85.4720,0.0000,A,4.0600
033445,20191231,2019,INDL,C,D,STD,SRRK,USD,112.9010,29.7930,-54.5420,-51.0000,20.4920,A,13.1800
033447,20191231,2019,INDL,C,D,STD,KNSA,USD,225.4230,54.9380,-151.9630,-161.8670,0.0000,A,11.0600
033459,20191231,2019,INDL,C,D,STD,OBNK,USD,599.2620,23.4810,98.1830,53.8820,273.5600,A,37.8400
033500,20191231,2019,INDL,C,D,STD,MGTA,USD,141.1930,39.2610,-82.9690,-76.7690,0.0000,A,15.1600
033531,20191231,2019,INDL,C,D,STD,GSKY,USD,25.7010,66.4250,123.7530,31.9800,529.6460,A,8.9000
033533,20191231,2019,INDL,C,D,STD,EVOP,USD,-589.3020,41.2340,34.5280,-10.1050,485.7780,A,26.4100
033595,20191231,2019,INDL,C,D,STD,MGTX,USD,190.8020,36.7920,-58.1830,-54.7460,13.2920,A,20.0200
033597,20191231,2019,INDL,C,D,STD,VRCA,USD,65.0150,25.7860,-30.0800,-28.2070,0.0000,A,15.8900
033598,20191231,2019,INDL,C,D,STD,USX,USD,230.2080,49.0010,25.2390,-3.6470,1707.3610,A,5.0300
033600,20191231,2019,INDL,C,D,STD,TCDA,USD,263.8830,49.7630,-178.8240,-176.8130,0.0000,A,37.7400
033601,20191231,2019,INDL,C,D,STD,TBIO,USD,153.5360,60.0220,-97.1970,-113.2930,7.8040,A,8.1400
033603,20200131,2019,INDL,C,D,STD,DOMO,USD,-49.1800,28.2500,-116.5600,-125.6560,173.3950,A,21.7200
033610,20191231,2019,INDL,C,D,STD,AVLR,USD,463.7220,77.4480,-55.8720,-50.2140,382.4210,A,73.2500
033625,20191231,2019,INDL,C,D,STD,AMAL,USD,490.4100,31.5230,98.0010,47.2020,215.1550,A,19.4500
033631,20191231,2019,INDL,C,D,STD,KZR,USD,78.0460,19.2080,-37.3420,-35.0870,0.0000,A,4.0100
033637,20190930,2019,INDL,C,D,STD,BV,USD,1283.8000,104.6480,155.5280,44.4000,2404.6000,A,16.8700
033638,20190930,2019,INDL,C,D,STD,IIIV,USD,80.0720,14.4440,11.6380,-3.0450,376.3070,A,28.2500
033652,20200331,2019,INDL,C,D,STD,SKY,USD,474.3150,56.6650,90.7160,58.1600,1369.7300,A,31.7000
033657,20191231,2019,INDL,C,D,STD,AVRO,USD,186.0130,31.6430,-75.8090,-72.9650,0.0000,A,20.1300
033660,20191231,2019,INDL,C,D,STD,XERS,USD,14.4360,27.2150,-122.3800,-125.5800,2.7220,A,7.0500
033668,20191231,2019,INDL,C,D,STD,BE,USD,-259.5940,121.0370,-118.9680,-306.8680,796.4790,A,7.4700
033684,20191231,2019,INDL,C,D,STD,EPRT,USD,1194.4500,83.7610,69.9480,41.8440,140.1510,A,24.8100
033693,20191231,2019,INDL,C,D,STD,RPAY,USD,254.3530,37.5310,-8.0830,-40.0320,104.6030,A,14.6500
033694,20191231,2019,INDL,C,D,STD,EVER,USD,51.7700,26.4380,-6.8220,-7.1170,248.8110,A,34.3500
033708,20191231,2019,INDL,C,D,STD,RVI,USD,687.9030,19.0520,-18.3920,46.7490,231.4200,A,36.8000
033718,20200131,2019,INDL,C,D,STD,BJ,USD,-54.3440,137.2980,352.1990,187.1760,13190.7070,A,22.7400
033719,20200331,2019,INDL,C,D,STD,REPL,USD,183.7180,36.6690,-56.1980,-52.6250,0.0000,A,14.3500
033720,20191231,2019,INDL,C,D,STD,RUBY,USD,274.2130,80.0160,-169.6010,-163.4580,0.0000,A,9.5000
033721,20191231,2019,INDL,C,D,STD,ALLK,USD,495.7210,48.6680,-91.4180,-85.3720,0.0000,A,95.3600
033723,20191231,2019,INDL,C,D,STD,CRNX,USD,117.1390,24.2630,-54.8320,-50.4220,1.1930,A,25.0900
033724,20191231,2019,INDL,C,D,STD,CNST,USD,337.5840,41.7190,-86.0550,-85.5500,0.0000,A,47.1100
033750,20191231,2019,INDL,C,D,STD,IAA,USD,-137.2000,133.6000,321.5000,193.2000,1436.8000,A,47.0600
033751,20191231,2019,INDL,C,D,STD,PRVB,USD,82.1560,47.6580,-44.3720,-43.2850,0.0000,A,14.9000
033759,20191231,2019,INDL,C,D,STD,TENB,USD,98.9050,98.5870,-86.8290,-99.0130,354.5860,A,23.9600
033766,20191231,2019,INDL,C,D,STD,ARLO,USD,203.3760,75.7860,-133.7610,-85.9510,370.0070,A,4.2100
033767,20190930,2019,INDL,C,D,STD,SONO,USD,280.9280,108.6030,5.6990,-4.7660,1260.8230,A,15.6200
033809,20191231,2019,INDL,C,D,STD,CWK,USD,1301.3000,219.8850,199.2000,0.2000,8751.0000,A,20.4400
033810,20191231,2019,INDL,C,D,STD,LQDA,USD,34.9480,28.2310,-46.8230,-47.5830,8.0720,A,4.2750
033911,20191231,2019,INDL,C,D,STD,IMXI,USD,55.9670,38.0340,-4.0900,19.6090,275.3330,A,12.0400
033951,20191231,2019,INDL,C,D,STD,FTDR,USD,-179.0000,85.3090,262.0000,153.0000,1365.0000,A,47.4200
033955,20191231,2019,INDL,C,D,STD,ELAN,USD,5546.9000,373.0120,373.0000,67.9000,3071.0000,A,29.4500
033962,20190930,2019,INDL,C,D,STD,MESA,USD,425.8680,31.4130,130.6770,47.5800,723.3570,A,8.9400
033999,20191231,2019,INDL,C,D,STD,AMTB,USD,834.7010,43.1460,110.7710,51.3340,368.1750,A,21.7900
034030,20191231,2019,INDL,C,D,STD,HFFG,USD,603.4080,52.1450,9.4510,5.3900,388.1620,A,19.5000
034034,20191231,2019,INDL,C,D,STD,FLMN,USD,129.1320,45.9640,37.1560,14.3500,68.4630,A,7.0600
034048,20191231,2019,INDL,C,D,STD,LTHM,USD,544.0000,145.9820,79.0000,50.2000,388.4000,A,8.5500
034053,20191231,2019,INDL,C,D,STD,REZI,USD,1602.0000,122.8730,295.0000,36.0000,4988.0000,A,11.9300
034065,20191231,2019,INDL,C,D,STD,STRO,USD,97.7890,23.0990,-55.4680,-55.7440,42.7360,A,11.0000
034076,20191231,2019,INDL,C,D,STD,EB,USD,425.8150,85.7190,-72.9510,-68.7600,326.8010,A,20.1700
034077,20191231,2019,INDL,C,D,STD,ARVN,USD,226.6860,38.4610,-51.5240,-70.2920,42.9760,A,41.0900
034082,20191231,2019,INDL,C,D,STD,GRTS,USD,134.3440,36.3330,-97.9400,-94.4330,4.3650,A,8.9700
034101,20191231,2019,INDL,C,D,STD,UPWK,USD,259.4240,113.6040,-18.7320,-16.6590,300.5620,A,10.6700
034102,20191231,2019,INDL,C,D,STD,GH,USD,798.3930,94.2610,-81.9490,-75.6510,214.3750,A,78.1400
034118,20191231,2019,INDL,C,D,STD,KOD,USD,345.3590,44.4130,-49.1900,-47.3650,0.0000,A,71.9500
034135,20191231,2019,INDL,C,D,STD,YMAB,USD,198.9030,39.7280,-83.0040,-81.0280,0.0000,A,31.2500
034161,20191231,2019,INDL,C,D,STD,ALLO,USD,629.0230,124.2670,-202.0080,-184.5940,0.0000,A,25.9800
034193,20191231,2019,INDL,C,D,STD,SIBN,USD,63.0080,25.1640,-32.8030,-38.4030,67.3010,A,21.5000
034221,20191231,2019,INDL,C,D,STD,NGM,USD,330.7190,66.9600,-49.3400,-42.7950,103.5440,A,18.4900
034236,20200131,2019,INDL,C,D,STD,PLAN,USD,291.6810,135.4950,-147.1330,-149.2170,348.0220,A,52.4000
034241,20190930,2019,INDL,C,D,STD,TWST,USD,152.0820,32.8730,-106.6500,-107.6690,54.3850,A,21.0000
034243,20200430,2019,INDL,C,D,STD,ESTC,USD,413.6470,82.8570,-153.1310,-167.1740,427.6200,A,64.3000
034300,20191231,2019,INDL,C,D,STD,VRRM,USD,339.3470,159.1500,103.2580,33.3430,448.7370,A,13.9900
034309,20191231,2019,INDL,C,D,STD,STNE,USD,1485.8030,277.3530,359.4650,200.3070,640.8470,A,39.8900
034327,20191231,2019,INDL,C,D,STD,VAPO,USD,53.7390,20.8520,-47.9640,-51.0590,48.1040,A,12.1600
034330,20191231,2019,INDL,C,D,STD,AMK,USD,858.8610,72.3900,34.2640,-0.4200,415.4260,A,29.0200
034337,20191231,2019,INDL,C,D,STD,ETRN,USD,672.7160,254.7450,1071.3380,-203.7430,1630.2420,A,13.3600
034342,20191231,2019,INDL,C,D,STD,AXNX,USD,183.0030,34.1110,-80.5990,-79.9350,13.8200,A,27.7100
034410,20191231,2019,INDL,C,D,STD,MRNA,USD,1174.8100,336.5370,-545.7200,-514.0210,60.2090,A,19.5600
034439,20191231,2019,INDL,C,D,STD,WTRH,USD,22.9080,76.5790,-79.3480,-291.3060,191.6750,A,0.3220
034443,20191231,2019,INDL,C,D,STD,DOW,USD,13541.0000,741.4990,3556.0000,-1359.0000,42951.0000,A,54.7300
034446,20191231,2019,INDL,C,D,STD,SI,USD,231.0360,18.6680,41.4330,24.8460,91.2800,A,15.9100
034447,20191231,2019,INDL,C,D,STD,BYND,USD,384.0900,61.5760,4.3800,-12.4430,297.8970,A,75.6000
034562,20191231,2019,INDL,C,D,STD,ORGO,USD,55.5830,104.8710,-29.4590,-40.4540,260.9810,A,4.8100
034578,20191231,2019,INDL,C,D,STD,GOSS,USD,352.4850,61.6350,-182.5390,-180.3070,0.0000,A,15.6300
034587,20191231,2019,INDL,C,D,STD,HARP,USD,94.2200,24.8500,-58.2060,-55.5720,5.7770,A,14.7900
034600,20191231,2019,INDL,C,D,STD,TCRR,USD,160.4490,23.9810,-51.3820,-47.5990,0.0000,A,14.2800
034609,20191231,2019,INDL,C,D,STD,PSTX,USD,-149.5110,13.1960,-77.0500,-86.5270,0.0000,A,
034616,20191231,2019,INDL,C,D,STD,ALEC,USD,194.7430,69.0530,-113.2460,-105.3850,21.2190,A,17.2300
034636,20190630,2019,INDL,C,D,STD,FOXA,USD,9947.0000,620.5960,2486.0000,1595.0000,11389.0000,A,37.0700
034746,20191231,2019,INDL,C,D,STD,CYCN,USD,97.7290,27.5980,-120.8990,-123.0080,4.5070,A,2.7200
034750,20191231,2019,INDL,C,D,STD,WTRE,USD,872.3530,19.9030,76.5990,62.5410,687.3650,A,25.1600
034765,20191231,2019,INDL,C,D,STD,CVET,USD,1256.0000,111.6210,-14.0000,-1019.0000,3976.0000,A,13.2000
034854,20191231,2019,INDL,C,D,STD,SWAV,USD,192.6530,31.4470,-51.8390,-51.1090,42.9270,A,43.9200
034873,20191231,2019,INDL,C,D,STD,LYFT,USD,2854.0840,302.5960,-2702.4800,-2602.2410,3615.9600,A,43.0200
034882,20191231,2019,INDL,C,D,STD,SILK,USD,71.8910,31.2550,-28.0650,-52.4150,63.3540,A,40.3800
034883,20191231,2019,INDL,C,D,STD,DTIL,USD,138.3140,51.1550,-87.2040,-92.8770,22.2380,A,13.8900
034919,20191231,2019,INDL,C,D,STD,TW,USD,3378.5880,222.5240,189.8190,126.1210,775.5660,A,46.3500
034929,20191231,2019,INDL,C,D,STD,XFOR,USD,129.2200,16.1290,-46.8030,-52.8070,0.0000,A,10.7000
034938,20191231,2019,INDL,C,D,STD,RMBI,USD,187.7870,12.4670,13.8500,-14.0840,45.4170,A,15.9600
034941,20191231,2019,INDL,C,D,STD,TH,USD,123.4020,100.8400,95.3780,6.2360,321.0960,A,5.0000
034953,20191231,2019,INDL,C,D,STD,PLMR,USD,218.5560,23.4690,46.3680,10.6210,113.2960,A,50.4900
034954,20200331,2019,INDL,C,D,STD,CHNG,USD,3285.4470,303.4280,30.4360,-947.5970,196.7920,A,16.3900
034955,20200131,2019,INDL,C,D,STD,PD,USD,307.9380,77.7940,-55.5590,-50.3390,166.3510,A,23.3900
034956,20191231,2019,INDL,C,D,STD,DSSI,USD,1169.1310,39.8910,57.2930,-9.3060,579.7840,A,16.7400
035004,20191231,2019,INDL,C,D,STD,MNRL,USD,317.3190,34.0410,37.2180,21.6390,101.5150,A,21.4400
035005,20200131,2019,INDL,C,D,STD,ZM,USD,833.9430,278.7280,12.6960,25.3050,622.6580,A,68.0400
035006,20191231,2019,INDL,C,D,STD,TPTX,USD,404.3510,35.9150,-76.8240,-72.1310,0.0000,A,62.2900
035013,20191231,2019,INDL,C,D,STD,PINS,USD,2023.7050,569.9040,-1388.8660,-1361.3710,1142.7610,A,18.6400
035035,20191231,2019,INDL,C,D,STD,KTB,USD,69.2570,56.8110,284.0290,96.6540,2548.8390,A,41.9900
035062,20191231,2019,INDL,C,D,STD,TMDX,USD,54.6490,21.1850,-29.6030,-33.5470,23.6040,A,19.0100
035065,20191231,2019,INDL,C,D,STD,AVTR,USD,1458.5000,572.8000,577.1000,37.8000,6040.3000,A,18.1500
035077,20191231,2019,INDL,C,D,STD,UBER,USD,14190.0000,1716.6810,-8596.0000,-8506.0000,14147.0000,A,29.7400
035078,20191231,2019,INDL,C,D,STD,RRBI,USD,251.8980,7.3060,42.6710,24.8240,89.6950,A,56.0600
035090,20191231,2019,INDL,C,D,STD,NXTC,USD,321.4840,27.4990,-37.4820,-33.7370,6.3470,A,56.3300
035091,20191231,2019,INDL,C,D,STD,APLT,USD,32.6070,18.5320,-45.5820,-45.5130,0.0000,A,27.2800
035101,20191231,2019,INDL,C,D,STD,SPFI,USD,306.1820,18.0360,64.2200,29.2200,189.5750,A,20.8700
035102,20191231,2019,INDL,C,D,STD,CRTX,USD,115.4780,26.8690,-39.1680,-36.9800,0.0000,A,56.1400
035120,20191231,2019,INDL,C,D,STD,FSLY,USD,257.6520,94.8180,-46.5480,-51.5500,200.4620,A,20.0700
035133,20200131,2019,INDL,C,D,STD,WORK,USD,708.8100,555.3600,-557.8780,-571.0580,630.4220,A,22.4800
035136,20191231,2019,INDL,C,D,STD,IDYA,USD,100.4000,20.3390,-44.2710,-41.9750,0.0000,A,7.5000
035158,20191231,2019,INDL,C,D,STD,PSN,USD,1629.8900,100.6700,84.6950,120.5340,3954.8120,A,41.2800
035168,20191231,2019,INDL,C,D,STD,CTVA,USD,24309.0000,748.5770,856.0000,-959.0000,13846.0000,A,29.5600
035182,20200131,2019,INDL,C,D,STD,CRWD,USD,742.1070,212.9480,-146.0650,-141.7790,481.4130,A,49.8700
035254,20191231,2019,INDL,C,D,STD,PSNL,USD,106.6900,31.2430,-22.4180,-25.0840,65.2070,A,10.9000
035255,20191231,2019,INDL,C,D,STD,STOK,USD,224.4280,32.8620,-35.6780,-32.3250,0.0000,A,28.3200
035264,20191231,2019,INDL,C,D,STD,BBIO,USD,408.4540,123.6580,-264.7400,-260.5870,40.5600,A,35.0500
035267,20191231,2019,INDL,C,D,STD,AKRO,USD,128.7260,28.5680,-45.6510,-43.7550,0.0000,A,22.1950
035270,20191231,2019,INDL,C,D,STD,BCEL,USD,186.9520,27.9700,-72.5710,-67.4840,0.0000,A,15.4700
035279,20191231,2019,INDL,C,D,STD,ADPT,USD,571.0390,125.2380,-78.3910,-68.6060,85.0710,A,29.9200
035280,20191231,2019,INDL,C,D,STD,MORF,USD,140.9180,30.1100,-46.9880,-43.3280,16.9770,A,17.1600
035288,20191231,2019,INDL,C,D,STD,REAL,USD,338.9280,85.8720,-95.2670,-96.7460,318.0370,A,18.8500
035290,20191231,2019,INDL,C,D,STD,KRTX,USD,389.9160,26.0130,-45.4050,-43.9570,0.0000,A,75.3400
035306,20191231,2019,INDL,C,D,STD,INBX,USD,-93.5690,18.1540,-40.9530,-51.4000,13.2110,A,
035373,20191231,2019,INDL,C,D,STD,CMBM,USD,39.9290,25.6730,2.1870,-17.6010,267.0280,A,8.7400
035374,20200131,2019,INDL,C,D,STD,MDLA,USD,397.7960,132.3460,-119.6430,-112.3330,402.4630,A,31.1100
035376,20191231,2019,INDL,C,D,STD,FULC,USD,87.1530,22.6540,-58.6260,-82.6770,0.0000,A,16.6400
035377,20200131,2019,INDL,C,D,STD,PHR,USD,101.8650,36.5980,-15.2980,-20.2930,124.7840,A,26.6400
035391,20191231,2019,INDL,C,D,STD,HCAT,USD,200.6440,36.6790,-54.4190,-60.0960,154.9410,A,34.7000
035395,20191231,2019,INDL,C,D,STD,NOVA,USD,645.9350,83.9810,-17.3130,-144.3510,131.5560,A,11.1600
035396,20191231,2019,INDL,C,D,STD,CSTL,USD,85.1130,17.1310,7.3280,5.2770,51.8650,A,34.3700
035404,20191231,2019,INDL,C,D,STD,PROS,USD,543.0310,43.0580,86.5770,38.8900,878.0590,A,16.1300
035429,20191231,2019,INDL,C,D,STD,RAPT,USD,73.1210,21.8330,-43.6290,-42.9970,0.0000,A,27.6100
035447,20200331,2019,INDL,C,D,STD,DT,USD,961.4970,280.8530,-170.8470,-418.0240,545.8030,A,25.3000
035451,20190930,2019,INDL,C,D,STD,ONEW,USD,31.7700,,52.9410,35.6570,767.6240,A,
035455,20191231,2019,INDL,C,D,STD,CFB,USD,601.6440,51.9690,49.4780,28.4730,224.9330,A,14.4200
035471,20191231,2019,INDL,C,D,STD,OPRT,USD,488.7660,27.0030,145.8830,61.5980,502.9110,A,23.8000
035497,20191231,2019,INDL,C,D,STD,NVST,USD,3540.2000,158.7000,297.5000,217.6000,2751.6000,A,29.6400
035543,20191231,2019,INDL,C,D,STD,OPCH,USD,906.8270,706.3680,37.8550,-75.9200,2310.4170,A,3.7300
035600,20191231,2019,INDL,C,D,STD,SWTX,USD,322.0720,43.0060,-59.2390,-58.3060,0.0000,A,38.4900
035604,20191231,2019,INDL,C,D,STD,NET,USD,725.8280,300.1730,-107.9460,-105.8280,287.0220,A,17.0600
035614,20190930,2019,INDL,C,D,STD,CRNC,USD,1068.1280,36.3850,36.2000,100.2680,303.3150,A,22.6300
035617,20191231,2019,INDL,C,D,STD,PING,USD,710.4710,79.6330,10.6780,-1.5040,242.8980,A,24.3000
035620,20191231,2019,INDL,C,D,STD,DDOG,USD,782.3410,296.3870,-25.1470,-16.7100,362.7800,A,37.7800
035627,20190630,2019,INDL,C,D,STD,PTON,USD,-538.6000,25.3020,-202.2000,-195.6000,915.0000,A,
035638,20191231,2019,INDL,C,D,STD,VIR,USD,423.9420,107.6490,-172.3490,-174.6830,8.0910,A,12.5750
035639,20191231,2019,INDL,C,D,STD,IGMS,USD,240.2310,30.4850,-44.4980,-43.1330,0.0000,A,38.1600
035640,20191231,2019,INDL,C,D,STD,TXG,USD,420.0830,96.2420,-29.0710,-31.2510,245.8930,A,76.2500
035642,20191231,2019,INDL,C,D,STD,PNTG,USD,71.1110,27.8530,20.0860,2.5460,338.5310,A,33.0700
035647,20191231,2019,INDL,C,D,STD,FREQ,USD,167.3580,30.8450,-20.6750,-18.7460,28.9470,A,17.5300
035648,20191231,2019,INDL,C,D,STD,APRE,USD,124.2440,21.0230,-29.5440,-28.0600,0.0000,A,45.8900
035684,20190930,2019,INDL,C,D,STD,BRBR,USD,486.4000,,169.2000,123.1000,854.4000,A,
035708,20191231,2019,INDL,C,D,STD,PGNY,USD,114.2710,84.1880,9.8270,-8.5690,229.6830,A,27.4500
035714,20191231,2019,INDL,C,D,STD,BEAM,USD,-201.1040,7.3260,-75.1540,-78.3260,0.0180,A,
035728,20191231,2019,INDL,C,D,STD,PHAT,USD,227.9550,24.7280,-27.3180,-255.1310,0.0000,A,31.1400
