gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,ceq,csho,ebit,ni,sale,costat,prcc_c
001004,20200531,2019,INDL,C,D,STD,AIR,USD,902.6000,35.0970,108.4000,4.4000,2089.3000,A,45.1000
001045,20191231,2019,INDL,C,D,STD,AAL,USD,-118.0000,428.2030,3706.0000,1686.0000,45768.0000,A,28.6800
001050,20191231,2019,INDL,C,D,STD,CECE,USD,193.0170,35.1370,19.6220,17.7070,341.8690,A,7.6600
001075,20191231,2019,INDL,C,D,STD,PNW,USD,5430.6480,112.4360,671.9600,538.3200,3471.2090,A,89.9300
001076,20191231,2019,INDL,C,D,STD,PRG,USD,1737.2590,66.7180,313.9310,31.4720,3947.6560,A,57.1100
001078,20191231,2019,INDL,C,D,STD,ABT,USD,31088.0000,1762.5030,5041.0000,3687.0000,31904.0000,A,86.8600
001161,20191231,2019,INDL,C,D,STD,AMD,USD,2827.0000,1170.0000,583.0000,341.0000,6731.0000,A,45.8600
001209,20190930,2019,INDL,C,D,STD,APD,USD,11053.6000,220.4150,2120.5000,1760.0000,8918.9000,A,234.9900
001230,20191231,2019,INDL,C,D,STD,ALK,USD,4331.0000,123.0000,1107.0000,769.0000,8781.0000,A,67.7500
001234,20191231,2019,INDL,C,D,STD,ATRI,USD,237.8700,1.8550,40.5290,36.7610,155.0660,A,751.5000
001254,20191231,2019,INDL,C,D,STD,MATX,USD,805.7000,42.9000,108.3000,82.7000,2203.1000,A,40.8000
001257,20191231,2019,INDL,C,D,STD,ALX,USD,253.5150,5.1070,99.4890,60.0750,226.3500,A,330.3500
001266,20190930,2019,INDL,C,D,STD,ALCO,USD,194.3030,7.4770,29.8280,37.8330,122.2510,A,35.8300
001274,20191231,2019,INDL,C,D,STD,Y,USD,8776.7340,14.3650,1208.5930,857.8010,9025.7160,A,799.5700
001300,20191231,2019,INDL,C,D,STD,HON,USD,18494.0000,711.1000,7397.0000,6143.0000,36709.0000,A,177.0000
001327,20190930,2019,INDL,C,D,STD,SWKS,USD,4122.3000,170.1000,1042.1000,853.6000,3376.8000,A,120.8800
001380,20191231,2019,INDL,C,D,STD,HES,USD,8732.0000,304.9550,637.0000,-408.0000,6495.0000,A,66.8100
001393,20200331,2019,INDL,C,D,STD,UHAL,USD,4220.7200,19.6080,512.3130,442.0480,3978.8680,A,375.8200
001410,20191031,2019,INDL,C,D,STD,ABM,USD,1542.0000,66.5710,225.9000,127.4000,6498.6000,A,37.7100
001414,20191231,2019,INDL,C,D,STD,PRI,USD,1652.4910,41.2070,505.9220,366.3910,2052.5040,A,130.5600
001439,20191231,2019,INDL,C,D,STD,ECOL,USD,1011.3800,31.4610,74.0940,33.1400,685.5090,A,57.9100
001440,20191231,2019,INDL,C,D,STD,AEP,USD,19632.2000,494.1690,2592.3000,1921.1000,15561.4000,A,94.5100
001447,20191231,2019,INDL,C,D,STD,AXP,USD,23071.0000,810.0000,9582.0000,6759.0000,47020.0000,A,124.4900
001449,20191231,2019,INDL,C,D,STD,AFL,USD,28959.0000,726.7930,4735.0000,3304.0000,22369.0000,A,52.9000
001487,20191231,2019,INDL,C,D,STD,AIG,USD,65190.0000,869.9990,6617.0000,3348.0000,49310.0000,A,51.3300
001526,20191231,2019,INDL,C,D,STD,ANAT,USD,5989.7490,26.8870,694.3770,620.3630,4070.1430,A,117.6800
001562,20200430,2019,INDL,C,D,STD,AMSWA,USD,119.4220,32.2340,6.0480,6.7420,115.4660,A,14.8800
001585,20191231,2019,INDL,C,D,STD,AVD,USD,344.1560,30.1730,21.6010,13.6010,468.1860,A,19.4700
001598,20191231,2019,INDL,C,D,STD,AME,USD,5115.4920,229.0830,1177.3800,861.2970,5158.5570,A,99.7400
001602,20191231,2019,INDL,C,D,STD,AMGN,USD,9673.0000,591.4000,9721.0000,7842.0000,23362.0000,A,241.0700
001632,20191031,2019,INDL,C,D,STD,ADI,USD,11709.1880,368.3020,1806.2670,1363.0110,5991.0650,A,118.8400
001659,20191231,2019,INDL,C,D,STD,ANDE,USD,973.6100,33.3430,90.3870,18.3070,8170.1910,A,25.2800
001661,20191231,2019,INDL,C,D,STD,NBR,USD,1982.8050,363.3980,-76.3550,-702.8850,3043.3830,A,2.8800
001678,20191231,2019,INDL,C,D,STD,APA,USD,3255.0000,376.0630,-2627.0000,-3553.0000,6280.0000,A,25.5900
001686,20200229,2019,INDL,C,D,STD,APOG,USD,516.7780,26.4430,87.8480,61.9140,1387.4390,A,32.5000
001690,20190930,2019,INDL,C,D,STD,AAPL,USD,90488.0000,4443.2360,63930.0000,55256.0000,260174.0000,A,293.6500
001704,20191031,2019,INDL,C,D,STD,AMAT,USD,8214.0000,916.0000,3372.0000,2706.0000,14608.0000,A,61.0400
001706,20190831,2019,INDL,C,D,STD,EPAC,USD,301.1790,60.4650,76.3160,-249.1450,654.7580,A,26.0300
001712,20191231,2019,INDL,C,D,STD,TREC,USD,171.1540,24.7500,13.2890,-14.9740,258.9590,A,7.1500
001722,20191231,2019,INDL,C,D,STD,ADM,USD,19208.0000,557.0000,1671.0000,1379.0000,64656.0000,A,46.3500
001743,20191231,2019,INDL,C,D,STD,ARCB,USD,763.0430,25.4060,84.3920,39.9850,2988.3100,A,27.6000
001773,20191231,2019,INDL,C,D,STD,ARW,USD,4811.9190,80.6200,957.3480,-204.0870,28916.8470,A,84.7400
001794,20190930,2019,INDL,C,D,STD,ASH,USD,3571.0000,60.0000,264.0000,505.0000,2493.0000,A,76.5300
001823,20191231,2019,INDL,C,D,STD,ATRO,USD,388.8570,30.9980,50.1560,52.0170,772.7020,A,27.9500
001864,20200131,2019,INDL,C,D,STD,REX,USD,401.0070,6.2920,-6.7730,7.4270,418.0340,A,81.9600
001878,20200131,2019,INDL,C,D,STD,ADSK,USD,-139.1000,219.4000,366.8000,214.5000,3274.3000,A,183.4600
001891,20190630,2019,INDL,C,D,STD,ADP,USD,5399.9000,434.2000,3080.8000,2292.8000,14175.2000,A,170.5000
001913,20191231,2019,INDL,C,D,STD,AVY,USD,1204.0000,83.3670,823.7000,303.6000,7070.1000,A,130.8200
001919,20190630,2019,INDL,C,D,STD,AVT,USD,4140.4730,104.0380,611.4510,176.3370,19518.5920,A,42.4400
001926,20200229,2019,INDL,C,D,STD,AZZ,USD,634.3660,26.1480,107.1320,48.2340,1061.8170,A,45.9500
001949,20191231,2019,INDL,C,D,STD,BRT,USD,199.6530,15.6380,0.5280,0.8560,28.8670,A,16.9700
001968,20191231,2019,INDL,C,D,STD,BMI,USD,331.0680,29.1190,62.1480,47.1770,424.6250,A,64.9300
001979,20191231,2019,INDL,C,D,STD,BCPC,USD,743.6670,32.2020,104.2880,79.6710,643.7050,A,101.6300
001982,20191231,2019,INDL,C,D,STD,PTVCB,USD,364.3160,14.2790,7.0290,7.3470,493.9530,A,16.0900
001988,20191231,2019,INDL,C,D,STD,BLL,USD,2949.0000,324.6350,1176.0000,566.0000,11474.0000,A,64.6700
002002,20191231,2019,INDL,C,D,STD,BPOP,USD,5966.6190,95.5900,1457.1820,671.1350,2830.6760,A,58.7500
002005,20191231,2019,INDL,C,D,STD,BOH,USD,1286.8320,40.0400,368.5840,225.9130,770.7350,A,95.1600
002019,20191231,2019,INDL,C,D,STD,BK,USD,37941.0000,900.6830,7730.0000,4441.0000,20007.0000,A,50.3300
002049,20191231,2019,INDL,C,D,STD,B,USD,1270.5280,50.8220,244.1080,158.3500,1491.1180,A,61.9600
002086,20191231,2019,INDL,C,D,STD,BAX,USD,7882.0000,506.1550,1937.0000,1001.0000,11362.0000,A,83.6200
002101,20190630,2019,INDL,C,D,STD,AIT,USD,897.0340,38.5970,267.6820,143.9930,3472.7390,A,66.6900
002111,20190930,2019,INDL,C,D,STD,BDX,USD,21079.0000,270.4270,2894.0000,1233.0000,17290.0000,A,271.9700
002124,20191231,2019,INDL,C,D,STD,BELFB,USD,168.0510,12.2730,7.9420,-8.7430,492.4120,A,20.5000
002136,20191231,2019,INDL,C,D,STD,VZ,USD,61395.0000,4135.8280,30303.0000,19265.0000,131868.0000,A,61.4000
002184,20200131,2019,INDL,C,D,STD,BBY,USD,3479.0000,256.4940,2053.0000,1541.0000,43638.0000,A,87.8000
002220,20191231,2019,INDL,C,D,STD,BIO,USD,5755.0570,29.9260,255.3600,1758.6750,2311.6590,A,370.0300
002259,20191231,2019,INDL,C,D,STD,BKH,USD,2362.1230,61.4770,406.0420,199.3100,1734.9000,A,78.5400
002269,20200430,2019,INDL,C,D,STD,HRB,USD,71.0410,192.4750,183.0830,-7.5260,2639.7200,A,23.4800
002285,20191231,2019,INDL,C,D,STD,BA,USD,-8617.0000,562.9090,5952.0000,-636.0000,84818.0000,A,325.7600
002312,20191231,2019,INDL,C,D,STD,RHI,USD,1143.6830,115.1200,620.3900,454.4330,6074.4320,A,63.1500
002352,20190731,2019,INDL,C,D,STD,BRC,USD,850.7740,52.9970,162.4280,131.2580,1160.6450,A,57.2600
002403,20191231,2019,INDL,C,D,STD,BMY,USD,51598.0000,2251.0000,6738.0000,3439.0000,26145.0000,A,64.1900
002436,20200131,2019,INDL,C,D,STD,CAL,USD,645.9500,40.3970,127.3810,62.8190,2921.5620,A,23.7500
002444,20191231,2019,INDL,C,D,STD,BC,USD,1300.9000,79.5690,494.6000,-131.0000,4108.4000,A,59.9800
002448,20191231,2019,INDL,C,D,STD,MTRN,USD,610.6770,20.4040,92.3090,50.6600,1185.4240,A,59.4500
002497,20191231,2019,INDL,C,D,STD,MTZ,USD,1787.2200,76.5650,577.9620,392.3340,7183.1880,A,64.1600
002504,20191231,2019,INDL,C,D,STD,UIS,USD,-1265.4000,62.4000,249.4000,-17.2000,2931.2000,A,11.8600
002536,20200331,2019,INDL,C,D,STD,RAMP,USD,1087.5120,65.8570,-172.3210,-124.5110,380.5720,A,48.0700
002547,20191231,2019,INDL,C,D,STD,CI,USD,45338.0000,372.5310,9020.0000,5104.0000,153699.0000,A,204.4900
002558,20191231,2019,INDL,C,D,STD,CNA,USD,12215.0000,271.4130,1174.0000,1000.0000,10587.0000,A,44.8100
002574,20191231,2019,INDL,C,D,STD,CSX,USD,11848.0000,773.4710,4874.0000,3331.0000,11937.0000,A,72.3600
002577,20191231,2019,INDL,C,D,STD,CTS,USD,405.2190,32.4720,61.4000,36.1460,468.9990,A,30.0100
002578,20191231,2019,INDL,C,D,STD,TLS,USD,-141.1360,49.1810,5.0250,-6.4010,159.2180,A,
002593,20190930,2019,INDL,C,D,STD,CBT,USD,998.0000,57.0810,351.0000,157.0000,3337.0000,A,47.5200
002596,20190630,2019,INDL,C,D,STD,CACI,USD,2371.3310,24.8800,392.8670,265.6040,4986.3410,A,249.9900
002615,20200229,2019,INDL,C,D,STD,CAMP,USD,137.9190,34.3220,-8.2340,-79.3040,366.1070,A,9.5800
002628,20191231,2019,INDL,C,D,STD,CWT,USD,779.9060,48.5320,115.6920,63.1160,714.5570,A,51.5600
002663,20190731,2019,INDL,C,D,STD,CPB,USD,1103.0000,301.0000,1192.0000,211.0000,8107.0000,A,49.4200
002710,20200229,2019,INDL,C,D,STD,STZ,USD,12131.8000,191.1280,2699.0000,-11.8000,8343.5000,A,189.7500
002751,20190630,2019,INDL,C,D,STD,CAH,USD,6328.0000,299.0000,1678.0000,1363.0000,145534.0000,A,50.5800
002771,20191231,2019,INDL,C,D,STD,CSL,USD,2642.8000,55.6930,673.6000,472.8000,4811.6000,A,161.8400
002787,20190630,2019,INDL,C,D,STD,CRS,USD,1520.1000,47.4700,231.2000,167.0000,2380.2000,A,49.7800
002807,20200430,2019,INDL,C,D,STD,CASY,USD,1643.2050,36.8060,395.4670,263.8460,8112.2960,A,158.9900
002817,20191231,2019,INDL,C,D,STD,CAT,USD,14588.0000,550.0830,9624.0000,6093.0000,53800.0000,A,147.6800
002818,20200131,2019,INDL,C,D,STD,CATO,USD,316.5140,24.3000,37.1710,35.8970,825.3350,A,17.4000
002820,20200331,2019,INDL,C,D,STD,CVCO,USD,607.5860,9.1730,89.9070,75.0660,1061.7740,A,195.3800
002884,20191231,2019,INDL,C,D,STD,LUMN,USD,13470.0000,1090.0580,3780.0000,-5269.0000,22401.0000,A,13.2100
002940,20191231,2019,INDL,C,D,STD,MGLN,USD,1397.7830,24.6230,95.6570,55.9020,7159.4230,A,78.2500
002942,20190731,2019,INDL,C,D,STD,CMD,USD,661.5370,41.7710,120.2100,55.0420,918.1550,A,70.9000
002960,20191231,2019,INDL,C,D,STD,CHE,USD,726.6080,15.9430,271.3460,219.9230,1938.5550,A,439.2600
002968,20191231,2019,INDL,C,D,STD,JPM,USD,234337.0000,3084.0210,63197.0000,36431.0000,142422.0000,A,139.4000
002986,20191231,2019,INDL,C,D,STD,CPK,USD,561.5770,16.4040,104.8360,65.1530,479.6040,A,95.8300
002991,20191231,2019,INDL,C,D,STD,CVX,USD,144213.0000,1882.1680,100.0000,2924.0000,139865.0000,A,120.5100
003007,20190630,2019,INDL,C,D,STD,EAT,USD,-778.2000,37.5000,202.8000,154.9000,3217.9000,A,42.0000
003026,20191231,2019,INDL,C,D,STD,CHD,USD,2667.8000,245.4160,850.5000,615.9000,4357.7000,A,70.3400
003028,20191231,2019,INDL,C,D,STD,CHDN,USD,508.3000,39.7000,233.8000,137.5000,1329.7000,A,137.2000
003036,20191231,2019,INDL,C,D,STD,CBB,USD,-269.4000,50.4210,92.8000,-66.6000,1536.7000,A,10.4700
003062,20200531,2019,INDL,C,D,STD,CTAS,USD,3235.2020,103.4150,1196.4160,876.0370,7085.1200,A,269.0800
003105,20191231,2019,INDL,C,D,STD,IHRT,USD,2936.3180,64.5530,632.4280,11296.6890,3683.5270,A,16.9000
003107,20191231,2019,INDL,C,D,STD,CLF,USD,357.9000,270.0840,438.5000,292.8000,1989.9000,A,8.4000
003121,20190630,2019,INDL,C,D,STD,CLX,USD,559.0000,125.6860,1107.0000,820.0000,6214.0000,A,153.5400
003138,20191231,2019,INDL,C,D,STD,COKE,USD,346.9520,9.3740,191.3310,11.3750,4826.5490,A,284.0500
003144,20191231,2019,INDL,C,D,STD,KO,USD,18981.0000,4280.0000,10541.0000,8920.0000,37266.0000,A,55.3500
003153,20191231,2019,INDL,C,D,STD,CDE,USD,667.0040,241.5290,-344.8100,-341.2030,711.5020,A,8.0800
003157,20190930,2019,INDL,C,D,STD,COHR,USD,1284.7360,23.9820,86.4580,53.8250,1430.6400,A,166.3500
003158,20191231,2019,INDL,C,D,STD,COHU,USD,483.0720,41.3950,-23.0370,-69.7000,583.3290,A,22.8500
003170,20191231,2019,INDL,C,D,STD,CL,USD,117.0000,854.7020,3759.0000,2367.0000,15693.0000,A,68.8400
003203,20190831,2019,INDL,C,D,STD,CCF,USD,271.2270,9.4010,48.4600,32.7110,281.3510,A,118.4800
003221,20191231,2019,INDL,C,D,STD,AON,USD,3375.0000,232.1000,2634.0000,1532.0000,11013.0000,A,208.2900
003226,20191231,2019,INDL,C,D,STD,CMCSA,USD,82726.0000,4553.0340,21305.0000,13057.0000,108942.0000,A,44.9700
003231,20191231,2019,INDL,C,D,STD,CMA,USD,7327.0000,142.0960,1937.0000,1198.0000,3817.0000,A,71.7500
003238,20191231,2019,INDL,C,D,STD,CBSH,USD,2989.9000,112.3500,684.9940,421.2310,1439.1140,A,67.9400
003243,20191231,2019,INDL,C,D,STD,C,USD,175262.0000,2114.1230,40431.0000,19401.0000,103449.0000,A,79.8900
003246,20190831,2019,INDL,C,D,STD,CMC,USD,1623.8610,117.9250,392.4900,198.0930,5829.0020,A,22.2700
003278,20191231,2019,INDL,C,D,STD,CAR,USD,656.0000,73.9000,785.0000,302.0000,9172.0000,A,32.2400
003336,20200331,2019,INDL,C,D,STD,DXC,USD,4785.0000,253.5250,1002.0000,-5369.0000,19577.0000,A,37.5900
003358,20190731,2019,INDL,C,D,STD,CMTL,USD,535.0820,24.2430,51.7980,25.0410,671.7970,A,35.4900
003362,20200531,2019,INDL,C,D,STD,CAG,USD,7876.1000,487.1620,1805.6000,840.1000,11054.4000,A,34.2400
003382,20191231,2019,INDL,C,D,STD,SSTK,USD,328.1450,35.4970,20.1550,20.1080,650.5230,A,42.8800
003413,20191231,2019,INDL,C,D,STD,ED,USD,18022.0000,333.0000,2676.0000,1343.0000,12574.0000,A,90.4700
003424,20191231,2019,INDL,C,D,STD,BH,USD,616.2980,0.6210,5.6160,45.3800,668.8380,A,114.4200
003429,20191231,2019,INDL,C,D,STD,CTO,USD,285.4130,4.7700,12.2210,114.9730,44.9410,A,60.3200
003439,20191231,2019,INDL,C,D,STD,CMS,USD,5018.0000,283.8640,1239.0000,680.0000,6845.0000,A,62.8400
003469,20191231,2019,INDL,C,D,STD,CLR,USD,6741.6670,371.0740,1256.8770,775.6410,4631.9470,A,34.3000
003502,20191231,2019,INDL,C,D,STD,CTB,USD,1264.6250,50.2030,197.4480,96.4040,2752.6390,A,28.7500
003504,20191031,2019,INDL,C,D,STD,COO,USD,3628.4000,49.1000,586.5000,466.7000,2653.4000,A,321.2900
003505,20191231,2019,INDL,C,D,STD,TAP,USD,13419.4000,216.3000,1500.9000,241.7000,10579.4000,A,53.9000
003532,20191231,2019,INDL,C,D,STD,GLW,USD,10607.0000,762.0000,1752.0000,960.0000,11503.0000,A,29.1100
003562,20191231,2019,INDL,C,D,STD,CUZ,USD,4357.5570,146.7620,148.7660,150.4180,670.1810,A,41.2000
003570,20190731,2019,INDL,C,D,STD,CBRL,USD,604.7100,24.0490,282.8440,223.4010,3071.9510,A,153.7400
003580,20191231,2019,INDL,C,D,STD,CR,USD,1473.7000,59.0020,493.8000,133.3000,3283.1000,A,86.3800
003592,20191231,2019,INDL,C,D,STD,OMF,USD,4330.0000,136.1010,2117.0000,855.0000,4784.0000,A,42.1500
003619,20191231,2019,INDL,C,D,STD,CCK,USD,1713.0000,135.5780,1195.0000,510.0000,11665.0000,A,72.5400
003643,20191231,2019,INDL,C,D,STD,CFR,USD,3767.1820,62.6690,630.6370,443.5990,1490.9870,A,97.7800
003650,20191231,2019,INDL,C,D,STD,CMI,USD,7507.0000,150.5000,2505.0000,2260.0000,23571.0000,A,178.9600
003662,20191231,2019,INDL,C,D,STD,CW,USD,1774.3720,42.6800,403.9530,307.5830,2487.9610,A,140.8900
003708,20191231,2019,INDL,C,D,STD,WEN,USD,516.3590,224.8890,265.2970,136.9400,1709.0020,A,22.2100
003734,20191231,2019,INDL,C,D,STD,DAN,USD,1873.0000,143.9430,624.0000,226.0000,8620.0000,A,18.2000
003735,20191231,2019,INDL,C,D,STD,DHR,USD,28671.0000,695.5000,3362.4000,3008.2000,17911.1000,A,153.4800
003813,20200131,2019,INDL,C,D,STD,TGT,USD,11833.0000,504.1990,4641.0000,3281.0000,78112.0000,A,128.2100
003835,20191031,2019,INDL,C,D,STD,DE,USD,11413.0000,313.1400,5492.0000,3253.0000,39258.0000,A,173.2600
003851,20191231,2019,INDL,C,D,STD,DAL,USD,15358.0000,642.7710,6618.0000,4767.0000,47007.0000,A,58.4800
003863,20191231,2019,INDL,C,D,STD,DLX,USD,570.8610,42.1260,317.4670,-199.8970,2008.7150,A,49.9200
003897,20191231,2019,INDL,C,D,STD,DTE,USD,11672.0000,192.2090,1725.0000,1169.0000,12669.0000,A,129.8700
003905,20190630,2019,INDL,C,D,STD,ATGE,USD,1391.5300,55.3030,215.7360,95.1680,1239.6870,A,34.9700
003946,20191231,2019,INDL,C,D,STD,DBD,USD,-530.3000,76.8130,140.2000,-341.3000,4408.7000,A,10.5600
003964,20200131,2019,INDL,C,D,STD,DDS,USD,1623.2590,24.1970,167.4920,111.0810,6343.2110,A,73.4800
003969,20191231,2019,INDL,C,D,STD,DIOD,USD,1106.4240,51.2070,180.1690,153.2500,1249.1300,A,56.3700
003980,20190930,2019,INDL,C,D,STD,DIS,USD,88877.0000,1802.0000,12009.0000,11054.0000,69570.0000,A,144.6300
004016,20200131,2019,INDL,C,D,STD,DG,USD,6702.5000,251.9360,2333.3040,1712.5550,27753.9730,A,155.9800
004029,20191231,2019,INDL,C,D,STD,D,USD,29607.0000,838.0000,5593.0000,1358.0000,16572.0000,A,82.8200
004036,20190731,2019,INDL,C,D,STD,DCI,USD,887.3000,127.3180,394.7000,267.2000,2851.4000,A,57.6200
004058,20191231,2019,INDL,C,D,STD,DOV,USD,3032.6600,144.3020,1048.6620,677.9180,7136.3970,A,115.2600
004060,20191231,2019,INDL,C,D,STD,DD,USD,40987.0000,738.5650,2788.0000,498.0000,21512.0000,A,64.2000
004066,20191231,2019,INDL,C,D,STD,OMC,USD,2853.9000,217.1000,2122.3000,1339.1000,14953.7000,A,81.0200
004091,20191231,2019,INDL,C,D,STD,DCO,USD,292.8000,11.5730,59.2440,32.4610,721.0880,A,50.5300
004093,20191231,2019,INDL,C,D,STD,DUK,USD,44860.0000,733.0000,5745.0000,3748.0000,25079.0000,A,91.2100
004094,20191231,2019,INDL,C,D,STD,DNB,USD,1519.9000,314.4950,-9.0000,-560.0000,1413.9000,A,144.9500
004108,20191231,2019,INDL,C,D,STD,FLS,USD,1790.3570,130.5310,431.5290,253.6680,3944.8500,A,49.7700
004115,20200131,2019,INDL,C,D,STD,DY,USD,868.6040,31.5840,115.6610,57.2150,3339.6820,A,47.1500
004145,20191231,2019,INDL,C,D,STD,PKI,USD,2813.8240,111.1400,428.6090,227.5580,2883.6730,A,97.1000
004186,20191231,2019,INDL,C,D,STD,EML,USD,105.4370,6.2410,21.2930,13.2660,251.7430,A,30.5300
004193,20191231,2019,INDL,C,D,STD,EGP,USD,1200.5640,38.9260,116.7010,121.6620,331.5160,A,132.6700
004199,20191231,2019,INDL,C,D,STD,ETN,USD,16082.0000,413.3000,2889.0000,2211.0000,21390.0000,A,94.7200
004213,20191231,2019,INDL,C,D,STD,ECL,USD,8685.3000,288.4100,2263.9000,1558.9000,14906.3000,A,192.9900
004321,20190930,2019,INDL,C,D,STD,EMR,USD,8233.0000,611.0000,3120.0000,2306.0000,18372.0000,A,76.2600
004383,20190930,2019,INDL,C,D,STD,ATO,USD,5750.2230,119.3390,746.0580,511.4060,2901.8480,A,111.8600
004390,20200229,2019,INDL,C,D,STD,EBF,USD,294.3290,25.9170,50.7800,38.2920,438.4120,A,21.6500
004418,20190731,2019,INDL,C,D,STD,ENZ,USD,86.0280,47.5570,-27.1920,2.4890,81.1700,A,2.6300
004423,20191231,2019,INDL,C,D,STD,EFX,USD,2578.6000,121.2000,503.3000,-398.8000,3527.6000,A,140.1200
004430,20191231,2019,INDL,C,D,STD,EQT,USD,9803.5880,255.1710,201.0280,-1221.6950,4416.4840,A,10.9000
004448,20191231,2019,INDL,C,D,STD,ESCA,USD,126.1700,14.2150,9.2750,7.2580,180.5410,A,9.8300
004462,20191231,2019,INDL,C,D,STD,NEU,USD,683.0980,11.1890,337.3210,254.2860,2190.2950,A,486.5200
004494,20191231,2019,INDL,C,D,STD,EXPD,USD,2195.0280,169.6220,766.6920,590.3950,8175.4260,A,78.0200
004497,20191231,2019,INDL,C,D,STD,BOOM,USD,172.1410,14.6530,78.5580,34.0410,397.5500,A,44.9400
004498,20190930,2019,INDL,C,D,STD,IIIN,USD,246.0170,19.2610,4.8640,5.5980,455.7130,A,21.4900
004503,20191231,2019,INDL,C,D,STD,XOM,USD,191650.0000,4234.0000,12766.0000,14340.0000,255583.0000,A,69.7800
004510,20191231,2019,INDL,C,D,STD,FMC,USD,2532.3000,129.1240,1070.4000,477.4000,4609.8000,A,99.8200
004517,20191231,2019,INDL,C,D,STD,NEE,USD,37005.0000,489.0000,5622.0000,3769.0000,19204.0000,A,242.1600
004579,20190630,2019,INDL,C,D,STD,FARM,USD,157.4790,17.0420,-3.3810,-73.5950,595.9420,A,15.0600
004598,20200531,2019,INDL,C,D,STD,FDX,USD,18295.0000,261.5720,3122.0000,1286.0000,69217.0000,A,151.2100
004605,20191231,2019,INDL,C,D,STD,FRT,USD,2375.3440,75.5410,353.7720,353.8660,935.0420,A,128.7300
004608,20191231,2019,INDL,C,D,STD,FSS,USD,641.6000,60.5000,150.4000,108.5000,1221.3000,A,32.2500
004611,20200131,2019,INDL,C,D,STD,M,USD,6377.0000,309.0310,931.0000,564.0000,25331.0000,A,17.0000
004622,20191231,2019,INDL,C,D,STD,FOE,USD,360.3760,82.0050,114.2440,6.0380,1018.3660,A,14.8300
004640,20191231,2019,INDL,C,D,STD,FITB,USD,19433.0000,708.9160,3888.0000,2512.0000,8900.0000,A,30.7400
004674,20191231,2019,INDL,C,D,STD,RF,USD,14985.0000,957.2460,2912.0000,1582.0000,6755.0000,A,17.1600
004685,20191231,2019,INDL,C,D,STD,TRMK,USD,1660.7020,64.2000,265.7760,150.4600,697.5370,A,34.5100
004690,20191231,2019,INDL,C,D,STD,FCNCA,USD,3586.1840,10.6290,673.0180,457.3710,1819.8720,A,532.2100
004699,20191231,2019,INDL,C,D,STD,MTB,USD,14466.6490,130.5680,3489.7520,1929.1490,6941.2720,A,169.7500
004723,20191231,2019,INDL,C,D,STD,USB,USD,45869.0000,1534.1550,12143.0000,6914.0000,27325.0000,A,59.2900
004737,20191231,2019,INDL,C,D,STD,FHN,USD,4684.9530,311.4690,972.9680,440.9080,2278.3620,A,16.5600
004809,20191231,2019,INDL,C,D,STD,FLO,USD,1263.4300,211.5140,277.7140,164.5380,4123.9740,A,21.7400
004818,20191231,2019,INDL,C,D,STD,FLR,USD,1487.7520,140.1740,-586.4700,-1522.1640,14348.0180,A,18.8800
004839,20191231,2019,INDL,C,D,STD,F,USD,33185.0000,3964.9300,5767.0000,47.0000,155900.0000,A,9.3000
004860,20191231,2019,INDL,C,D,STD,FSTR,USD,169.8620,10.4220,26.8090,42.5680,655.0570,A,19.3800
004881,20191231,2019,INDL,C,D,STD,FELE,USD,796.5450,46.3910,129.8520,95.4830,1314.5780,A,57.3200
004885,20190930,2019,INDL,C,D,STD,BEN,USD,9906.5000,499.3030,1589.4000,1195.7000,5774.5000,A,25.9800
004926,20191130,2019,INDL,C,D,STD,FUL,USD,1222.3470,51.2410,269.4450,130.8170,2897.0000,A,51.5700
004941,20191231,2019,INDL,C,D,STD,GATX,USD,1835.1000,34.8330,315.5000,211.2000,1393.8000,A,82.8500
004973,20191231,2019,INDL,C,D,STD,AJG,USD,5155.5000,188.1220,901.8000,668.8000,7195.0000,A,95.2300
004988,20191231,2019,INDL,C,D,STD,TGNA,USD,1590.3770,217.4640,596.8830,286.2350,2299.4970,A,16.6900
004990,20200131,2019,INDL,C,D,STD,GPS,USD,3316.0000,371.0000,1041.0000,351.0000,16383.0000,A,17.6800
005018,20191231,2019,INDL,C,D,STD,AJRD,USD,576.7000,77.3000,240.7000,141.0000,1981.5000,A,45.6600
005046,20191231,2019,INDL,C,D,STD,GD,USD,13577.0000,289.6100,4648.0000,3484.0000,39350.0000,A,176.3500
005047,20191231,2019,INDL,C,D,STD,GE,USD,28310.0000,8738.4340,8799.0000,-4979.0000,95214.0000,A,11.1600
005071,20200531,2019,INDL,C,D,STD,GIS,USD,8058.5000,609.8000,3024.9000,2181.2000,17626.6000,A,53.5600
005072,20191231,2019,INDL,C,D,STD,ALLY,USD,14416.0000,374.3320,3610.0000,1715.0000,11556.0000,A,30.5600
005073,20191231,2019,INDL,C,D,STD,GM,USD,41792.0000,1400.0000,9570.0000,6732.0000,137237.0000,A,36.6000
005087,20191231,2019,INDL,C,D,STD,SPXC,USD,502.4000,44.2030,118.5000,70.9000,1525.4000,A,50.8800
005109,20200131,2019,INDL,C,D,STD,GCO,USD,618.3340,14.6970,94.0550,61.3840,2197.0660,A,47.9200
005116,20191231,2019,INDL,C,D,STD,GNTX,USD,1938.0880,251.2780,488.5370,424.6840,1858.8970,A,28.9800
