tic,RetEarly2020,RetLate2020,gic_sub_industry,gic_sub_industry_name,Aerospace & Defense,Agricultural & Farm Machinery,Agricultural Products,Air Freight & Logistics,Airlines,Airport Services,Alternative Carriers,Aluminum,Apparel Retail,"Apparel, Accessories & Luxury Goods",Application Software,Asset Management & Custody Banks,Auto Parts & Equipment,Automobile Manufacturers,Automotive Retail,Biotechnology,Brewers,Building Products,Casinos & Gaming,Coal & Consumable Fuels,Commercial Printing,Commodity Chemicals,Communications Equipment,Computer & Electronics Retail,Construction & Engineering,Construction Machinery & Heavy Trucks,Construction Materials,Consumer Electronics,Consumer Finance,Copper,Data Processing & Outsourced Services,Department Stores,Distillers & Vintners,Distributors,Diversified Banks,Diversified Chemicals,Diversified Metals & Mining,Diversified REITs,Diversified Real Estate Activities ,Diversified Support Services,Drug Retail,Education Services,Electric Utilities,Electrical Components & Equipment,Electronic Components,Electronic Equipment & Instruments ,Electronic Manufacturing Services,Environmental & Facilities Services,Fertilizers & Agricultural Chemicals,Financial Exchanges & Data,Food Distributors,Food Retail,Footwear,Forest Products,Gas Utilities,General Merchandise Stores,Gold,Health Care  Services,Health Care Distributors,Health Care Equipment,Health Care Facilities,Health Care REITs ,Health Care Supplies,Health Care Technology,Heavy Electrical Equipment,Home Furnishings,Home Improvement Retail,Homebuilding,Homefurnishing Retail,Hotel & Resort REITs ,"Hotels, Resorts & Cruise Lines",Household Appliances,Household Products,Housewares & Specialties,Human Resource & Employment Services,Hypermarkets & Super Centers,IT Consulting & Other Services,Independent Power Producers & Energy Traders,Industrial Conglomerates,Industrial Gases,Industrial Machinery,Industrial REITs,Insurance Brokers,Integrated Oil & Gas,Integrated Telecommunication Services,Internet & Direct Marketing Retail,Investment Banking & Brokerage,Leisure Facilities,Leisure Products,Life & Health Insurance,Life Sciences Tools & Services,Managed Health Care,Marine,Metal & Glass Containers,Mortgage REITs,Motorcycle Manufacturers,Multi-Sector Holdings,Multi-Utilities,Multi-line Insurance,Office REITs ,Office Services & Supplies,Oil & Gas Drilling,Oil & Gas Equipment & Services,Oil & Gas Exploration & Production,Oil & Gas Refining & Marketing,Oil & Gas Storage & Transportation,Other Diversified Financial Services,Packaged Foods & Meats,Paper Packaging,Paper Products,Personal Products,Pharmaceuticals,Property & Casualty Insurance,Railroads,Real Estate Development ,Real Estate Operating Companies,Real Estate Services ,Regional Banks,Reinsurance,Renewable Electricity ,Research & Consulting Services,Residential REITs,Restaurants,Retail REITs,Security & Alarm Services,Semiconductor Equipment ,Semiconductors,Silver,Soft Drinks,Specialized Consumer Services,Specialized Finance,Specialized REITs ,Specialty Chemicals,Specialty Stores,Steel,Systems Software,Technology Distributors,"Technology Hardware, Storage & Peripherals",Textiles,Thrifts & Mortgage Finance,Tires & Rubber,Tobacco,Trading Companies & Distributors,Trucking,Water Utilities,Wireless Telecommunication Services,current_assets,total_assets,current_liabilities,total_liabilities,total_equity,mkt_value,price_close,shares_out,book_value_share,ppe,employees,cash,receivables,sales,cogs,inventory,ebit,ebitda,interest_exp,working_cap,net_income,book_value,acid_ratio,current_ratio,coverage_ratio,bep,inventory_turnover,dso,roa,roe,debit_asset_ratio,debit_equity_ratio,book_price,equity_price,ebit_price,ebitda_price,sales_price,cash_assets,cash_current_liab,cash_total_liab,cash_interest,fixed_total,fixed_employees,working_coverage
CALM,0.02877234498,-0.1464304673,30202030,Packaged Foods & Meats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522.251,1206.694,93.183,197.019,1009.675,2173.3694,42.75,48.774,20.7011,560.584,3.636,78.13,98.375,1351.609,1111.656,187.216,6.27,63.716,0.498,429.068,18.391,1009.6754514,3.5954519601214807,5.60457379564942,0.07942583732057416,0.005196014896900125,0.0004614022215012607,26.56602242216499,0.015240814987063828,0.018214772080124793,0.16327171594455597,0.19513110654418503,0.4645666769763115,0.008461976137144472,0.002884921449616434,0.029316691400918776,0.621895661179365,0.06474715213633282,0.8384576585857935,0.3965607377968622,0.0063739920645078715,0.4645618524663253,154.17601760176015,34.079085167464115
CPB,-0.0592095161,0.07019159489,30202030,Packaged Foods & Meats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967.0,13148.0,3385.0,12036.0,1112.0,12443.34,49.42,301.0,3.6645,2455.0,19.0,31.0,574.0,8107.0,5081.0,863.0,1192.0,1555.0,359.0,-1418.0,211.0,1103.0145,0.32614475627769574,0.5810930576070901,0.3011744966442953,0.09066017645269242,0.00046533823295489776,25.843098556802765,0.01604806814724673,0.18974820143884893,0.9154243991481594,10.823741007194245,0.08936507400746102,0.016956862064365356,0.09579421602238627,0.12496644791510961,0.6515131789374878,0.0023577730453300883,0.009158050221565732,0.0025756065137919576,11.580645161290322,0.18672041375114085,129.21052631578948,-427.0654362416107
K,-0.1243493026,0.06421186235,30202030,Packaged Foods & Meats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3431.0,17564.0,4778.0,14250.0,3314.0,23621.1139,69.16,341.543,8.0429,4153.0,31.0,397.0,1576.0,13578.0,8520.0,1226.0,1757.0,2241.0,268.0,-1347.0,960.0,2746.9961946999997,0.461490163248221,0.7180828798660528,0.1525327262379055,0.10003416078342063,0.0003942375715480095,42.36559139784946,0.05465725347301298,0.28968014484007243,0.8113186062400365,4.299939649969825,0.14029821006874701,0.04064160581351754,0.07438260563994825,0.09487274857093,0.5748247122249387,0.022603051696652242,0.08308915864378401,0.027859649122807018,0.6750629722921915,0.23644955590981553,133.96774193548387,-205.46158224245872
HRL,0.03900336585,0.01372733595,30202030,Packaged Foods & Meats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2361.413,8109.004,1105.049,2183.469,5925.535,21855.2552,45.11,534.489,11.0787,1629.111,18.8,672.901,594.32,9497.317,7447.901,1042.362,1140.595,1305.363,18.07,1256.364,978.806,5921.4432843,1.1936583807595862,2.1369305795489613,0.0158426084631267,0.14065784157955774,0.00038343505121373974,22.84085073710818,0.1207060694506995,0.1651844095090148,0.26926475803933503,0.3684847022251999,0.27112632388753805,0.044785841713712866,0.05218859215151146,0.059727648478796996,0.434555300914537,0.08298195438058731,0.6089331785287349,0.3081797818059244,0.0268538759787844,0.20090149172450775,86.65484042553192,19.904082939167715
FARM,-0.5378481588,-0.3290228541,30202030,Packaged Foods & Meats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.908,424.61,96.106,267.116,157.494,278.9775,15.06,17.042,8.3247,189.458,1.521,6.983,56.346,595.942,383.14,87.91,-3.381,30.319,12.0,63.802,-73.595,141.8695374,0.7491519780242648,1.6638711422803987,-3.5492457852706303,-0.007962600975012363,0.0006286196039789454,34.51055639642784,-0.1733237559171946,-0.46728764270384904,0.6290855137655731,1.6960392141922866,0.5645401510874533,-0.2638026364133308,-0.012119256929322255,0.10867901533277773,2.1361651029204864,0.016445679564777087,0.07265935529519489,0.02614220039233891,1.718459114993556,0.44619297708485434,124.56147271531887,-226.44897959183675
SEB,-0.3378145252,0.08006193141,30202030,Packaged Foods & Meats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3350.0,6285.0,1189.0,2731.0,3554.0,4951.8908,598.3,4.835,125.4458,1877.0,13.1,125.0,646.0,6840.0,6262.0,1022.0,104.0,242.0,43.0,2161.0,283.0,3544.0000165,1.9579478553406224,2.817493692178301,0.41346153846153844,0.01654733492442323,0.0004471414883423826,34.47222222222222,0.04502784407319013,0.07962858750703433,0.4345266507557677,0.7684299380979178,0.7177056489210142,0.05714988706939983,0.021002078640344816,0.04887022145157159,1.3812905567303706,0.01988862370723946,0.10513036164844407,0.045770779934090074,0.344,0.2986475735879077,143.2824427480916,893.4903846153845
SJM,0.07508322466,0.06546385284,30202030,Packaged Foods & Meats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972.7,16970.4,1587.1,8779.5,8190.9,13108.1284,104.13,114.073,71.804,2117.8,7.3,391.1,551.4,7801.0,4589.8,895.3,1304.4,1749.9,189.2,385.6,779.5,8190.897692,0.678848213723143,1.2429588557746836,0.14504753143207602,0.07686324423702447,0.0005344190841275801,25.799384694269964,0.0459329184933767,0.09516658731030779,0.5173419601187951,1.0718602351389959,0.6248718161778153,0.059466918252036656,0.0995107737882702,0.13349731911384086,0.5951269137705426,0.023046009522462642,0.2464242958855775,0.04454695597699186,0.4837637432881615,0.12479375854428888,290.10958904109594,55.930328120208515
LANC,-0.09219206868,0.2862199348,30202030,Packaged Foods & Meats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368.569,905.399,119.706,178.526,726.873,4085.1626,160.1,27.491,26.4404,247.044,3.2,196.288,75.691,1307.787,954.838,86.072,176.387,207.737,0.0,248.863,150.549,726.8730364,2.359923479190684,3.0789517651579703,0.0,0.19481687079398144,0.0002469672327977489,21.12516411311628,0.1662791763631283,0.2071187126224251,0.19717936511968756,0.24560824243024573,0.17793000454865615,0.0368526334790199,0.043177473523330505,0.050851586666342236,0.3201309539062166,0.21679723525208225,1.6397507226037125,1.0994925108947717,0.0,0.27285649752208696,77.20125,0.0
MKC,-0.1680310561,0.3732392577,30202030,Packaged Foods & Meats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550.2,10362.1,2154.4,6905.4,3456.7,22489.047,169.73,132.9,25.9157,952.6,12.4,155.4,502.9,5347.4,3054.5,801.2,978.5,1126.1,165.2,-604.2,704.6,3444.19653,0.34766060155959894,0.7195506869662087,0.16882984159427694,0.09443066559867208,0.000718634307792007,34.32668212589296,0.0679977996738113,0.20383602858217376,0.6664093185744202,1.9976856539474064,0.15370593516034717,0.03133080739259427,0.04351006959076568,0.050073264554073814,0.23777797253925434,0.01499696007566034,0.07213145191236539,0.022504127204796248,1.0630630630630629,0.09193117225272869,76.8225806451613,-102.00699029126214
MKC,-0.1680310561,0.3732392577,30202030,Packaged Foods & Meats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550.2,10362.1,2154.4,6905.4,3456.7,22489.047,169.73,132.9,25.9157,952.6,12.4,155.4,502.9,5347.4,3054.5,801.2,978.5,1126.1,165.2,-604.2,704.6,3444.19653,0.34766060155959894,0.7195506869662087,0.16882984159427694,0.09443066559867208,0.000718634307792007,34.32668212589296,0.0679977996738113,0.20383602858217376,0.6664093185744202,1.9976856539474064,0.15370593516034717,0.03133080739259427,0.04351006959076568,0.050073264554073814,0.23777797253925434,0.01499696007566034,0.07213145191236539,0.022504127204796248,1.0630630630630629,0.09193117225272869,76.8225806451613,-102.00699029126214
MKC,-0.167416761,0.3611041924,30202030,Packaged Foods & Meats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550.2,10362.1,2154.4,6905.4,3456.7,22489.047,169.73,132.9,25.9157,952.6,12.4,155.4,502.9,5347.4,3054.5,801.2,978.5,1126.1,165.2,-604.2,704.6,3444.19653,0.34766060155959894,0.7195506869662087,0.16882984159427694,0.09443066559867208,0.000718634307792007,34.32668212589296,0.0679977996738113,0.20383602858217376,0.6664093185744202,1.9976856539474064,0.15370593516034717,0.03133080739259427,0.04351006959076568,0.050073264554073814,0.23777797253925434,0.01499696007566034,0.07213145191236539,0.022504127204796248,1.0630630630630629,0.09193117225272869,76.8225806451613,-102.00699029126214
MKC,-0.167416761,0.3611041924,30202030,Packaged Foods & Meats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550.2,10362.1,2154.4,6905.4,3456.7,22489.047,169.73,132.9,25.9157,952.6,12.4,155.4,502.9,5347.4,3054.5,801.2,978.5,1126.1,165.2,-604.2,704.6,3444.19653,0.34766060155959894,0.7195506869662087,0.16882984159427694,0.09443066559867208,0.000718634307792007,34.32668212589296,0.0679977996738113,0.20383602858217376,0.6664093185744202,1.9976856539474064,0.15370593516034717,0.03133080739259427,0.04351006959076568,0.050073264554073814,0.23777797253925434,0.01499696007566034,0.07213145191236539,0.022504127204796248,1.0630630630630629,0.09193117225272869,76.8225806451613,-102.00699029126214
CAG,-0.1375764711,0.2604002123,30202030,Packaged Foods & Meats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2885.9,22304.0,3287.4,14353.3,7950.7,16948.366,34.24,487.162,16.1673,2598.9,16.5,553.3,860.8,11054.4,7562.7,1377.9,1805.6,2194.5,496.8,-401.5,840.1,7876.0942026,0.4587211778305043,0.8778670073614406,0.2751439964554719,0.08095408895265423,0.0004991694094900876,28.422347662469242,0.037665889526542325,0.10566365225703397,0.6435303084648494,1.8052875847409662,0.46911306966111066,0.04956820026190135,0.10653534387916803,0.1294815087188936,0.652239867843307,0.02480720946915351,0.16830930218409684,0.03854862644827322,0.8978854147840233,0.11652170014347203,157.5090909090909,-110.47031457687196
JBSS,-0.02059525167,-0.07974282305,30202030,Packaged Foods & Meats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.34,391.304,83.906,136.749,254.555,907.5097,91.28,11.388,22.3529,126.183,1.47,1.591,61.088,876.201,700.886,157.024,58.524,75.569,3.06,141.434,39.466,254.5548252,0.8141968393201916,2.685624389197435,0.05228624154193152,0.14956146627685893,0.0006137984490003045,25.447494353464556,0.10085764520679574,0.15503918603052386,0.34946997730664653,0.5372080689831273,0.28049837924597393,0.043488240401176985,0.06448856689906456,0.0832707352880085,0.9655004238522189,0.004065892503015559,0.01896169523037685,0.011634454365297003,1.923318667504714,0.3224679533048474,85.83877551020409,7.395052286241542
TSN,-0.3604098072,0.1363439584,30202030,Packaged Foods & Meats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7169.0,33097.0,5513.0,18871.0,14226.0,31527.24,91.04,366.0,38.4754,7282.0,141.0,484.0,2173.0,42405.0,36214.0,4108.0,2977.0,4063.0,462.0,1656.0,2022.0,14081.9964,0.5552330854344277,1.3003809178305823,0.1551897883775613,0.08994772940145633,0.00031078573260473697,18.70404433439453,0.06109315043659546,0.1421341206242092,0.5701725231894129,1.3265148319977507,0.45122884210606445,0.06413501467302561,0.09442628025796104,0.12887268279747927,1.3450273477792536,0.014623681904704354,0.08779249047705423,0.025647819405436915,0.9545454545454546,0.2200199413844155,51.645390070921984,256.9942895532415
HAIN,0.0005779247474,0.5460137558,30202030,Packaged Foods & Meats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701.787,2582.62,383.157,1063.301,1519.319,2282.3961,25.955,104.219,14.5781,328.362,5.441,39.526,236.945,2302.468,1799.141,364.887,114.834,163.0,32.623,318.63,-183.314,1519.3150038999997,0.8792740312717765,1.8315912276168778,0.28408833620704665,0.044464148810123054,0.0005556487295653337,37.56183582138818,-0.07097985766392269,-0.12065537257152711,0.41171407330540305,0.6998536844467818,0.6656684175021155,-0.0803164709228166,0.050312914572540675,0.07141617530804578,1.0087942228783162,0.01530461314479095,0.10315875737621916,0.03717291717020863,0.8253554622273945,0.1271429788354462,60.349568094100356,90.51906656565127
LNDC,-0.2316534348,0.2485626628,30202030,Packaged Foods & Meats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.107,541.313,164.388,310.269,231.044,311.8201,11.31,29.224,7.906,217.659,0.796,0.402,76.206,590.366,500.078,66.311,-0.753,17.547,10.803,-7.281,-38.191,231.044944,0.55232742049298,0.9557084458719615,-7.425531914893617,-0.0013910621027021335,0.00036329127176708384,47.11516245854267,-0.07055252691141725,-0.16529751908727341,0.5731785491942739,1.3429000536694309,0.740952876354026,-0.12247767222189974,-0.002414853949440719,0.05627283167441739,1.8932903940445145,0.0006650496108536097,0.002189940871596467,0.001160283495934173,30.008333333333336,0.4020945368021828,273.44095477386935,104.45769322709164
FLO,-0.04778807968,0.1318998824,30202030,Packaged Foods & Meats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553.918,3177.776,528.143,1914.346,1263.43,4598.3144,21.74,211.514,5.9733,1117.124,9.7,11.044,321.83,4123.974,2155.709,194.515,277.714,421.942,38.847,25.775,164.538,1263.4365762,0.6805031970507988,1.0488030703805598,0.1398813167503259,0.08739256637346371,0.000247212313080837,28.484163576201013,0.05177772127424967,0.13023119602985525,0.6024169104430268,1.515197517868026,0.274759377044771,0.03578224229295848,0.060394739428865495,0.09176014584822646,0.8968447220572825,0.003475386559656817,0.02091100326994772,0.005769072048626528,3.51747555233611,0.3515427141497702,115.16742268041239,3.60544093923965
MDLZ,-0.08560298868,0.1868369226,30202030,Packaged Foods & Meats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7630.0,64549.0,15322.0,37198.0,27351.0,79040.1305,55.08,1435.006,19.0069,9301.0,80.0,1291.0,2927.0,25868.0,14784.0,2546.0,4411.0,5230.0,595.0,-7538.0,3870.0,27275.015541400004,0.33181046860723146,0.49797676543532177,0.1348900476082521,0.06833568296952702,0.0004718169957895985,41.300255141487554,0.059954453206091496,0.14149391247120763,0.576275387689972,1.3600233995100728,0.3460394084243067,0.04896246976717732,0.055807094093803404,0.06616891909104325,0.3272767875807088,0.02000030984213543,0.08425792977418092,0.034706166998225714,0.4608830364058869,0.1440920850826504,116.2625,-1037.574246202675
