tic,current_assets,total_assets,current_liabilities,total_liabilities,total_equity,mkt_value,price_close,shares_out,book_value_share,ppe,employees,cash,receivables,sales,cogs,inventory,ebit,ebitda,interest_exp,working_cap,net_income
MYRG,639.184,1007.871,396.814,643.396,364.475,542.5909,32.59,16.649,21.8915,208.302,7.1,12.397,396.867,2071.159,1816.334,217.109,54.235,98.751,6.225,242.37,37.69
VRSK,744.9,7055.2,1491.8,4794.4,2260.8,24366.6131,149.34,163.162,13.8562,766.7,9.3,184.6,467.5,2607.1,973.3,0,879.9,1203.6,126.8,-746.9,449.9
IBIO,4.808,30.586,3.458,28.129,2.457,14.2676,0.249,20.152,0.1222,24.38,0.055,4.421,0.097,2.034,15.878,0,-15.593,-13.844,1.9,1.35,-17.593
AVGO,9917,67493,6899,42523,24970,116554.3,316.02,398,53.2739,2565,19,5055,3259,22597,6136,874,4532,10313,1418,3018,2724
MDRX,841.262,3205.739,1210.69,1920.551,1285.188,1594.6921,9.815,162.475,7.9101,186.359,9.6,129.668,555.733,1771.677,886.039,0,62.281,252.955,43.172,-369.428,-182.178
GPRE,667.913,1698.218,541.791,832.932,865.286,555.9738,15.43,36.032,20.8677,879.747,0.82,245.977,113.399,2417.238,2410.604,252.992,-142.57,-70.443,40.2,126.122,-166.86
DMRC,43.294,57.388,5.444,7.938,49.45,417.6878,33.56,12.446,3.9691,5.913,0.216,11.213,4.021,22.987,5.829,0,-33.731,-31.524,0,37.85,-32.84
FSBW,,1713.056,,1512.814,200.242,278.5709,63.79,4.367,45.8534,33.786,0.452,13.175,1336.346,112.66,22.197,69.867,52.007,52.007,,,22.717
CLW,465.8,1877.7,280.4,1445.7,432,352.7818,21.36,16.516,26.1565,1330.8,3.29,20,159.4,1761.5,1481.4,281.4,49.3,164.9,51.9,185.4,-5.6
SLCA,509.04,2553.234,335.398,1836.654,716.58,452.6523,6.15,73.602,9.5815,1570.685,2.177,185.74,182.238,1474.477,1133.293,124.432,21.929,201.373,97.472,173.642,-329.082
OPI,,4193.136,,2487.382,1705.754,1549.2123,32.14,48.202,35.3876,0,0,93.744,83.556,680.15,541.102,0,106.32,106.32,134.88,,30.335
RC,,4977.018,,4132.234,844.784,788.3783,15.42,51.127,16.1443,,0.43,67.951,4432.17,274.891,180.41,0,94.481,,151.88,,72.968
WMC,,5160.971,,4596.51,564.461,552.9029,10.33,53.524,10.5459,0,0,31.331,39.344,346.701,20.944,0,325.757,325.757,150.274,,70.699
TBNK,,2086.313,,1842.423,243.89,285.9165,30.94,9.241,26.3922,15.95,0.281,9.571,1584.784,83.4,17.088,0.47,31.978,33.149,,,21.995
ADUS,269.387,636.748,87.528,161.156,475.592,1518.2847,97.22,15.617,30.4535,33.267,33.238,111.714,153.236,648.791,469.553,0,42.23,52.804,3.105,181.859,25.237
ASPS,184.188,385.119,87.578,406.476,-21.357,298.7258,19.33,15.454,-1.477,53.6,3.283,82.741,48.713,648.651,477.765,0,16.089,53.619,21.393,96.61,-307.969
TXMD,208.416,265.986,53.005,256.785,9.201,656.2483,2.42,271.177,0.0339,12.617,0.348,160.829,24.396,49.647,6.335,11.861,-151.205,-150.592,17.382,155.411,-176.145
PMT,,11771.351,,9320.436,2450.915,2233.0568,22.29,100.182,21.3703,0,0.001,104.056,4421.978,786.261,298.174,0,488.087,488.087,299.764,,226.357
H,1706,8417,1086,4450,3967,9112.0241,89.71,101.572,39.0068,3949,55,893,421,5020,4077,12,219,548,81,620,766
FTNT,2769,3885.5,1473.6,2563.6,1321.9,18330.692,106.76,171.7,7.6989,388.6,7.082,1222.5,544.3,2156.2,444.3,117.9,344.2,405.8,,1295.4,326.5
STWD,,78042.336,,72905.322,5137.014,7015.5169,24.86,282.201,16.6563,,0.296,478.388,11534.311,1166.965,521.095,0,645.87,,508.729,,509.664
KAR,3244.5,6581.2,2517.7,4931,1650.2,2807.2711,21.79,128.833,12.8088,973.1,15.3,507.6,2557.7,2781.9,1617.1,,357.6,546.3,187.7,726.8,188.5
OMER,103.745,136.969,55.459,245.99,-109.021,763.6921,14.09,54.201,-2.0114,30.911,0.258,3.084,35.185,111.805,173.397,1.147,-63.382,-61.592,22.657,48.286,-84.486
SRNE,67.588,557.632,115.206,524.876,32.756,567.1572,3.38,167.798,0.4683,76.272,0.31,22.521,14.513,31.432,215.673,3.362,-195.182,-184.241,36.139,-47.618,-292.068
ARI,,6888.363,,4258.388,2629.975,2808.1917,18.29,153.537,17.1282,0,0,452.282,6418.946,489.521,84.831,0,404.69,404.69,167.396,,230.174
RCM,216.7,929.1,232.5,681.9,247.2,1479.9926,12.98,114.021,-0.2166,194.8,22.5,92,90.2,1186.1,936.1,0,92.7,148.4,29.1,-15.8,12
IRDM,342.935,3623.557,113.751,2164.275,1459.282,3243.4125,24.64,131.632,11.0861,3207.806,0.512,223.561,68.697,560.444,145.144,39.938,10.12,307.825,155.2,229.184,-161.999
GNRC,1195.829,2665.669,497.064,1571.591,1032.851,6293.4134,100.59,62.565,16.501,352.926,5.689,322.883,319.538,2204.336,1374.319,522.024,372.163,433.072,41.544,698.765,252.007
TWO,,35921.622,,30951.156,4970.466,3990.3243,14.62,272.936,14.5427,,0,558.136,429.136,1324.784,191.764,0,1133.02,,822.618,,323.962
COWN,,5162.025,,3866.575,904.175,,15.75,28.61,24.0862,126.513,1.325,331.997,1842.219,864.758,1091.732,2008.83,-247.434,-226.974,,,24.631
FLNT,81.515,317.093,52.227,106.156,210.937,189.685,2.5,75.874,2.7801,12.728,0.192,18.679,60.915,281.684,194.435,0,8.083,22.023,6.892,29.288,-1.747
ARR,,13272.42,,11835.713,1436.707,1052.132,17.87,58.877,20.8421,0,0,181.395,140.085,426.927,38.48,0,388.447,388.447,632.887,,-249.905
PEB,,6498.555,,2866.619,3631.936,3498.3029,26.81,130.485,27.748,,0.058,30.098,49.619,1612.213,1380.435,,231.778,,108.474,,115.442
TRNO,,2108.464,,591.341,1517.123,3641.0774,54.14,67.253,22.5584,,0.024,110.082,43.558,174.837,88.216,0,62.652,,19.538,,55.516
EFC,,4338.217,,3469.518,868.699,708.4178,18.33,38.648,18.4813,0,0,72.302,202.949,170.11,33.868,0,136.242,136.242,82.015,,57.933
CALX,143.817,316.823,115.493,162.795,154.028,451.584,8,56.448,2.7287,37.391,0.763,46.829,46.509,424.33,226.089,40.153,-12.927,-2.611,0.958,28.324,-17.694
ST,1965.652,6834.519,634.746,4260.764,2573.755,8502.1944,53.87,157.828,16.3073,886.331,21.05,774.119,557.874,3450.631,2151.571,506.678,610.445,869.193,158.554,1330.906,282.714
CRMD,29.349,29.476,5.827,5.83,23.646,186.8412,7.28,25.665,-0.0008,0.127,0.03,16.351,0,0.283,0.373,0.338,-21.009,-20.936,0.787,23.522,-16.433
SPSC,291.621,447.44,69.319,92.564,354.876,1932.1075,55.42,34.863,10.1792,39.496,1.363,179.252,31.532,279.124,81.116,0,38.406,54.844,0,222.302,33.712
MSGN,360.12,866.899,143.186,1325.667,-458.768,1552.9282,17.4,74.876,-6.127,9.302,0.82,226.423,125.279,720.845,300.274,0,309.899,317.297,47.589,216.934,186.182
FIBK,,14644.2,,12630.3,2013.9,2735.1542,41.92,65.247,30.8658,306,2.473,241.5,8857.7,703.9,72.9,109.4,344,382.7,,,181
APO,,8542.117,,5503.99,3038.127,10639.0437,47.71,222.994,5.8208,232.708,1.421,1601.531,465.589,2931.849,1512.083,0,1404.007,1419.766,98.369,,843.193
IRWD,306.852,402.748,40.929,495.999,-93.251,2096.8042,13.31,157.536,-0.5919,30.172,0.317,177.023,117.246,428.413,284.305,0.648,138.528,144.108,36.602,265.923,21.505
PLOW,211.528,705.695,78.103,392.532,313.163,1253.725,55,22.795,13.7382,81.001,1.677,35.665,87.871,571.71,394.637,84.481,86.419,105.631,16.782,133.425,49.166
QNST,143.378,324.611,83.699,101.782,222.829,800.7103,15.31,50.518,4.4109,5.41,0.637,62.522,76.671,455.154,384.534,0,10.727,19.702,0.367,59.679,62.48
EXPR,470.689,1790.739,467.475,1384.437,406.302,256.3272,4.87,63.922,6.3562,1258.546,13.96,207.139,13.824,2019.194,1380.719,220.303,-12.041,75.859,,3.214,-164.358
STNG,302.978,5164.01,486.231,3187.021,1976.989,2289.6667,39.34,58.202,33.9677,4626.842,0.022,202.303,78.174,704.325,325.234,8.646,129.972,316.796,187.583,-183.253,-48.49
GDOT,1441.992,2460.59,1480.134,1533.234,927.356,1207.1031,23.3,51.807,17.9002,171.849,1.2,1063.426,299.635,1076.654,343.245,0,95.699,177.804,1.837,-38.142,99.897
CBOE,607.6,5113.9,281.6,1758.3,3355.6,,120,110.657,30.3243,100.4,0.823,229.3,291.5,2496.1,1359.2,0,585.7,762.3,37.8,326,374.4
MXL,181.77,705.791,66.562,290.871,414.92,1526.3758,21.22,71.931,5.7683,27.591,0.697,92.708,50.411,317.18,108.263,31.51,-19.421,44.894,11.133,115.208,-19.898
ENV,182.503,1801.884,203.79,934.308,867.576,3679.3885,69.63,52.842,16.447,136.552,4.19,82.505,73.37,900.127,656.445,0,3.2,104.471,32.52,-21.287,-16.782
AOSL,295.298,739.394,177.964,296.105,443.289,228.9888,13.62,24.517,11.8703,409.737,4.338,121.893,55.444,450.92,303.504,111.643,-7.02,25.018,6.905,117.334,1.861
CLDT,,1438.574,,663.55,775.024,,18.34,46.928,16.2457,,0.039,6.62,4.626,322.07,198.609,,51.85,,28.692,,18.703
FLT,4618.571,12248.541,4463.068,8536.925,3711.616,24554.6002,287.72,85.342,43.4911,284.125,8.7,1271.494,2539.934,2648.848,1141.03,0,1238.134,1507.818,150.048,155.503,895.073
NPTN,230.748,334.679,109.079,174.473,160.206,427.9993,8.82,48.526,3.3014,96.736,1.69,70.467,73.389,356.804,233.771,46.93,-8.969,19.552,1.919,121.669,-17.076
AMRS,73.611,160.966,161.137,411.134,-250.168,363.8259,3.09,117.743,-2.1723,54.996,0.561,0.27,28.754,152.557,75.432,27.77,-121.674,-117.093,58.665,-87.526,-242.767
QUAD,910.9,2417.1,813.4,2172.8,244.3,246.109,4.67,52.7,4.2998,1134.4,19.6,78.7,456.1,3923.4,3192.2,210.5,124.1,333.6,90,97.5,-156.3
FAF,,11519.167,,7094.165,4425.002,6559.6003,58.32,112.476,39.3016,737.959,18.412,1485.959,622.811,6199.225,5120.221,0,949.983,1079.004,47.801,,707.41
WKHS,31.52,50.674,47.044,85.587,-34.913,203.9992,3.04,67.105,-0.5203,6.83,0.081,23.869,0.041,0.377,5.457,1.798,-23.867,-23.479,7.698,-15.524,-37.163
TSLA,12103,34309,10667,26199,7467,75717.73,418.33,181,36.5635,20199,48.016,6268,1324,24578,18402,3552,80,2187,716,1436,-862
HPP,,7466.568,,3622.131,3719.177,5824.1162,37.65,154.691,22.0879,,0.347,46.224,208.335,822.938,635.811,0,114.513,,121.359,,44.029
AMRC,425.192,1374.013,336.647,913.541,428.856,826.525,17.5,47.23,9.0802,622.356,1.127,33.223,117.872,866.933,663.137,211.479,49.533,89.017,19.687,88.545,44.436
VPG,212.561,370.413,88.911,128.661,241.752,459.782,34,13.523,17.8481,69.961,2.4,86.91,43.198,283.958,159.292,66.895,33.249,45.044,1.507,123.65,22.188
COR,,2100.999,,1887.111,213.888,4227.0361,112.12,37.701,4.1952,4.848,0.464,3.048,59.343,572.727,365.708,0,140.816,,55.36,,75.84
VRA,218.789,535.061,87.405,201.242,303.77,320.9587,11.8,33.503,9.0669,187.817,2.7,49.917,25.333,495.212,191.331,123.606,30.684,54.49,,131.384,16.047
BWXT,629.755,1908.913,404.709,1504.801,404.112,5917.031,62.08,95.313,4.2398,621.241,6.45,86.54,116.817,1894.92,1295.549,393.137,299.421,364.928,41.42,225.046,244.115
ASMB,282.78,339.907,24.44,66.69,273.217,666.1367,20.46,32.558,8.3917,13.805,0.115,46.732,3.374,15.963,120.082,0,-104.613,-104.119,0,258.34,-97.634
STAG,,4164.645,,1800.754,2363.891,4508.7011,31.57,142.816,15.6182,,0.072,9.041,57.592,406.037,272.171,0,97.92,,54.647,,49.281
APTS,,4770.56,,2836.444,1934.116,,13.32,46.443,-4.4076,0,0.502,94.381,417.154,470.427,324.139,0,100.238,134.486,111.964,,-7.244
HZNP,1686.103,4436.034,723.169,2250.585,2185.449,6806.2516,36.2,188.018,11.6236,69.959,1.2,1076.287,408.685,1300.029,130.27,53.802,140.389,377.546,87.089,962.934,573.02
WD,,2675.199,,1632.914,1042.285,1942.6638,64.68,30.035,34.4827,22.3,0.823,120.685,595.688,875.339,420.037,787.035,302.83,455.302,72.479,,173.373
CLAR,120.872,230.265,24.564,49.073,181.192,403.5456,13.56,29.76,6.0884,24.119,0.5,1.703,41.95,229.437,141.044,73.432,11.611,19.713,1.358,96.308,18.972
EVTC,276.018,1011.676,144.314,740.053,271.623,2450.88,34.04,72,3.7109,73.77,2.3,111.03,94.459,487.374,213.379,0,144.502,212.584,29.911,131.704,103.469
INN,,2355.683,,1112.293,1243.39,1297.7978,12.34,105.17,11.1585,,0.059,42.238,44.217,549.626,451.738,0,74.266,,41.03,,82.61
PACB,81.046,147.985,49.153,93.068,54.917,787.0317,5.14,153.119,0.3587,62.897,0.404,29.627,15.266,90.891,49.05,13.312,-86.445,-79.18,2.611,31.893,-84.134
WSR,,1056.26,,703.162,353.098,565.121,13.62,41.492,8.3225,,0.108,15.53,23.331,134.986,63.644,0,49.681,,26.785,,23.683
TRGP,1658.3,18815.1,1872.6,10093.4,8721.7,9507.0205,40.83,232.844,21.1335,14590.5,2.68,331.1,855,8671.1,7258.7,161.5,436.1,1412.4,337.8,-214.3,-209.2
AAT,,2790.333,,1496.661,1293.672,2757.1212,45.9,60.068,21.8738,,0.206,99.303,64.187,367.437,228.185,0,114.381,,54.636,,46.099
SBRA,,6069.299,,2580.839,3488.46,4379.1387,21.34,205.208,16.9996,,0.034,39.097,131.274,654.94,411.84,0,211.4,,126.61,,68.996
SAVE,1385.443,7043.412,1112.044,4782.08,2261.332,2759.4211,40.31,68.455,33.0338,5191.787,8.938,978.957,94.82,3830.536,2594.726,,519.114,744.378,101.35,273.399,335.255
CSOD,612.318,966.101,439.65,807.619,158.482,3573.7749,58.55,61.038,2.5964,109.47,2,215.907,131.105,576.523,107.788,0,11.933,53.36,21.559,172.668,-4.054
CMRE,197.244,3011.958,266.534,1601.23,1410.728,1135.3375,9.53,119.133,11.8416,2620.259,,148.928,16.58,478.109,134.098,10.546,199.8,313.262,90.956,-69.29,98.999
HHC,,8413.766,,5080.778,3332.988,5399.9048,126.8,42.586,73.9241,6886.174,1.5,422.857,519.927,1300.539,872.28,4.31,150.863,306.661,178.376,,73.956
BKU,,32871.293,,29890.514,2980.779,3477.8797,36.56,95.128,31.3344,822.293,1.511,7.704,23046.317,1429.074,537.989,37.926,527.156,599.581,,,313.098
PCRX,408.557,831.065,107.673,476.121,354.944,1898.4324,45.3,41.908,8.4696,142.805,0.606,78.228,48.93,421.026,92.839,58.296,35.71,55.286,23.648,300.884,-11.016
BAH,2328.188,4793.966,1327.678,3937.61,856.356,9521.7408,71.13,138.72,6.1733,448.199,27.173,741.901,1459.471,7463.841,5677.593,0,669.202,750.283,96.96,1000.51,482.603
ACRX,71.688,91.356,13.611,132.774,-41.418,167.899,2.11,79.573,-0.5205,18.48,0.099,14.684,0.598,2.289,55.594,3.295,-54.205,-53.305,0.998,58.077,-53.24
REVG,809.1,1347.1,436,841.9,505.2,773.9795,12.23,62.217,8.1168,201.7,8.04,3.3,253.5,2403.7,2123.4,513.4,38.2,83.9,32.5,373.1,-12.3
SUPN,472.644,1160.282,160.587,564.854,595.428,1246.0828,23.72,52.533,11.3344,38.347,0.464,181.381,87.332,392.755,10.001,26.628,148.571,155.23,22.707,312.057,113.056
GWRS,12.293,251.593,10.1,226.921,24.672,283.2116,13.15,21.537,1.1456,219.034,0.075,7.513,4.105,35.471,20.157,0,6.961,15.314,5.388,2.193,2.224
KOS,566.557,4317.232,539.101,3475.53,841.702,2288.6412,5.7,401.516,2.0963,3662.34,0.36,224.502,174.293,1499.416,402.613,114.412,241.977,805.838,162.049,27.456,-55.777
AL,,21709.155,,16085.611,5623.544,5386.392,47.52,113.35,49.61,18704.337,0.117,317.488,,1916.869,144.398,0,1069.661,1772.471,493.369,,587.121
WIFI,122.2,600.467,158.4,506.986,93.481,484.2528,10.95,44.224,2.0858,395.439,0.411,40.401,33.35,263.79,117.283,0,-2.367,73.066,14.817,-36.2,-10.296
HII,1785,7031,1890,5443,1588,10235.904,250.88,40.8,38.9216,3033,42,75,1455,8899,7141,136,743,970,70,-105,549
THR,217.936,620.905,60.635,274.466,346.439,496.0592,26.8,32.917,10.5246,89.179,1.335,43.237,95.013,383.486,211.612,70.467,32.663,60.938,13.523,157.301,11.938
RLJ,,5851.4,,2624.917,3226.483,,17.72,169.852,16.921,,0.087,882.474,39.762,1573.239,1301.581,0,225.195,,91.295,,127.842
SEAS,169.149,2300.518,402.66,2089.626,210.892,2481.4343,31.71,78.254,2.695,1878.387,15.3,39.946,82.639,1398.244,758.61,33.163,249.476,410.033,88.778,-233.511,89.476
SXC,308.3,1753.8,194.8,1235.4,518.4,524.9647,6.23,84.264,5.834,1402.6,1.171,97.1,61.7,1600.3,1280.8,147,104.1,248.9,62.6,113.5,-152.3
VER,,13280.68,,6437.402,6843.278,9950.057,9.24,1076.846,5.6312,220.036,0.16,12.921,317.092,1252.881,656.855,0,526.976,528.976,278.574,,-300.353
ARMK,2658.387,13736.321,2705.298,10406.359,3320.047,10797.2065,43.4,247.756,13.4005,2181.762,283.5,246.643,1842.064,16227.341,14574.835,411.319,814.297,1352.697,348.372,-46.911,448.549
CHEF,453.156,1013.679,150.151,677.746,335.933,1156.3336,38.11,30.342,11.0716,220.495,2.447,140.233,175.044,1591.834,1159.49,124.056,57.026,83.017,18.264,303.005,24.193
MPC,20170,98556,16147,55449,42139,39102.25,60.25,649,51.9168,48074,60.91,1527,7872,123949,110994,10243,6091,9729,1442,4023,2637
Z,3510.154,6131.973,920.517,2696.552,3435.421,9592.744,45.94,209.066,16.4322,382.642,5.249,1141.263,67.005,2742.837,1407.121,836.627,-223.535,-136.698,101.792,2589.637,-305.361
LIVX,17.722,54.116,47.794,61.246,-7.13,93.1947,1.545,58.984,-0.1209,3.524,0.076,5.702,3.889,38.659,32.786,0,-32.695,-24.675,3.738,-30.072,-38.927
ORC,,3882.08,,3486.573,395.507,368.9127,5.85,63.062,6.2717,0,0,193.77,12.404,169.492,10.385,0,159.107,159.107,83.666,,24.265
HMST,,6812.435,,6132.712,679.723,812.294,34,23.891,28.451,171.846,1.071,29.391,5072.784,352.038,87.716,209.57,119.891,119.891,,,17.512
MSBI,,6087.017,,5425.106,661.911,707.2032,28.96,24.42,27.1053,105.279,1.1,392.694,4373.382,324.8,76.688,23.176,120.951,137.444,,,55.784
RM,,1158.54,,855.757,302.783,330.7204,30.03,11.013,27.4932,41.739,1.638,2.263,1046.527,355.713,250.095,0,99.118,105.618,40.125,,44.732
GRPN,887.913,1586.743,821.547,1191.697,395.046,1352.2979,2.39,565.815,0.6962,233.34,6.345,750.887,59.744,2218.915,983.048,25.426,39.868,145.633,23.593,66.366,-22.377
AMCX,2330.297,5596.686,804.342,4595.73,691.505,2194.699,39.5,55.562,11.9827,453.808,3.062,816.17,864.426,3060.321,1506.985,0,772.794,873.892,157.798,1525.955,380.486
ENPH,499.657,713.223,199.311,441.011,272.212,3216.8382,26.13,123.109,2.2111,39.053,0.577,251.409,160.468,624.333,391.061,32.056,105.328,117.355,9.691,300.346,161.148
UI,753.811,875.865,179.186,776.588,99.277,9135.6995,188.98,69.473,1.429,13.618,0.955,238.147,156.043,1161.733,616.629,264.281,412.297,419.797,,574.625,322.694
ASPN,45.769,103.502,30.434,44.512,58.99,188.5913,7.76,24.303,2.4273,57.649,0.304,3.633,32.254,139.375,102.878,8.768,-14.159,-3.946,0.406,15.335,-14.565
TSE,1491.1,2758.8,527.6,2089.9,668.9,1451.19,37.21,39,17.1513,697.2,2.7,456.2,570.8,3775.8,3317,438.2,107.5,233.9,39.3,963.5,92
TLYS,208.864,546.64,145.266,386.739,159.901,252.6965,12.25,29.729,5.3786,329.825,5.7,70.137,7.485,619.3,411.644,56.901,28.455,49.403,,63.598,22.622
ZNGA,1575.67,3660.614,791.968,1685.184,1975.43,5814.257,6.12,950.042,2.0793,162.798,1.883,423.323,140.078,1321.659,444.644,0,-73.712,5.733,16.971,783.702,41.925
HTA,,6638.749,,3208.105,3430.644,6554.1968,30.28,216.453,15.5138,,0.303,32.713,137.204,694.763,501.863,0,149.19,,96.632,,30.154
REGI,1109.26,1785.349,620.814,685.837,1099.512,1050.1607,26.95,38.967,28.2165,621.476,0.829,50.436,864.037,2625.216,2073.347,163.566,395.683,433.66,13.235,488.446,362.828
PRLB,236.419,673.667,47.581,87.877,585.79,2720.1183,101.55,26.786,21.8693,275.137,2.535,125.225,57.45,458.728,192.573,10.075,79.856,110.721,,188.838,63.655
EPAM,1474.211,2244.208,386.948,648.063,1596.145,11708.6861,212.16,55.188,28.922,404.25,36.739,936.552,497.716,2293.798,1488.222,0,307.2,352.493,,1087.263,261.057
BCEI,110.516,1206.318,104.739,269.628,936.69,481.831,23.34,20.644,45.3735,1092.137,0.125,11.008,81.85,313.22,79.543,7.726,105.976,193.63,5.1,5.777,67.067
VCRA,288.452,370.455,70.826,206.63,163.825,657.2824,20.76,31.661,5.1743,14.912,0.665,25.704,48.859,180.501,65.687,4.576,-14.123,-6.834,8.789,217.626,-17.98
MTSI,398.582,1105.574,74.836,791.678,313.896,1421.9802,26.6,66.154,4.7449,132.647,1.1,75.519,86.451,499.708,219.898,107.88,-89.792,14.626,35.803,323.746,-383.798
CHUY,16.783,446.069,36.199,251.133,194.936,431.2051,25.92,16.636,11.7177,380.049,9,10.074,1.676,426.357,355.203,1.657,4.051,24.79,0.122,-19.416,6.215
MTDR,278.492,4069.676,399.772,2100.224,1969.452,2096.0747,17.97,116.643,15.7202,3785.263,0.304,40.024,189.413,983.67,315.774,10.744,235.48,587.842,81.473,-121.28,87.777
FRGI,39.283,568.641,63.62,410.405,158.236,253.3126,9.89,25.613,6.178,463.216,10.48,13.413,11.754,660.943,478.528,3.394,-0.854,38.341,3.872,-24.337,-84.386
BCOV,65.824,172.867,86.276,98.744,74.123,338.1105,8.69,38.908,1.9051,28.998,0.61,22.759,33.052,184.455,68.338,0,-8.864,-0.442,0,-20.452,-21.903
FBHS,1898.2,6291.3,1409.3,3863.5,2427.8,9118.5237,65.34,139.555,17.3881,989.8,24.7,387.9,624.8,5764.6,3596.9,718.6,764,914.8,94.2,488.9,431.9
FRG,439.853,1298.545,501.468,1146.784,151.761,423.4,23.2,18.25,6.8697,612.757,8.038,39.581,79.693,228.079,45.114,300.312,-26.777,-11.195,10.166,-61.615,-38.029
CG,,13808.8,,10839.2,2969.6,3780.3393,32.08,117.841,5.2494,312,1.775,915.8,8386.4,3305.5,1838.9,,1401,1466.6,,,380.9
XYL,2450,7710,1501,4743,2967,14193.2306,78.79,180.14,16.415,899,16.3,724,1142,5249,2946,539,697,954,67,949,401
ACRE,,1784.134,,1357.795,426.339,,15.84,28.866,14.7696,,1.2,5.256,1724.911,139.842,38.821,0,101.021,,63.515,,36.991
ENVA,,1574.352,,1197.739,376.613,793.3785,24.06,32.975,11.4212,74.126,1.325,35.895,1095.509,1174.757,602.894,0,248.21,263.265,75.604,,36.612
GO,270.826,2185.529,208.627,1440.145,745.384,2888.2123,32.45,89.005,8.3746,1096.845,0.847,28.101,9.852,2559.617,1812.488,219.42,68.343,117.949,47.94,62.199,15.419
VVNT,,,,,,,,,,,,,,,,,,,,,
AXGN,135.021,154.643,20.88,22.49,132.153,708.2651,17.89,39.59,3.338,18.107,0.394,35.724,16.944,106.712,16.293,13.861,-31.302,-30.246,0.04,114.141,-29.135
GWRE,1334.974,2166.963,232.272,592.762,1574.201,8384.9533,109.77,82.141,19.1646,65.809,2.355,254.101,175.171,719.514,284.397,0,1.471,41.424,17.334,1102.702,20.732
NBHC,,5895.512,,5128.592,766.92,1098.0539,35.22,31.177,24.5989,141.351,1.298,109.69,4376.342,325.353,48.414,124.744,111.833,126.871,,,80.365
VAC,,9214,,6183,3031,5354.0983,128.76,41.582,72.6035,893,22,287,2556,4355,2533,859,619,760,187,,138
ACHC,542.211,6879.142,463.576,4340.61,2505.381,2913.9255,33.22,87.716,28.5624,3725.871,42.8,124.192,378.204,3107.462,2163.453,4.759,404.532,568.576,187.094,78.635,108.923
VSTM,84.961,145.046,29.89,137.872,7.174,107.3581,1.34,80.118,0.0895,4.024,0.135,43.514,2.524,17.456,147.799,3.096,-132.341,-130.343,20.608,55.071,-149.209
CLVS,366.468,669.604,133.084,843.861,-174.257,572.9163,10.425,54.956,-3.1708,43.428,0.484,161.833,34.658,143.006,26.918,26.519,-357.595,-349.827,19.405,233.384,-400.424
PBF,3823.7,9132.4,2509.2,5546.9,3585.5,3758.2829,31.37,119.805,25.3712,4353.8,3.442,814.9,835,24508.2,23427.9,2122.2,618.3,796.3,177.7,1314.5,319.4
YELP,533.309,1070.7,134.155,315.709,754.991,2479.3736,34.83,71.185,10.606,308.815,5.95,170.281,106.832,1014.194,62.41,0,42.627,91.983,0,399.154,40.881
FBIO,156.252,226.422,45.616,153.89,72.532,190.2494,2.57,74.027,0.0164,33.913,0.093,136.858,14.404,36.629,144.352,0.857,-110.819,-107.723,11.849,110.636,-39.96
CPRI,1894,7946,1401,5778,2168,1612.3065,38.15,149.426,14.5022,2186,17.006,592,319,5551,2175,827,357,606,18,493,-223
TRIP,533,1984,435,823,1161,4173.6652,30.38,137.382,8.4509,344,4.194,319,183,1560,94,0,189,315,7,98,126
IGT,2634.037,13644.59,2468.351,11159.612,2484.978,3060.392,14.97,204.435,8.1114,1831.119,11.922,662.934,1457.705,4785.806,2232.484,161.79,735.27,1441.034,423.415,165.686,-19.025
