gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,act,at,bkvlps,ceq,ch,cogs,csho,ebit,ebitda,emp,invt,lct,lt,ni,ppent,rect,sale,teq,wcap,xint,costat,prcc_c,mkvalt,ggroup,gind,gsector,gsubind,naics,sic
022053,20191231,2019,INDL,C,D,STD,MCF,USD,46.3870,353.8260,0.8989,115.9320,1.6240,151.0050,128.9780,-146.5540,-96.2570,0.1240,0.1500,110.5470,237.7860,-159.7960,297.0050,39.5670,76.5120,116.0400,-64.1600,8.5960,A,3.6700,473.3493,1010,101020,10,10102020,2111,1311
022082,20191231,2019,INDL,C,D,STD,JYNT,USD,13.3040,43.7060,0.4121,5.7210,8.4560,5.5660,13.8830,3.5760,5.4750,0.1500,0.0000,13.5660,37.9850,3.3240,19.0690,3.5400,48.4510,5.7210,-0.2620,0.0620,A,16.1400,224.0716,3510,351020,35,35102020,533110,6794
022086,20191231,2019,INDL,C,D,STD,IBOC,USD,,12112.8940,32.4855,2118.0530,256.8200,77.4720,65.2000,366.9210,395.1910,3.3140,71.1030,,9994.8410,205.1040,512.7660,6834.6680,647.2270,2118.0530,,,A,43.0700,2808.1640,4010,401010,40,40101015,522110,6020
022134,20191231,2019,INDL,C,D,STD,AXTA,USD,2573.4000,6818.0000,5.7650,1354.2000,1017.5000,2762.4000,234.9000,568.8000,827.5000,14.0000,591.6000,1072.9000,5408.4000,249.0000,1318.6000,867.6000,4482.2000,1409.6000,1500.5000,164.6000,A,30.4000,7140.9600,1510,151010,15,15101050,325510,2851
022155,20191231,2019,INDL,C,D,STD,FND,USD,701.4860,2324.3090,7.5335,764.3360,27.0370,1112.5550,101.4580,171.1490,241.0360,7.3170,581.8650,552.5410,1559.9730,150.6310,1278.5450,72.1690,2045.4560,764.3360,148.9450,8.8010,A,50.8100,5155.0810,2550,255040,25,25504030,444190,5211
022182,20200331,2019,INDL,C,D,STD,NEWR,USD,1000.4530,1258.4340,6.5283,390.6390,292.5230,60.4010,59.8380,-80.0660,-37.3030,2.1310,0.0000,376.5820,866.1260,-88.9370,158.0710,147.3610,599.5100,390.6390,623.8710,23.6950,A,65.7100,2766.9091,4510,451030,45,45103010,519130,7370
022207,20191231,2019,INDL,C,D,STD,TBI,USD,421.7330,1136.1550,16.8173,625.9730,37.6080,1742.6210,37.2220,67.7410,105.2900,6.2000,0.0000,230.8060,510.1820,63.0730,107.2320,353.4080,2368.7790,625.9730,190.9270,2.7830,A,24.0600,895.5613,2020,202020,20,20202010,561320,7363
022260,20191231,2019,INDL,C,D,STD,HCA,USD,11196.0000,45058.0000,-8.2967,-2808.0000,621.0000,41152.0000,338.4460,7218.0000,9814.0000,280.0000,1849.0000,7757.0000,45623.0000,3505.0000,24549.0000,7389.0000,51336.0000,-565.0000,3439.0000,1824.0000,A,147.8100,50025.7033,3510,351020,35,35102020,622110,8062
022325,20200331,2019,INDL,C,D,STD,XLNX,USD,2909.1410,4693.3340,9.4953,2315.0490,1777.7030,964.5340,243.8100,834.4400,926.4250,4.8910,304.3400,1085.6810,2378.2850,792.7210,430.3930,273.0280,3162.6660,2315.0490,1823.4600,39.8200,A,97.7700,19002.5514,4530,453010,45,45301020,334413,3674
022373,20190930,2019,INDL,C,D,STD,GNSS,USD,34.0390,47.1200,1.0738,35.3810,18.8190,17.6980,32.9500,3.1360,3.9610,0.0830,5.8350,9.2730,11.7390,2.7850,2.2690,3.6440,36.9790,35.3810,24.7660,0.0000,A,3.2700,110.3825,4520,452010,45,45201020,334310,3651
022439,20191231,2019,INDL,C,D,STD,CURO,USD,,1081.8950,1.2274,50.5130,75.2420,275.8650,41.1560,232.1520,250.7820,4.0000,0.0000,,1031.3820,111.4880,188.2640,591.1390,1141.7970,50.5130,,69.7630,A,12.1800,501.2801,4020,402020,40,40202010,522291,6141
022447,20191231,2019,INDL,C,D,STD,PARR,USD,1032.1740,2700.5600,12.1726,648.2420,126.0150,5124.3780,53.2540,152.6840,230.9150,1.4080,615.8720,1034.3220,2052.3180,40.8090,1382.0160,228.7180,5401.5160,648.2420,-2.1480,74.8390,A,23.2400,1237.6230,1010,101020,10,10102030,324110,2911
022459,20191231,2019,INDL,C,D,STD,UE,USD,,2846.3580,7.9741,967.8160,432.9540,259.1440,121.3700,100.4340,,0.1170,0.0000,,1831.5820,109.5230,,95.4430,397.4230,1014.7760,,68.0640,A,19.1800,2327.8766,6010,601010,60,60101070,531120,6798
022583,20200430,2019,INDL,C,D,STD,GMS,USD,930.9500,2288.7820,14.8983,633.9810,210.9090,2177.5180,42.5540,171.3220,287.8550,5.9130,299.8150,427.8730,1654.8010,23.3810,420.7240,405.2540,3241.3070,633.9810,503.0770,67.7180,A,27.0800,782.1425,2010,201070,20,20107010,4233,5030
022590,20191231,2019,INDL,C,D,STD,PIRS,USD,115.0130,141.0970,0.9301,51.3520,62.2600,72.8040,55.2120,-27.1570,-26.5250,0.1270,0.0000,27.0030,89.7450,-25.4690,22.9380,6.7870,46.2790,51.3520,88.0100,0.0000,A,3.6200,199.8674,3520,352010,35,35201010,325414,2836
022603,20191231,2019,INDL,C,D,STD,SUM,USD,796.2810,4067.5560,12.5975,1427.4070,311.3190,1542.3180,113.3090,215.7800,416.8960,6.0000,217.8750,299.2970,2622.7830,59.0660,1780.2260,253.2560,2222.1400,1444.7730,496.9840,116.5090,A,23.9000,2708.0851,1510,151020,15,15102010,212312,1400
022632,20190630,2019,INDL,C,D,STD,LCI,USD,472.2490,1187.4130,8.7880,334.0410,140.2490,350.1290,38.0110,129.7700,185.3640,1.0200,143.9710,176.6220,853.3720,-272.1070,186.6700,164.7520,655.4070,334.0410,295.6270,84.6240,A,8.8200,230.3467,3520,352020,35,35202010,325412,2834
022653,20200331,2019,INDL,C,D,STD,VSTO,USD,709.0110,1391.2890,7.6243,442.5050,31.3750,1327.7270,58.0390,46.1240,113.9820,4.4000,331.2930,246.7010,948.7840,-155.0790,253.7570,321.1430,1755.8710,442.5050,462.3100,34.5640,A,7.4800,510.7432,2520,252020,25,25202010,33299,3480
022671,20191231,2019,INDL,C,D,STD,ESTE,USD,60.2680,1125.5430,11.7467,345.5640,13.8220,40.5540,29.4210,52.9870,122.4440,0.0690,0.0000,100.1580,289.7920,0.7190,1045.3130,35.7190,191.2620,835.7510,-39.8900,6.5660,A,6.3300,186.2349,1010,101020,10,10102020,211120,1311
022672,20191231,2019,INDL,C,D,STD,SHAK,USD,87.6750,968.2680,8.6822,298.8140,37.0990,446.6070,34.4170,27.1630,67.5550,7.3460,2.2210,99.3920,646.2830,19.8270,589.2880,10.0170,594.5190,321.9850,-11.7170,0.4340,A,59.5700,2050.2207,2530,253010,25,25301040,722513,5812
022674,20191231,2019,INDL,C,D,STD,DEA,USD,,2234.5890,14.2001,1062.6210,12.0120,164.3610,74.8320,35.4390,,0.0370,0.0000,,1034.7480,7.2070,,43.6080,221.7220,1199.8410,,33.4600,A,23.7300,1775.7634,6010,601010,60,60101040,531120,6798
022708,20191231,2019,INDL,C,D,STD,INOV,USD,257.2370,1908.6340,4.4375,688.1590,93.0940,167.8140,155.0770,76.6600,184.9100,2.6620,0.0000,130.3600,1220.4750,7.7750,192.7940,144.0020,642.4100,688.1590,126.8770,65.8310,A,18.8200,2918.5491,3510,351030,35,35103010,518210,7370
022717,20191231,2019,INDL,C,D,STD,SYBT,USD,,3724.1970,17.9746,406.2970,46.8630,23.5440,22.6040,104.0950,104.0950,0.6150,9.2410,,3317.9000,66.0670,58.6180,2818.2250,197.4130,406.2970,,,A,41.0600,928.1202,4010,401010,40,40101015,522110,6020
022741,20191231,2019,INDL,C,D,STD,CC,USD,2777.0000,7258.0000,4.2122,689.0000,943.0000,4002.0000,163.5740,603.0000,914.0000,7.0000,1079.0000,1541.0000,6563.0000,-52.0000,3853.0000,602.0000,5526.0000,695.0000,1236.0000,218.0000,A,18.0900,2959.0537,1510,151010,15,15101020,325130,2860
022815,20191231,2019,INDL,C,D,STD,TRMB,USD,1211.8000,6640.7000,12.4810,3119.0000,189.2000,1348.8000,249.9000,424.3000,631.5000,11.4840,312.1000,1190.3000,3520.3000,514.3000,381.7000,608.2000,3264.3000,3120.4000,21.5000,82.4000,A,41.6900,10418.3310,4520,452030,45,45203010,334519,3829
022817,20190930,2019,INDL,C,D,STD,VERU,USD,16.8070,53.6290,0.4971,32.3330,6.2950,9.9850,65.0380,-6.4360,-5.9650,0.3860,3.6470,14.0200,21.2960,-12.0170,0.3520,5.0210,31.8030,32.3330,2.7870,4.7060,A,3.3500,140.4821,3030,303020,30,30302010,326299,3060
022853,20191231,2019,INDL,C,D,STD,AJX,USD,,1576.8410,16.2534,359.8820,64.3430,28.0800,22.1420,89.8440,89.8440,0.0000,0.0000,,1192.7570,34.7050,0.0000,1168.4820,117.9240,384.0840,,59.3250,A,14.8100,327.9230,4020,402040,40,40204010,525990,6798
022867,20191231,2019,INDL,C,D,STD,NVTA,USD,442.3980,781.6010,3.8427,379.6400,151.3890,106.5680,98.7960,-195.5080,-180.6930,1.3000,6.6480,81.8600,401.9610,-241.9650,74.3870,32.5410,216.8240,379.6400,360.5380,12.4120,A,16.1300,1593.5795,3520,352010,35,35201010,621511,8071
022975,20191231,2019,INDL,C,D,STD,FNWB,USD,,1307.3360,17.7954,176.8510,13.5190,12.1170,9.9380,18.9770,20.5670,0.1970,0.5650,,1130.4850,9.0140,18.9420,878.4370,56.3250,176.8510,,,A,18.1300,180.1759,4010,401010,40,40101015,522120,6036
022983,20191231,2019,INDL,C,D,STD,XHR,USD,,3263.0060,15.4345,1739.0210,110.8410,997.3430,112.6710,120.0580,,0.0480,0.0000,,1487.8480,55.4000,,36.5420,1149.0870,1775.1580,,48.6050,A,21.6100,2434.8203,6010,601010,60,60101030,531120,6798
023027,20191231,2019,INDL,C,D,STD,EXPO,USD,364.0440,563.4110,6.7674,350.2510,176.4360,304.7620,51.7560,85.1110,91.9170,1.2010,0.0000,123.9600,213.1600,82.4600,84.5900,120.1380,417.1990,350.2510,240.0840,0.0000,A,69.0100,3571.6816,2020,202020,20,20202020,541614,8742
023071,20191231,2019,INDL,C,D,STD,GDDY,USD,1575.3000,6301.2000,4.4659,772.0000,1062.8000,1380.3000,172.8670,209.7000,415.7000,7.0240,0.0000,2001.1000,5519.1000,137.0000,455.2000,30.2000,2988.1000,782.1000,-425.8000,92.1000,A,67.9200,11741.1266,4510,451020,45,45102030,518210,7370
023077,20191231,2019,INDL,C,D,STD,UNIT,USD,,5017.0000,-8.1547,-1566.8680,142.8130,565.7780,192.1420,345.2250,,0.8990,0.0000,,6500.1640,10.5820,,80.0310,1057.6110,-1483.1640,,393.2120,A,8.2100,1577.4858,6010,601010,60,60101080,531120,6798
023083,20190930,2019,INDL,C,D,STD,ENR,USD,2036.8000,5449.6000,4.7052,543.8000,258.5000,1379.4000,68.9020,426.9000,522.7000,7.5000,469.3000,1069.0000,4905.8000,51.1000,362.0000,387.4000,2494.5000,543.8000,967.8000,160.4000,A,50.2200,3002.7492,3030,303010,30,30301010,335912,3690
023084,20191231,2019,INDL,C,D,STD,BHE,USD,1195.0820,1759.8740,27.4598,1014.8320,347.5580,2029.1840,36.9570,49.3270,97.2930,10.6000,314.9560,459.2450,745.0420,23.4250,284.9890,486.6040,2268.0950,1014.8320,735.8370,6.6640,A,34.3600,1269.8425,4520,452030,45,45203020,334412,3672
023086,20191231,2019,INDL,C,D,STD,NXRT,USD,,1865.9890,16.8835,426.2410,25.6710,129.5530,25.2460,14.9090,27.6350,0.0030,0.0000,,1436.4530,99.1400,0.0000,6.2850,181.0660,426.2410,,37.3850,A,45.0000,1136.0700,6010,601010,60,60101060,531110,6798
023093,20191231,2019,INDL,C,D,STD,FRTA,USD,498.9950,1740.0580,1.8685,120.9670,34.8000,1183.2340,64.7410,81.5530,178.8110,4.5780,238.4830,226.4470,1619.0910,-7.3310,535.8280,205.8010,1529.7520,120.9670,272.5480,94.9700,A,11.5600,748.4060,1510,151020,15,15102010,327332,3272
023106,20191231,2019,INDL,C,D,STD,VRAY,USD,311.8640,350.0190,1.4687,216.1740,226.7830,80.6620,147.1920,-112.8950,-108.1970,0.3090,55.0310,59.0680,133.8450,-120.1990,35.1190,16.8170,87.7820,216.1740,252.7960,4.3270,A,4.2200,621.1502,3510,351010,35,35101010,334510,3845
023119,20191231,2019,INDL,C,D,STD,SEDG,USD,932.7630,1494.6240,16.5992,811.6700,223.9010,917.8710,48.8980,223.1470,250.0420,2.4310,170.7980,436.7140,682.9540,146.5490,212.8210,398.7340,1425.6600,811.6700,496.0490,5.8260,A,95.0900,4649.7108,4530,453010,45,45301010,334413,3674
023147,20191231,2019,INDL,C,D,STD,NSA,USD,,3084.2450,11.7577,701.4520,20.5580,215.4660,59.6590,120.5620,,0.4590,0.0000,,1632.1440,3.9830,1.9250,10.3470,382.9260,1452.1010,,56.4640,A,33.6200,2005.7356,6010,601010,60,60101080,531120,6798
023167,20190930,2019,INDL,C,D,STD,BLBD,USD,172.0910,365.4130,-2.5612,-67.8110,70.9590,875.0170,26.4760,64.9660,75.3490,2.3000,78.8300,169.6820,433.2240,24.3000,104.6960,10.5370,1018.8740,-67.8110,2.4090,14.2790,A,22.9200,503.9707,2010,201060,20,20106010,336211,3713
023195,20190630,2019,INDL,C,D,STD,MTRX,USD,417.3100,633.3940,13.1293,351.9570,89.7150,1266.5050,26.8070,37.9300,56.1540,5.0000,104.1000,275.4990,281.4370,27.9820,79.3350,218.4610,1416.6800,351.9570,141.8110,1.2960,A,22.8800,543.1098,2010,201030,20,20103010,237120,1623
023224,20190930,2019,INDL,C,D,STD,ESE,USD,495.1940,1466.7200,31.8010,826.2220,61.8080,487.9590,25.9810,112.8520,152.9020,3.2390,244.1350,251.6350,640.4980,81.0390,161.4700,174.4270,812.9700,826.2220,243.5590,8.3960,A,92.5000,2067.0484,2010,201060,20,20106020,334515,3825
023225,20191231,2019,INDL,C,D,STD,CABO,USD,181.4880,3151.8310,147.2562,841.5690,125.2710,388.5520,5.7150,334.9220,551.6090,2.7510,0.0000,189.5420,2310.2620,178.5820,1218.1950,40.5980,1167.9970,841.5690,-8.0540,71.7290,A,1488.4700,8506.6061,5020,502010,50,50201030,515210,4841
023238,20191231,2019,INDL,C,D,STD,ETSY,USD,921.0380,1542.3520,3.4361,406.6340,443.2930,223.0050,118.3430,92.6780,140.7090,1.2400,0.0000,188.5280,1135.7180,95.8940,169.2260,15.3860,818.3790,406.6340,732.5100,24.3200,A,44.3000,5242.5949,2550,255020,25,25502020,519130,7370
023245,20191231,2019,INDL,C,D,STD,BLD,USD,779.8270,2603.9630,34.4249,1152.8890,184.8070,1890.1540,33.4900,292.4620,345.1620,10.4000,149.0780,476.7540,1451.0740,190.9950,265.2140,428.8440,2624.1210,1152.8890,303.0730,37.8230,A,103.0800,3452.1492,2520,252010,25,25201030,238310,1700
023247,20191231,2019,INDL,C,D,STD,PJT,USD,,952.7770,1.3602,31.3900,215.9500,620.4140,23.0770,70.0410,84.5370,0.6780,0.0000,,378.2600,29.5620,203.6420,227.5160,704.9510,574.5170,,,A,45.1300,1041.4650,4020,402030,40,40203020,523,6200
023249,20190630,2019,INDL,C,D,STD,LITE,USD,1332.8000,2716.6000,19.5309,1497.1000,432.6000,859.0000,76.6530,195.3000,352.8000,5.1610,228.8000,294.0000,1219.5000,-36.7000,433.3000,286.2000,1565.3000,1497.1000,1038.8000,33.6000,A,79.3000,4094.0367,4520,452010,45,45201020,334210,3576
023252,20190630,2019,INDL,C,D,STD,ETH,USD,216.2900,510.3510,13.6859,363.8660,20.8240,315.5620,26.5870,54.4950,74.1320,4.7360,162.3890,122.8260,146.4220,25.6980,245.2460,14.2470,746.6840,363.9290,93.4640,,A,19.0600,559.9222,2520,252010,25,25201020,33712,2510
023297,20191231,2019,INDL,C,D,STD,XBIT,USD,716.2630,816.8770,18.1992,755.6310,714.5940,0.0000,41.5200,-31.2330,-28.8720,0.0600,0.0000,60.1900,61.2460,668.6290,25.1710,0.0000,0.0000,755.6310,656.0730,0.0000,A,18.6650,774.9708,3520,352010,35,35201010,325414,2836
023335,20191231,2019,INDL,C,D,STD,ADRO,USD,217.9020,291.3130,0.8125,65.5950,59.6240,93.7810,80.7360,-81.3860,-76.5230,0.0960,0.0000,21.6010,225.7180,-82.3720,45.7980,0.3420,17.2580,65.5950,196.3010,,A,1.1800,95.2685,3520,352010,35,35201010,325414,2836
023337,20200331,2019,INDL,C,D,STD,TYME,USD,28.0790,29.5010,0.1543,19.0250,26.7000,0.0000,123.3120,-25.7610,-25.7560,0.0180,0.0000,5.5820,10.4760,-22.0010,0.1550,0.0000,0.0000,19.0250,22.4970,0.1140,A,1.4000,135.6432,3520,352010,35,35201010,325414,2836
023407,20191231,2019,INDL,C,D,STD,BPMC,USD,516.7860,707.6940,9.4244,464.3590,113.9380,422.5790,49.2720,-361.3260,-356.0670,0.3830,0.0000,106.4820,243.3350,-347.6940,111.1140,23.4120,66.5120,464.3590,410.3040,,A,80.1100,3947.1799,3520,352010,35,35201010,325414,2836
023432,20191231,2019,INDL,C,D,STD,VIRT,USD,,9609.3700,7.8758,931.3730,773.2800,1107.2340,118.2570,286.6090,422.8480,1.0120,2765.6900,,8380.4340,-58.5950,430.6150,3158.2010,1530.0820,1228.9360,,279.8980,A,15.9900,,4020,402030,40,40203020,523120,6211
023450,20191231,2019,INDL,C,D,STD,NRIM,USD,,1643.9960,31.5775,207.1170,20.5180,4.4660,6.5590,40.9740,45.0390,0.4310,74.8770,,1436.8790,20.6910,52.7280,1024.2830,107.4290,207.1170,,,A,38.3000,251.2097,4010,401010,40,40101015,522110,6020
023464,20191231,2019,INDL,C,D,STD,OPRX,USD,27.1420,56.6390,3.0725,44.8620,18.8530,9.1590,14.6010,-2.8940,-1.7190,0.0700,0.0000,6.1080,11.7770,-3.1430,0.7360,7.4180,24.5980,44.8620,21.0340,0.0000,A,10.2700,149.9523,3510,351030,35,35103010,519130,7370
023485,20191231,2019,INDL,C,D,STD,CVA,USD,400.0000,3715.0000,2.8702,376.0000,37.0000,1433.0000,131.0000,92.0000,315.0000,4.0000,20.0000,353.0000,3339.0000,10.0000,2497.0000,262.0000,1870.0000,376.0000,47.0000,143.0000,A,14.8400,1944.0400,2020,202010,20,20201050,562119,4950
023500,20191231,2019,INDL,C,D,STD,CATY,USD,,18094.1440,28.7760,2294.2830,177.2400,187.3610,79.7290,457.4840,464.2400,1.2190,10.2440,,15799.8610,279.1350,138.2290,14951.6310,814.0180,2294.2830,,,A,38.0500,3033.6885,4010,401010,40,40101015,522110,6020
023546,20191231,2019,INDL,C,D,STD,CDAY,USD,3623.7000,6085.7000,13.0365,1882.3000,281.3000,398.8000,144.3870,88.8000,145.9000,5.0110,0.0000,3371.7000,4203.4000,78.7000,160.3000,109.6000,824.1000,1882.3000,252.0000,33.2000,A,67.8800,9800.9896,4510,451030,45,45103010,519130,7370
023555,20191231,2019,INDL,C,D,STD,COLL,USD,255.7200,306.3020,2.5960,87.4320,170.0190,178.9080,33.6790,-23.7480,-8.2650,0.2550,9.6430,201.7650,218.8700,-22.7220,20.9010,72.9530,296.7010,87.4320,53.9550,0.9090,A,20.5800,693.1138,3520,352020,35,35202010,325412,2834
023556,20191231,2019,INDL,C,D,STD,CHCT,USD,,562.5310,16.5060,353.4110,1.7300,34.4600,21.4110,19.1690,,0.0250,0.0000,,209.1200,8.3760,,31.7880,61.2860,353.4110,,9.3010,A,42.8600,917.6755,6010,601010,60,60101050,531120,6798
023587,20190930,2019,INDL,C,D,STD,HAYN,USD,371.8730,593.8000,23.6755,296.2750,31.0380,405.5860,12.5140,17.7160,36.8420,1.1790,258.8020,60.0800,297.5250,9.7450,169.9660,78.7360,490.2150,296.2750,311.7930,0.9860,A,35.7800,448.5018,1510,151040,15,15104050,331110,3310
023698,20191231,2019,INDL,C,D,STD,ALTA,USD,,2406.3340,17.6132,332.3620,38.9870,16.1310,18.8700,70.1670,73.5630,0.4900,18.6690,,2073.9720,44.3240,39.4740,1649.4920,134.2300,332.3620,,,A,30.1200,568.3644,4010,401010,40,40101015,522110,6020
023705,20191231,2019,INDL,C,D,STD,PAVM,USD,6.5480,7.2400,-0.1512,-6.1200,6.2190,0.0000,40.4790,-14.2950,-14.2810,0.0150,0.0000,11.8780,11.8780,-16.4570,,0.0000,0.0000,-4.6380,-5.3300,0.0330,A,1.2000,48.5748,3510,351010,35,35101010,339112,3841
023714,20191231,2019,INDL,C,D,STD,CYH,USD,3427.0000,15609.0000,-18.8248,-2218.0000,,11514.0000,117.8230,904.0000,1512.0000,80.0000,354.0000,2282.0000,17248.0000,-675.0000,6215.0000,2395.0000,13210.0000,-2141.0000,1145.0000,1064.0000,A,2.9000,341.6867,3510,351020,35,35102020,622110,8062
023753,20191231,2019,INDL,C,D,STD,DORM,USD,754.5900,1041.0720,23.7602,773.5840,68.3530,614.9300,32.5580,152.6540,179.8540,2.7420,280.8130,220.5020,267.4880,83.7620,134.0350,391.8100,991.3290,773.5840,534.0880,16.7000,A,75.7200,2465.2918,2510,251010,25,25101010,336390,3714
023768,20191231,2019,INDL,C,D,STD,VWTR,USD,,181.0890,9.0101,178.2550,18.1690,8.4950,19.7840,11.5260,11.9400,0.0140,0.0000,,2.8340,11.5260,39.5640,,29.3980,178.2550,,0.0000,A,11.1200,219.9981,2020,202010,20,20201050,237210,6552
023793,20191231,2019,INDL,C,D,STD,PSB,USD,,2046.4430,29.1872,800.9260,62.7860,232.5920,27.4410,189.0850,,0.1550,0.0000,,84.6320,174.9660,,34.3850,434.3380,1961.8110,,0.6570,A,164.8700,,6010,601010,60,60101010,531120,6798
023809,20190831,2019,INDL,C,D,STD,AZO,USD,5028.6850,9895.9130,-71.2976,-1713.8510,176.3000,5128.7850,24.0380,2209.3410,2579.2980,96.0000,4319.1130,5512.1410,11609.7640,1617.2210,4398.7510,308.9950,11863.7430,-1713.8510,-483.4560,193.6710,A,1191.3100,26482.4242,2550,255040,25,25504050,441310,5531
023812,20191231,2019,INDL,C,D,STD,REGN,USD,7689.1000,14805.2000,100.5622,11089.7000,1617.8000,5343.2000,110.2770,2315.0000,2520.2000,8.1000,1415.5000,2096.6000,3715.5000,2115.8000,2890.4000,2693.4000,7863.4000,11089.7000,5592.5000,30.2000,A,375.4800,41406.8080,3520,352010,35,35201010,325412,2834
023818,20191231,2019,INDL,C,D,STD,EVH,USD,228.8010,1498.0150,10.9040,922.3580,101.0080,648.8330,84.5890,-92.2900,-31.3770,3.4000,0.0000,192.7690,568.9680,-301.9710,157.3280,77.4180,846.3830,929.0470,36.0320,14.5340,A,9.0500,765.5305,3510,351030,35,35103010,511210,7372
023843,20191231,2019,INDL,C,D,STD,WING,USD,30.1900,166.1130,-7.1096,-209.4280,12.8490,41.1050,29.4570,42.9010,48.3850,0.7840,0.3150,32.9290,375.5410,20.4760,36.0840,5.8420,199.6760,-209.4280,-2.7390,17.1360,A,86.2300,2540.0771,2530,253010,25,25301040,722511,5812
023864,20191231,2019,INDL,C,D,STD,EXTN,USD,435.9230,1418.0040,12.3952,409.5380,16.6830,954.2180,33.0400,36.3510,198.9080,3.6000,143.5380,326.6450,1008.4660,-102.3770,871.1930,248.8740,1317.4400,409.5380,109.2780,41.3200,A,7.8300,258.7032,1010,101010,10,10101020,213112,1389
023977,20191231,2019,INDL,C,D,STD,APLE,USD,,4942.4110,14.7010,3291.0130,0.0000,781.6370,223.8630,229.2660,,0.0670,0.0000,,1651.3980,171.9170,,26.9260,1266.5970,3291.0130,,,A,16.2500,3637.7738,6010,601010,60,60101030,531120,6798
023978,20191231,2019,INDL,C,D,STD,X,USD,3813.0000,11608.0000,24.0641,4092.0000,749.0000,12082.0000,170.0460,-50.0000,566.0000,27.5000,1785.0000,2625.0000,7515.0000,-630.0000,5677.0000,1177.0000,12937.0000,4093.0000,1188.0000,185.0000,A,11.4100,1940.2249,1510,151040,15,15104050,331110,3312
023990,20191231,2019,INDL,C,D,STD,GKOS,USD,262.8780,818.4000,15.4768,673.2720,62.4300,28.4820,43.5020,-31.8470,-25.5410,0.6000,42.5780,57.7000,145.1280,15.4240,91.8080,38.4170,236.9840,673.2720,205.1780,2.5650,A,54.4700,2369.5539,3510,351010,35,35101010,339112,3841
023996,20191231,2019,INDL,C,D,STD,GNL,USD,,3701.6050,16.1123,1697.5280,270.3020,132.0650,89.4590,91.2790,153.1910,0.0010,0.0000,,1991.6470,46.4760,,52.1460,306.2140,1709.9580,,64.1990,A,20.2800,1814.2285,6010,601010,60,60101010,531120,6798
024021,20200331,2019,INDL,C,D,STD,HAE,USD,603.6390,1267.1100,11.6668,587.1090,137.3110,390.3680,50.3230,167.1180,277.4070,3.0040,270.2760,274.8220,680.0010,76.5260,305.6350,165.2070,988.4790,587.1090,328.8170,13.5000,A,114.9000,5015.1902,3510,351010,35,35101020,339112,3841
024040,20191231,2019,INDL,C,D,STD,IONS,USD,2720.5970,3233.1120,10.4824,1471.0940,683.2870,73.1320,140.3400,365.8830,380.3350,0.8170,18.1800,273.0050,1548.5650,294.1460,166.2510,63.0340,1122.5990,1684.5470,2447.5920,48.7680,A,60.4100,8477.9394,3520,352010,35,35201010,325412,2834
024071,20191231,2019,INDL,C,D,STD,APPF,USD,61.7910,260.1020,3.8643,131.9500,15.8130,101.6420,34.1460,6.7520,29.1470,1.2400,0.0000,47.4510,128.1520,36.2820,42.5470,7.5620,256.0120,131.9500,14.3400,2.2540,A,109.9500,3754.3527,4510,451030,45,45103010,518210,7370
024076,20200131,2019,INDL,C,D,STD,OLLI,USD,433.5380,1596.2470,16.8040,1058.8850,89.9500,849.6490,63.0140,170.8260,188.3690,8.3000,335.1810,177.6850,537.3620,141.1300,484.7680,2.8400,1408.1990,1058.8850,255.8530,,A,65.3100,3342.2626,2550,255030,25,25503020,452319,5331
024099,20191231,2019,INDL,C,D,STD,LCUT,USD,329.1530,770.0230,11.1177,236.3170,11.3700,446.0960,21.2560,32.5210,57.6360,1.4000,173.4270,107.3070,533.7060,-44.4150,135.0390,130.2790,734.9020,236.3170,221.8460,20.3780,A,6.9500,147.7292,2520,252010,25,25201050,332215,3420
024135,20191231,2019,INDL,C,D,STD,ALRM,USD,243.6740,557.7990,7.3027,355.6510,119.6290,182.8990,48.7010,50.4970,73.3310,1.1600,34.1680,75.7950,190.9380,53.5310,69.0710,77.3730,502.3630,355.6510,167.8790,2.9740,A,42.9700,2092.6820,4510,451030,45,45103010,519130,7370
024157,20191231,2019,INDL,C,D,STD,FCFS,USD,740.9890,2439.4400,31.8939,1350.0350,46.5270,1441.6310,42.3290,258.5700,300.4740,21.0000,265.2560,202.9020,1089.4050,164.6180,640.7160,417.8390,1864.4390,1350.0350,538.0870,34.0350,A,80.6300,3412.9873,4020,402020,40,40202010,522298,5900
024171,20200131,2019,INDL,C,D,STD,DBI,USD,900.8100,2465.0700,10.0453,720.9140,86.5640,2406.3680,71.7660,142.6430,229.2920,15.8000,632.5870,680.0310,1744.1560,94.4970,1313.8100,89.1510,3492.6870,720.9140,220.7790,8.9140,A,15.7400,1021.9478,2550,255040,25,25504010,448210,5661
024176,20191231,2019,INDL,C,D,STD,NTRA,USD,523.1670,582.6560,3.5730,278.7110,61.9260,167.7400,78.0050,-130.6750,-122.9450,1.0390,12.3940,179.8740,303.9450,-124.8270,47.0130,53.3510,302.3280,278.7110,343.2930,10.6930,A,33.6900,2627.9885,3520,352010,35,35201010,621511,8071
024177,20191231,2019,INDL,C,D,STD,MCRB,USD,100.1890,132.4400,-0.6889,-48.3240,65.1260,97.2860,70.1430,-70.3840,-62.7810,0.1080,0.0000,45.9930,180.7640,-70.2790,30.8510,1.7850,34.5050,-48.3240,54.1960,0.5020,A,3.4500,241.9934,3520,352010,35,35201010,325414,2836
