tic,RetEarly2020,RetLate2020
TDS,-0.3342506863,0.1380956393
CI,-0.1333569519,0.174963095
CHE,-0.01303945931,0.2319842287
LB,-0.3531939017,2.217126267
NSC,-0.2440497647,0.6497993656
PGR,0.04973821933,0.3437886621
NJR,-0.2308162379,0.07953382463
PSA,-0.05799130872,0.1956656015
PCYO,-0.1143769681,0.00717645061
AGX,-0.1336514687,0.3790514152
STZ,-0.2091280315,0.4911538911
KWR,-0.2306526538,1.019815405
D,-0.1178704198,0.07523906483
NXGN,-0.3503420733,0.7471256059
KEY,-0.4785079127,0.6501207898
RLI,-0.02042179471,0.2065356845
UNF,-0.2507181146,0.4065541178
RPM,-0.2209467615,0.5476677392
MYE,-0.347421902,0.9836689976
AOS,-0.2018782092,0.4727312295
COO,-0.1419160101,0.3180950006
USLM,-0.1805458626,0.55192637
TISI,-0.5929868037,0.6769230267
VZ,-0.1158644352,0.1292577464
T,-0.2437836398,0.04075142006
USB,-0.411874195,0.3963205143
HD,-0.1381528176,0.4470087241
MDC,-0.3869329451,1.148918945
SLM,-0.1896745921,0.7412028178
WSO,-0.1147163816,0.4718567511
WDC,-0.3392519597,0.3452912171
RES,-0.6068702305,0.5291243347
AIG,-0.5213327244,0.6090783893
ITI,-0.3587176595,0.7656262115
UTL,-0.1480391867,-0.1318037426
BIG,-0.4944289498,2.082398786
PEAK,-0.3000024929,0.3204746157
RGLD,-0.2807934559,0.2207047836
CMO,-0.4507574877,0.496729463
WRI,-0.5254482131,0.5752318142
SEIC,-0.2923026865,0.2561116119
SIGI,-0.2344699457,0.3642954993
WTM,-0.1833328077,0.09962662873
REX,-0.4325275487,0.5796602695
MS,-0.3304443501,1.062928038
SBCF,-0.4010468617,0.6084101105
RJF,-0.2894028941,0.5296428314
STZ,-0.2411927602,0.5464602636
HOG,-0.4807746751,0.9431791493
KBH,-0.4703832049,0.8695834881
BDN,-0.3239383022,0.1970160795
TOL,-0.5115731551,1.280976489
C,-0.4691615731,0.5129882127
ECL,-0.1901129838,0.3980843185
EQC,-0.03411422181,-0.02663350625
UNM,-0.479756598,0.6044509664
SON,-0.2423290852,0.3090017443
Y,-0.2904308276,0.09294921215
AWR,-0.05279909238,-0.01491476777
TFC,-0.4470736622,0.6068317138
INS,-0.1489732445,0.1800532412
STAA,-0.08274136192,1.45567517
NHC,-0.1640626704,-0.05141825296
STT,-0.3199746119,0.39942647
UHT,-0.1351826181,-0.342107113
STC,-0.3388089317,0.8539900326
SF,-0.3172478015,0.8508068447
SYK,-0.2042248407,0.484378891
RGR,0.08632809923,0.3962759444
SSY,-0.3642984403,0.8670997536
VOXX,-0.3493150058,3.47719067
BKR,-0.5869196554,1.052209459
INT,-0.4177799002,0.2521624932
VIACA,-0.597281605,1.171687483
ABMD,-0.1490702233,1.233400081
CCL,-0.7370293534,0.6446474255
MBI,-0.2322575219,-0.078431094
PII,-0.522992132,1.017241485
SCHW,-0.2899803775,0.599453301
VGR,-0.2815533592,0.3094490051
PXD,-0.5329327463,0.6510383262
DX,-0.364060128,0.8445342156
AB,-0.3684858069,0.9483206496
MAN,-0.4542734934,0.7520013455
USM,-0.1915538855,0.04779813692
DRE,-0.05929232121,0.2587712226
MTH,-0.4025524513,1.268421638
RPT,-0.5844414981,0.4344949594
TNC,-0.2540020183,0.2232326047
MIDD,-0.4806432914,1.266526413
ADBE,-0.03508033489,0.5715183916
MRTN,-0.04327544914,0.3042316392
NBN,-0.4694610698,0.9344361923
ODP,-0.3950925825,0.7865879468
IEX,-0.1945846758,0.4555028755
CRUS,-0.2036158318,0.2524756922
FRME,-0.356816017,0.451569545
NLOK,0.200277674,0.1312798131
TG,-0.2953020056,0.4813137585
CGNX,-0.2456795276,0.9539563713
TECH,-0.134702568,0.6805609169
ISDR,-0.2386657432,0.967416345
VTR,-0.522125148,0.8893826985
EOG,-0.5694647837,0.4259720207
EA,-0.0682724092,0.4352608624
DGII,-0.461624917,0.9811318694
STAR,-0.2639472768,0.4373952522
ZIXI,-0.3643075136,1.002319711
LSCC,-0.06896481114,1.571267188
IMGN,-0.3320276255,0.8914947836
GIII,-0.7701490751,2.083121164
GSBC,-0.345296051,0.2406188295
PTC,-0.1826673463,0.9540893334
NEOG,0.02650925081,0.1837592925
HALL,-0.7700628446,-0.118811792
BLFS,-0.4128552293,3.198942993
CSCO,-0.1741178416,0.1684319327
THO,-0.4322253171,1.24690276
COG,-0.005629306993,-0.03768543942
HOLX,-0.3277142865,1.074926832
JOE,-0.1538068161,1.535163034
VICR,-0.04666052219,1.070496574
GVA,-0.4466935076,0.7932678769
KMPR,-0.03620575784,0.04614648053
TYL,-0.01153243054,0.4719451032
XLNX,-0.1992898444,0.8379278151
BHE,-0.4135622415,0.3801204999
VIAC,-0.6604714445,1.727379318
TRMB,-0.236507639,1.09770766
EXPO,0.04477688682,0.2608858423
PRK,-0.2310537006,0.4004896767
MTRX,-0.5861011681,0.1636763232
AN,-0.422990664,1.48717027
MMSI,0.0009611370369,0.7763226917
VERU,-0.02388015932,1.645259014
ESE,-0.1793515865,0.364870835
CATY,-0.3907719981,0.4527348777
CVA,-0.4070076074,0.5740010288
NRIM,-0.2861620516,0.3052301925
MLI,-0.2428346254,0.4817489736
DORM,-0.2700737274,0.5708346376
QDEL,0.303612443,0.8367237196
PSB,-0.1716501705,0.004574960823
AZO,-0.2898574878,0.4012318392
REGN,0.3004410205,-0.0106096746
X,-0.4462868004,1.66626701
IONS,-0.2173486505,0.1958542658
RDNT,-0.4822653254,0.862035388
HWC,-0.5489975554,0.8045706354
LCUT,-0.1819463013,1.746836
ATGE,-0.2339148265,0.2672641407
IDXX,-0.07233841825,1.063531553
RGS,-0.6692780816,0.5549918082
AES,-0.3116514478,0.7760168562
CRVL,-0.3760298191,0.9445989032
STFC,-0.1009025664,-0.3497538339
DIN,-0.6475098907,1.022316005
ALKS,-0.2931372585,0.383496168
VRTX,0.08677858139,-0.006766121891
MNRO,-0.4369564499,0.2323858358
PRGS,-0.226435648,0.4303430384
TVTY,-0.6908330296,2.114469422
ZBRA,-0.2812397981,1.093300315
EZPW,-0.3885635012,0.1486808066
MTG,-0.5496351617,1.013899304
HAE,-0.1326368095,0.1915520701
PRA,-0.299668569,-0.2816457521
FIZZ,-0.1640528832,1.131302142
BIIB,0.06622276105,-0.2260566337
FCFS,-0.1071341504,-0.01135214046
AAON,-0.02206004391,0.3877961138
BOKF,-0.5096135719,0.6526332068
STRL,-0.3252846907,0.9589469078
TRNS,-0.1682360763,0.3086789763
NTN,-0.3090911243,0.4736860094
ODFL,0.03867702733,0.4906653112
NHI,-0.3787125568,0.4712703253
ATNI,0.06300706315,-0.2813787056
WRLD,-0.3679400057,0.8718197871
WNC,-0.5085090862,1.442865429
HMN,-0.1550625827,0.1770753932
KIM,-0.5330758858,0.6233200158
OI,-0.401265143,0.6737026344
JBSS,-0.02059525167,-0.07974282305
AMSC,-0.30191104,3.273719246
QCOM,-0.2262266752,1.290187015
PRGO,-0.06497414544,-0.05786429942
TTEK,-0.1788428442,0.648381734
WETF,-0.5150376024,1.354165031
OFC,-0.2374072653,0.2177988673
GILD,0.1609727191,-0.1960836911
MSON,-0.4938207746,0.3269629307
SMG,-0.0303221626,1.024867636
ROP,-0.1185712776,0.3881737422
SCHL,-0.3340436609,-0.00005636567508
SNPS,-0.07478447901,1.012888823
ELY,-0.5176404107,1.350846878
THFF,-0.2532768761,0.1684004049
NBTB,-0.1950304337,0.01753873695
ICUI,0.07829284546,0.06304228492
JACK,-0.5456873324,1.671972124
M,-0.6889706116,1.291244155
MHK,-0.4409738444,0.8487661841
CNR,-0.4641599725,1.035091854
ASUR,-0.2713936966,0.1912765816
TRST,-0.3681524719,0.2753278502
AGCO,-0.3867303013,1.196836313
RNST,-0.3771882297,0.5810763921
STBA,-0.3161402006,-0.05489068786
BKE,-0.4607780126,1.326359673
ARCB,-0.3626543696,1.454662146
BSX,-0.2784167376,0.1017472794
KSS,-0.6998234099,1.788897015
OLED,-0.3597804432,0.7481497881
USPH,-0.3937910182,0.7427551162
FC,-0.5178402278,0.4330768049
FCF,-0.3642180163,0.2432886982
STE,-0.07954029601,0.3636225929
BBBY,-0.7468210119,3.218527341
CACC,-0.4219471422,0.3537497151
DHI,-0.3533327719,1.044379035
COLB,-0.3313597153,0.3806666657
FCEL,-0.3984065295,6.397353781
SBUX,-0.2483661701,0.6513624828
TSN,-0.3604098072,0.1363439584
CENT,-0.1149017008,0.4039988716
WIRE,-0.2681966968,0.444792741
STRS,-0.4289862258,0.4414923046
OHI,-0.3633088514,0.4621546622
LTC,-0.2997484155,0.3197676882
CAKE,-0.5512092506,1.169790065
ASGN,-0.5023251235,1.364949517
LFUS,-0.3004649347,0.9232589878
BLX,-0.5073902063,0.6283223069
MTX,-0.3701128131,0.7181822196
PDCO,-0.2445992285,1.005412507
RDN,-0.4822649073,0.5992961249
UFI,-0.5427553888,0.5359288256
KAI,-0.2898126599,0.9020810022
LGND,-0.3027136187,0.3675739615
SM,-0.8914588457,4.060017664
UVE,-0.354055371,-0.1250014124
OPY,-0.2772955251,0.6653482719
DDD,-0.1188571488,0.3592719471
UFCS,-0.2467411037,-0.2037506987
OFIX,-0.3934606695,0.5344524765
SPNS,-0.1730443399,0.6189384427
UMBF,-0.3197851472,0.5128891685
IAC,-0.2805182184,2.314512561
CREE,-0.2316360535,1.986463683
CRY,-0.3754154099,0.3953899003
NATH,-0.1343285796,-0.07739148698
PEBO,-0.3542570504,0.2821157796
RCKY,-0.3387278399,0.4760859395
UEIC,-0.2657863183,0.3672132295
SITC,-0.6141228228,0.9520172516
ELS,-0.1785415632,0.1205563242
ALG,-0.2921332924,0.5595390343
AVID,-0.2156172012,1.358097168
CHS,-0.6377951569,0.2325587833
INTU,-0.1202439958,0.6607342072
LSTR,-0.1413905635,0.4114639349
MCHP,-0.3499396426,1.057303617
SCVL,-0.4415438053,0.9056261594
SYBT,-0.2888462867,0.4292809233
CHDN,-0.2496351845,0.8981252018
SGA,-0.08454025543,-0.1268621172
ETH,-0.4568269051,1.040569029
CB,-0.2776566799,0.4029775611
BANF,-0.4604421005,0.7980545778
FOSL,-0.582486913,1.63525705
JBL,-0.4037901469,0.7425985901
ORLY,-0.3130788713,0.5033027562
SANM,-0.2032705181,0.1689879026
TCBK,-0.2639058634,0.2098496858
ATR,-0.1363934942,0.3885282121
RCL,-0.7532020924,1.321727524
ANIK,-0.4424304583,0.5655477556
GABC,-0.2244598577,0.2282469844
RGA,-0.4810333281,0.4071832455
HR,-0.1557000517,0.09227431798
AKR,-0.5109914859,0.1452770518
RIG,-0.831395133,0.9913783713
SKT,-0.6523202625,1.08669781
THRM,-0.2926339392,1.077072144
BBSI,-0.5584789792,0.7477604087
PZZA,-0.1515679561,0.602563266
ALL,-0.1800749999,0.2184171421
SGMS,-0.6377892768,3.277314624
AZN,-0.08486433134,0.1283392529
TALO,-0.8092865716,0.4330440245
CPT,-0.2453342604,0.2949897966
WINA,-0.3566349261,0.487416038
MCRI,-0.4218333954,1.180974482
BWA,-0.4351982248,0.6076207324
EQR,-0.2299493854,-0.008167857577
BFS,-0.3730322083,0.02173657311
CASH,-0.4037251068,0.6945777976
MOV,-0.4563014216,0.4060919086
UHS,-0.3082380319,0.3877672818
BDC,-0.343091628,0.1663513883
ATVI,0.001009482291,0.571071877
DECK,-0.2064427108,1.140148743
IT,-0.3538616158,0.6088187074
QCRH,-0.3814412017,0.4707538534
RVSB,-0.3856228169,0.08165662367
AUB,-0.4118748406,0.5495378327
BYD,-0.5183700054,1.976417692
LXP,-0.0550849412,0.1020265708
UTMD,-0.1257641181,-0.09463375143
REG,-0.3845603815,0.2367642152
NVR,-0.3254113161,0.5880421735
CNTY,-0.6957072222,1.651452233
FFIN,-0.2319085869,0.3650596944
ITRI,-0.3349615949,0.7177143257
FWRD,-0.273338943,0.5316087876
OSBC,-0.486590648,0.4669002188
PTEN,-0.7723812254,1.275618031
NYCB,-0.2065167498,0.1844229991
ROCK,-0.149087441,0.6761438796
VSEC,-0.5678917949,1.373157862
SCHN,-0.391681223,1.522152481
UFPI,-0.2182549601,0.5044162122
VIAV,-0.252666905,0.3358589488
URBN,-0.4872164448,0.7977510841
INCY,-0.1613610469,0.1877634627
MHO,-0.5799238752,1.679371261
CMCT,-0.2299999241,0.3096713187
SHOO,-0.4564051071,0.5204481717
UFPT,-0.232211133,0.2234180488
MED,-0.4193284578,2.207130021
ARWR,-0.5464293548,1.667016056
VLY,-0.3519651123,0.389774254
EMN,-0.4039873768,1.206697339
SPG,-0.6254297064,0.6444509917
SUI,-0.1629584963,0.2374264681
VMI,-0.2894244768,0.6674140234
HAIN,0.0005779247474,0.5460137558
AGM,-0.3453272347,0.4169361673
VALU,0.1257825736,0.04277563998
MAA,-0.2129458092,0.2617624569
ALB,-0.2229590296,1.648279059
BZH,-0.5442326703,1.352481365
MLM,-0.321672551,0.5124249252
RYN,-0.2728944118,0.2857329103
BPFH,-0.3983416144,0.2247866424
DAKT,-0.1822666723,-0.05071008858
DSPG,-0.1486656628,0.2380598688
TSCO,-0.09156326205,0.6766848078
RGCO,0.01924164825,-0.1598562141
BCRX,-0.4202893028,2.725002822
CPRT,-0.2465368282,0.8571228754
MPAA,-0.428961012,0.5596195807
NNBR,-0.8129728319,2.797690171
SCSC,-0.4211095519,0.233285562
ZEUS,-0.4214751867,0.2943459416
AVB,-0.2906063262,0.1240647477
MAC,-0.7831804345,1.091212025
ADC,-0.1095205055,0.1058633914
EXP,-0.3556153148,0.7376943436
AEO,-0.4540196891,1.585786861
SMBC,-0.3644181748,0.2762585497
ABCB,-0.437940806,0.6294745416
NKTR,-0.1730370698,-0.04761909907
PENN,-0.5050865161,5.827668276
SSD,-0.2274711788,0.5197460988
IMAX,-0.5570237207,0.9911604629
LJPC,0.06870214517,-0.07619107043
ESS,-0.2610597929,0.1086476187
FR,-0.1934478674,0.2917115661
HIW,-0.2680666367,0.1618700482
AIV,-0.3136251875,0.3764619848
GBX,-0.4468447737,1.122239237
MATW,-0.362689433,0.2496167713
GEO,-0.2439082362,-0.1793247252
CLI,-0.3355504855,-0.1602831987
ADTN,-0.2147707621,0.9680094422
AMED,0.09956860454,0.5981785696
MLR,-0.2335033207,0.3669475454
VLGEA,0.05948344269,-0.06441864506
RS,-0.2634015869,0.3915189125
SIRI,-0.3076407236,0.2982764004
DAR,-0.3173079917,2.008870013
AZPN,-0.213843322,0.3700430475
USX,-0.3359843823,1.047905329
O,-0.3154569823,0.2919917022
COF,-0.5078367079,0.9772183133
MCK,-0.01925558082,0.2956871824
UHAL,-0.2268909049,0.5715027972
NWBI,-0.294752684,0.1615783535
VECO,-0.3483150037,0.8140026181
NSIT,-0.4006256643,0.8060768656
RCII,-0.5048271364,1.814797297
BRKS,-0.2707336127,1.237733193
ACIW,-0.362544201,0.5913057612
WDFC,0.03827212178,0.3360575427
DLTR,-0.218819448,0.4705301719
NATI,-0.2136624736,0.3562584367
ABC,0.0461158451,0.1190562928
WAFD,-0.2864824818,0.01884397805
CBZ,-0.2240361197,0.2719875865
COOP,-0.4140691332,3.233286964
CWCO,0.01134916008,-0.2496250767
HLIT,-0.2615382952,0.2829871067
DRI,-0.4966368549,1.194431497
SYX,-0.2499998302,1.174730941
HA,-0.6415158213,0.695401306
LSI,-0.118545681,0.3041905078
WAB,-0.3802821685,0.5291162496
LECO,-0.2816088315,0.7110785346
DISH,-0.4364252055,0.6178072953
RMD,-0.04722721697,0.4524594644
SBGI,-0.5116974436,1.035986895
FCX,-0.4832005923,2.854813234
SVC,-0.7724974624,1.136986541
WABC,-0.1270421967,-0.03893692384
IART,-0.2335279708,0.4533246994
KFRC,-0.3508817455,0.6755524914
RWT,-0.6747282445,0.8277292738
NOVT,-0.09678932488,0.479970159
MD,-0.5811441426,1.108246153
ACGL,-0.3364418675,0.2673910703
SENEA,-0.02476176183,0.003016487348
THG,-0.3324798569,0.3159660077
RE,-0.2993421054,0.2438638921
DVA,0.01372796729,0.543517488
ERIE,-0.1018125728,0.6940197725
MYGN,-0.4744772464,0.3819004567
POOL,-0.07091082629,0.9036945628
RICK,-0.5117074583,2.976238072
CCF,-0.305451851,0.2367564387
AEIS,-0.3189603499,0.9997900857
OPK,-0.08843509296,1.9477612
FFIC,-0.3719047195,0.3098540137
BANR,-0.400182366,0.4556270217
HSIC,-0.2428062204,0.3234353575
NTAP,-0.3242618437,0.6414575906
NWPX,-0.3320324104,0.2719116739
MLSS,-0.1007186906,0.6960018487
SAM,-0.02723273963,1.705110135
EL,-0.2265099954,0.6778143033
SWM,-0.3269826886,0.5063808216
WAT,-0.2208430472,0.35907874
TGTX,-0.113513208,4.286585636
CTXS,0.2795310938,-0.07388817314
EME,-0.288763324,0.4968975287
AMRX,-0.2780086114,0.3132188294
NUAN,-0.0588898055,1.627531323
HIG,-0.4163351802,0.4233445487
MSM,-0.2403029752,0.6523623588
NVAX,2.412061302,7.211347231
SCCO,-0.3276831302,1.364322696
REV,-0.4897290487,0.08691736805
WSM,-0.4170591453,1.441096827
ALXN,-0.1697646022,0.7400609629
ANDE,-0.2513852766,0.3449015528
CMCO,-0.3742630321,0.5456245089
CSGS,-0.187234005,0.09495168244
IRM,-0.2338093727,0.3245001743
LNDC,-0.2316534348,0.2485626628
OVBC,-0.238503447,-0.1899182269
GEF,-0.2866511328,0.5602257529
CENX,-0.5182971562,2.046960988
GEF,-0.2134437344,0.2640078245
HUBG,-0.1134729453,0.2535727135
TCX,-0.2188402642,0.5310794027
KVHI,-0.1527406816,0.2036058091
EPM,-0.5045701087,0.1237716867
SASR,-0.3964934283,0.4723051216
SYKE,-0.2668286244,0.3890121112
TUP,-0.8111885785,18.99384721
ARTNA,0.01187241258,0.01311099349
FCN,0.08232402475,-0.06721306412
NBIX,-0.1948089142,0.1074519243
PFBI,-0.3081587107,0.1117821157
FDS,-0.02577072875,0.2844699928
WOR,-0.371977551,0.9901042458
ANSS,-0.09688802545,0.5649335023
CNOB,-0.4754578786,0.4977232524
CASI,-0.3398057167,0.4460802388
TBI,-0.4696591075,0.4647347856
QGEN,0.2307684509,0.2704321238
RUSHB,-0.3303138108,0.8834357917
RNR,-0.2364557288,0.1174210366
WHLM,-0.1328502428,0.2785503438
CASS,-0.3863867686,0.1295714165
GERN,-0.124999533,0.3361350394
OCFC,-0.3718741764,0.2089011368
PEGA,-0.1053366497,0.8722811311
STRA,-0.1166777453,-0.3065969827
DCOM,-0.3382290545,0.1853939272
GES,-0.6974977209,2.390332128
MMAC,-0.2223270838,-0.005257517423
CSV,-0.3669038881,0.9619653751
LAMR,-0.4142962019,0.657262704
SRCL,-0.2386779678,0.4271317045
TTEC,-0.06461412019,1.05931816
SPPI,-0.3598901834,0.4635192015
WLFC,-0.5484637562,0.1451120925
ANF,-0.4626951668,1.239824594
GTN,-0.4990670783,0.6657336011
USNA,-0.2646716107,0.3348324184
NOV,-0.6055883624,0.3967463131
TGI,-0.7319260834,0.8579882926
PAG,-0.4373648444,1.137246009
BJRI,-0.6306639358,1.771055017
HIBB,-0.6100209778,3.223134208
ZION,-0.4802053282,0.6720356307
NUS,-0.4586586177,1.56401357
SSP,-0.516868285,1.055047167
AXDX,-0.5071006823,-0.09003595018
FORR,-0.2990414918,0.4334593506
PLUS,-0.2570886571,0.4045031603
SEAC,-0.1121724657,-0.6236558398
STLD,-0.3304928916,0.6771475682
UNFI,0.04794512864,0.7396515359
LAD,-0.4415643615,2.595524238
VSAT,-0.5092556942,-0.09103520087
NCR,-0.4965871637,1.122600199
DGX,-0.2444551904,0.5050489038
TEN,-0.7251904139,1.944447523
ROK,-0.2512512203,0.6842350486
NSP,-0.5618317252,1.220602005
CMT,-0.5261541037,8.142861223
SSB,-0.3183262079,0.261405326
KRC,-0.2349821667,-0.07472256295
UNTY,-0.4780684692,0.5257349181
WWD,-0.4967811853,1.050433652
CERS,0.1018950161,0.4881717471
HLIO,-0.1780175052,0.415272466
VCEL,-0.4729885165,2.367501427
CCBG,-0.3357377886,0.2465573136
CIEN,-0.06746318627,0.3275542994
SLGN,-0.06241878099,0.2909355189
MTN,-0.3767667717,0.8885682856
EEFT,-0.4559535494,0.6906205135
WTFC,-0.5341003062,0.8931069618
LNG,-0.451449261,0.7919403648
CVLY,-0.2957812847,0.08246216305
FBC,-0.4807554954,1.065198403
TTWO,-0.03120118804,0.7518754168
ARE,-0.1453767886,0.3255296595
APH,-0.3243093055,0.8071522791
KNL,-0.5847192483,0.4401103458
AMZN,0.05513497742,0.6704599721
RMBS,-0.1941932206,0.5729757929
SRPT,-0.2419403922,0.7428941083
PPBI,-0.4173268769,0.7173187889
QRVO,-0.3062897468,1.06213653
SLP,0.203449802,1.06648184
BXP,-0.3238795026,0.05956645282
FIX,-0.2646945781,0.4510093912
MMS,-0.214161267,0.27194886
RL,-0.4240096777,0.5522973453
EGP,-0.206828517,0.3455345288
HLX,-0.8296990843,1.560975357
DXPE,-0.6920370545,0.8132139912
EGHT,-0.2426236358,1.487012843
HSKA,-0.4235976795,1.633813484
OZK,-0.4473117962,0.9375402575
CXW,-0.3135624784,-0.4136081741
JLL,-0.4199548633,0.4693014171
AME,-0.2761174455,0.6881959159
BAM,-0.2321306349,0.4135070072
SLG,-0.5276997869,0.5011176664
VLO,-0.5084788672,0.312548844
LKFN,-0.2441769386,0.4869165615
BHB,-0.3120845758,0.3489827708
NAT,-0.05925219564,-0.2885300957
YUM,-0.3160834001,0.6073368906
MTOR,-0.4940814391,1.106415971
FARO,-0.116186958,0.5871896404
PLCE,-0.687140352,1.56134859
PSMT,-0.2554178968,0.7426240664
SIGA,0.002096970304,0.520917939
NLY,-0.4352447574,0.8220200692
CAC,-0.3124275347,0.1730936188
DRQ,-0.3498184232,-0.02885197707
RHP,-0.5753521683,0.8900988723
GPI,-0.5558416,1.970429372
SRI,-0.4287170253,0.8047759118
FDP,-0.2078332377,-0.1211332169
CHRW,-0.1469314712,0.442038438
CWST,-0.1514227121,0.5860239782
OSIS,-0.315863231,0.3525824857
CHH,-0.407812405,0.7477560347
CDZI,0.05898481519,-0.08740341505
PLD,-0.09187861981,0.2622164581
AMG,-0.2991315119,0.7203530783
EPR,-0.6476737642,0.3593134971
MTD,-0.1295506159,0.6504929438
SAH,-0.5683868221,1.928291427
ADSK,-0.1491338678,0.9560551217
INGR,-0.1809566614,0.06738820234
MPB,-0.2892725106,0.110664875
URI,-0.3829823034,1.253739035
POWI,-0.1050170679,0.86361052
PRDO,-0.413267603,0.1705305435
CFFI,-0.2720036885,-0.03750415595
DENN,-0.6136819095,0.9114574526
HFWA,-0.2871914125,0.2039241544
MRCY,0.0322677702,0.2343696636
HOPE,-0.4404938378,0.3928587988
RMTI,-0.1598368658,-0.5073174203
TSBK,-0.379713095,0.3678914977
VRSN,-0.06534112441,0.2016214867
WPC,-0.2613686027,0.2722893185
IESC,-0.3121587415,1.608498343
BXS,-0.3917540048,0.4862943306
PWR,-0.2205852046,1.279845451
SCS,-0.5175953771,0.4182471315
BRKL,-0.3090200364,0.1045802833
COLM,-0.3010279231,0.2523986218
IBOC,-0.3631297379,0.4222522442
NWFL,-0.3085780537,0.01168159696
CNXN,-0.1701566892,0.1475378099
SRDX,-0.1957519936,0.3061205949
CIX,0.04866427795,-0.0436078789
GRA,-0.4876333793,0.5687020635
MAR,-0.5040642518,0.7633998251
BBY,-0.3445327924,0.7801977094
SEE,-0.3755963452,0.8763290453
MFA,-0.7712418387,1.605790476
HEI,-0.285678414,0.8337304193
CRAI,-0.3824129847,0.5501096085
MANH,-0.3752977283,1.111199726
UMPQ,-0.3723167696,0.4362398964
IOSP,-0.3282102722,0.3227701692
AMKR,-0.4007687689,0.9409505857
HCKT,-0.2118960427,0.1564920367
AXTI,-0.2620683185,1.981302884
GNTY,-0.290449492,0.323054795
SBSI,-0.1738721865,0.05703602187
CLAR,-0.2759185392,0.5811527738
AMT,-0.05251971361,0.05043281995
BMTC,-0.3070636285,0.11000076
HZO,-0.3756747806,2.361801585
SRE,-0.2471944707,0.1571326858
DOX,-0.2340006555,0.3107050953
CTSH,-0.2480193536,0.7816529522
MSTR,-0.1719835572,2.290008338
RSG,-0.1580385231,0.3008913656
BELFB,-0.5229574683,0.5759024291
RBCAA,-0.2881198909,0.1215959953
CSGP,-0.01853527599,0.5740205383
HTBK,-0.3946077125,0.2154672357
UBA,-0.4253562081,0.04376203047
CCI,0.024270508,0.1276743153
EBAY,-0.1636986612,0.6877686156
BUSE,-0.3724499212,0.3067248413
CCNE,-0.4186662789,0.1611543543
PB,-0.3224366939,0.4718317772
FNHC,-0.3049168479,-0.4666295952
INO,1.254544458,0.1895175707
SNBR,-0.6108856992,3.272443207
BCOR,-0.539020037,0.3203306802
AXL,-0.6644982256,1.310248924
HT,-0.7289804136,1.203909903
FCAP,-0.1761646989,0.02289269108
GDEN,-0.656087091,2.009075769
NVDA,0.1209351134,0.983059367
STL,-0.5025348919,0.750240781
GBL,-0.4350949949,0.7033994401
KFY,-0.4240571116,0.8053462538
EPAY,-0.3162312171,0.4390168194
EWBC,-0.468287768,1.015516548
MKSI,-0.2581355703,0.8564247947
BKNG,-0.3449385393,0.6555695466
CNX,-0.3988701764,1.03007306
TREX,-0.1083669635,1.089344772
AMNB,-0.3891836651,0.1343509269
DHIL,-0.3575394389,0.7992234945
CFFN,-0.1485179984,0.1132527606
EXTR,-0.5807328265,1.229771228
HSII,-0.303076327,0.3313310895
GS,-0.3234788729,0.7353810387
WCC,-0.6152553122,2.435443268
NLS,0.4914292423,5.950196457
CBU,-0.1653501537,0.08279356582
SKX,-0.4503353507,0.5138993446
FFIV,-0.2364476232,0.6500031558
FISI,-0.4267908796,0.2936934873
JNPR,-0.2155746333,0.2062331533
SBAC,0.1221844245,0.04987572108
STMP,0.5574706993,0.5082236547
UTHR,0.07657816496,0.6007398869
BSRR,-0.3917825969,0.4036844792
LII,-0.2517119122,0.5205826377
GNSS,-0.0000001591623998,0.9938829159
COST,-0.02766407269,0.3652279418
BMRN,-0.0005919004252,0.03775153112
FNLC,-0.2645266469,0.2043012999
GCBC,-0.185306996,0.107486188
JCOM,-0.2012591536,0.3051431387
ECPG,-0.3388012489,0.6659534257
MDRX,-0.2827305698,1.05113618
VHC,0.4394745342,0.05994291299
PRFT,-0.4119814745,0.7589517738
MBWM,-0.4118453164,0.3331087282
DVN,-0.7304577704,1.409594717
FLWS,-0.08758631278,0.965230487
NTCT,-0.01661753202,0.1584307832
EGAN,-0.07449526243,0.6111841305
BLK,-0.1175647518,0.6699106627
CIR,-0.7484862027,2.305244168
DHC,-0.5475397818,0.1455021943
AKAM,0.05915721553,0.1475581003
EGBN,-0.3756513974,0.3959223134
GAIA,0.1113900703,0.112613315
PLUG,0.1202528414,8.579098584
WWE,-0.4751039451,0.4278289903
IMMR,-0.2786001516,1.106342624
LCII,-0.3701113907,0.9765504811
KTOS,-0.2315374459,0.9819362148
A,-0.1583628463,0.6607171949
EVI,-0.4164201782,0.896072051
TDY,-0.1421761648,0.3185984182
UPS,-0.193040498,0.8429272158
BMRC,-0.3300566902,0.1687902313
BGCP,-0.563011972,0.6036552573
MCBC,-0.3549786093,0.2136593008
NKSH,-0.2900063706,0.02682874548
PKG,-0.2176085213,0.6241371641
AGEN,-0.3980342561,0.2979578356
LBAI,-0.3726239079,0.2151637538
ABEO,-0.3577978402,-0.2523797032
EW,-0.1914786019,0.4510131856
EPC,-0.2222222042,0.44227717
EXPD,-0.1448351667,0.4435660538
IIIN,-0.3820386701,0.7976299006
LMNX,0.1925727683,-0.1513231363
SLAB,-0.2635795714,0.4909268693
APT,2.521865893,-0.0769875169
MET,-0.3940575615,0.5897241491
GBCI,-0.2571095401,0.3950920105
MNST,-0.1147127561,0.6437957785
