,tic,RetEarly2020,RetLate2020,ggroup
547,CC,-0.5014249031,1.912192436,1510
548,ENR,-0.3934466843,0.42313322840000006,3030
549,SPNE,-0.31973400420000003,1.135865632,3510
550,KHC,-0.2175536841,0.4529962804,3020
551,ALRM,-0.09448474649000001,1.6586992719999998,4510
552,APPF,0.009096003586,0.6227126992,4510
553,LNTH,-0.3778641808,0.057208764079999995,3510
554,MCRB,0.03478321449,5.862744682000001,3520
555,PIRS,-0.3701664018,0.09648929422000001,3520
556,WING,-0.07445183962,0.7331088407999999,2530
557,EVH,-0.4000002099,1.95212119,3510
558,GKOS,-0.43344877390000003,1.438755429,3510
559,GNL,-0.3237945037,0.3871907974,6010
560,FL,-0.42881026060000005,0.8702152620999999,2550
561,ATRO,-0.6715564175,0.4411770858,2010
562,TRU,-0.22608283829999998,0.5030829285,2020
563,UNVR,-0.5577562881,0.7733189881999999,2010
564,PYPL,-0.1149107066,1.4462127219999998,4510
565,LITE,-0.07061830157,0.28629671030000003,4520
566,CHMA,-0.2641122721,0.1917796966,3520
567,RBNC,-0.49070279380000004,0.6849208256999999,4010
568,CYRX,0.03705955014,1.5705911909999999,3510
569,LOB,-0.3427488314,2.821673759,4010
570,MCFT,-0.5365079302,2.40273734,2520
571,NTRA,-0.1136829621,2.332886184,3520
572,OLLI,-0.29046141579999996,0.7645662448,2550
573,PVBC,-0.3076313933,0.40598954530000003,4010
574,RILY,-0.2545676202,1.489211905,4020
575,RPD,-0.2265258566,1.080775332,4510
576,Z,-0.21593422339999999,2.603553026,5020
577,TXN,-0.2152509272,0.6783292654,4530
578,OOMA,-0.09826141686,0.2070429048,5010
579,SRG,-0.7727040792000001,0.6114159631,6010
580,TDOC,0.8515289240999999,0.2899826445,3510
581,GNK,-0.3790013307,0.1575769639,2030
582,HLI,0.07284712736,0.3107473096,4020
583,PLNT,-0.3478842393,0.5940468593,2530
584,GBT,-0.357276845,-0.1522815811,3520
585,PRPL,-0.3478761596,4.799294487,2520
586,RUN,-0.2686457168,5.869309465,2010
587,FLOW,-0.4184564939,1.039409716,2010
588,PJT,-0.03744754618,0.7385448798,4020
589,CSWI,-0.15629307480000001,0.7354232093999999,2010
590,DSKE,-0.5569623483,3.1500026610000003,2030
591,RGNX,-0.20966499030000002,0.40086508020000006,3520
592,PEN,-0.01789642837,0.08473459928999999,3510
593,LIVN,-0.400105789,0.4632023586,3510
594,HPE,-0.38020223560000005,0.2639372491,4520
595,ACBI,-0.35313358850000004,0.3411938857,4010
596,EXTN,-0.386973277,-0.07916585996,1010
597,FCPT,-0.3186786285,0.6476063413,6010
598,EIX,-0.2649847635,0.18661459530000002,5510
599,PFGC,-0.5198132165,0.9259694403000001,3010
600,PSTG,-0.2811225164,0.838213213,4520
601,ABTX,-0.356842809,0.43121919979999995,4010
602,AVXL,0.2162167643,0.7142848911,3520
603,CTMX,-0.07701626187,-0.1460222544,3520
604,WSC,-0.4521363238,1.2872636640000001,2010
605,TWNK,-0.2668497921,0.37335823890000003,3020
606,NVCR,-0.2009017913,1.569650073,3510
607,SGRY,-0.5828807847,3.44257181,3510
608,AC,-0.21938766399999998,0.1602552702,4020
609,SQ,-0.1627239816,3.1550225760000004,4510
610,AXSM,-0.4308236664,0.3848377858,3520
611,DLTH,-0.6191835686,1.6334144659999998,2550
612,EQBK,-0.4412049979,0.2515951604,4010
613,FGBI,-0.329811872,0.27543649789999997,4010
614,KURA,-0.2763637338,2.282412627,3520
615,MIME,-0.1862617584,0.6101989321,4510
616,MTCH,-0.1957122017,1.366521844,5020
617,RMR,-0.4041963862,0.49041533950000005,6010
618,VYGR,-0.3440856408,-0.21857985530000001,3520
619,WVE,0.16905800920000003,-0.160085519,3520
620,AGR,-0.1356533833,0.06888387031,5510
621,OSG,-0.01304400186,-0.057269371220000004,1010
622,OCX,0.08888927855,-0.02449033764,3520
623,SMBK,-0.35517756270000006,0.2042518596,4010
624,TEAM,0.14060125699999998,0.7038454566,4510
625,WKHS,-0.40460500950000006,9.928170869,2510
626,GCP,-0.21620367350000003,0.3286511842,1510
627,WBT,-0.6713648174,1.573099875,2010
628,EDIT,-0.33029338199999997,2.535553787,3520
629,NCBS,-0.26093378629999997,0.21564751829999998,4010
630,SNDX,0.2494299156,1.027347596,3520
631,VRAY,-0.40758329600000004,0.5279985739999999,3510
632,BATRK,-0.3547732381,0.3053515767,5020
633,LSXMK,-0.34316541549999996,0.40199734270000004,5020
634,AGLE,-0.3900524784,0.6888400811,3520
635,CDXC,-0.243618965,0.4723912522,3520
636,GWRS,-0.22021117769999998,0.4417183893,5510
637,RRR,-0.6388311819,1.92865611,2530
638,SCWX,-0.30912321579999996,0.23544818260000003,4510
639,VBIV,-0.311593973,1.894734309,3520
640,NGVT,-0.5971614413,1.15141801,1510
641,MSBI,-0.38928085,0.07573968655,4010
642,NTLA,-0.1663255068,3.448074792,3520
643,PLSE,-0.46607003630000005,2.332403591,3510
644,RETA,-0.2939395786,-0.1435498109,3520
645,GMS,-0.41912800170000003,0.9376985251000001,2010
646,SITE,-0.187865106,1.154712248,2010
647,TPB,-0.26014018839999997,1.121254414,3020
648,USFD,-0.5772257197999999,0.8808585543999999,3010
649,FTV,-0.2767913152,0.4945031911,2010
650,HONE,-0.3148311355,0.4558558579,4010
651,SELB,0.012604912630000001,0.2572607024,3520
652,SYRS,-0.1418232424,0.8296807670999999,3520
653,ATKR,-0.47923872689999997,0.9511143895999999,2010
654,AZZ,-0.38550951780000003,0.713876007,2010
655,GMRE,-0.2199544069,0.35316034479999997,6010
656,TWLO,-0.08943832048,2.78254202,4510
657,TRTN,-0.3435318051,0.9544758078,2010
658,KDMN,-0.07505569036,-0.009546342184,3520
659,VRS,-0.3743762793,0.09718256957,1510
660,KNSL,0.028993531789999995,0.9172282189000001,4030
661,WTRH,2.819873757,1.2601601279999999,2550
662,PAVM,0.6499993693,0.07070678105,3510
663,PI,-0.3538281232,1.505682814,4530
664,TCMD,-0.40512532520000005,0.11902567,3510
665,TPIC,-0.2015126349,2.5710379580000002,2010
666,ATOM,0.1363635359,3.5971373360000003,4530
667,FHB,-0.4208162032,0.4882195416,4010
668,MEDP,-0.1270527642,0.896974578,3520
669,PTGX,0.001418630449,1.855527551,3520
670,HOME,-0.6327273342999999,6.65345502,2550
671,ASIX,-0.5220438079999999,1.095388436,1510
672,DFIN,-0.4966568852,2.220110856,4020
673,SMPL,-0.325158354,0.6282443229,3020
674,CSTR,-0.4037960882,0.5114741516,4010
675,EVBG,0.36219357560000004,0.4015591769,4510
676,FLGT,-0.1658922246,3.8420054880000003,3510
677,NTNX,-0.4945614439,1.017084687,4510
678,TRHC,0.07415761126,-0.180722258,3510
679,TTD,-0.25706342,3.15025912,4510
680,ELF,-0.3899568332,1.55995902,3030
681,FBK,-0.5005181112,0.7787648526000001,4010
682,VVV,-0.38506029490000004,0.7983090893000001,1510
683,NTB,-0.5326655537,0.9215280151,4010
684,ADNT,-0.5731768711999999,2.833515957,2510
685,YUMC,-0.1095605159,0.3420498114,2530
686,AA,-0.7136214518999999,2.741884166,1510
687,BL,0.02036442045,1.5352627380000001,4510
688,COUP,-0.04458245298999999,1.4254619990000001,4510
689,FRTA,-0.4826994033,1.8754117369999999,1510
690,IRTC,0.194742337,1.9159146530000002,3510
691,LW,-0.3346065137,0.3937468676,3020
692,GT,-0.6212842719,0.8745732971,2510
693,GOLF,-0.2038465362,0.5966114015999999,2520
694,ARCH,-0.590186545,0.5145349635,1010
695,CWH,-0.6035816364,3.8080852739999997,2550
696,INSW,-0.19522813600000002,-0.30859137989999996,1010
697,GTYH,-0.2325975195,0.1460163055,4510
698,MRKR,-0.3402779554,-0.23684285859999998,3520
699,ATH,-0.4722517343,0.7381120683,4030
700,CNDT,-0.6048385601,0.9591834565999999,4510
701,HGV,-0.5414362535,0.9879535415999999,2530
702,PK,-0.6768457722,1.168142045,6010
703,BPOP,-0.39744702200000004,0.6560763735,4010
704,IIPR,0.013970919330000001,1.480568259,6010
705,ORGO,-0.32848155760000003,1.3312702779999999,3520
706,ICHR,-0.4241056908,0.5733305891,4530
707,PVAC,-0.8981875136,2.284784225,1010
708,VREX,-0.23817532440000003,-0.2655224545,3510
709,BOH,-0.414277564,0.43123849700000005,4010
710,JELD,-0.5843655967,1.6063752830000002,2010
711,UVV,-0.2141227366,0.159172368,3020
712,NEX,-0.8253731142,1.940170352,1010
713,REVG,-0.657330282,1.132564211,2010
714,ANAB,-0.1304618037,0.5215833152,3520
715,JNCE,-0.4558991473,0.47368405350000004,3520
716,CLPR,-0.5023585763,0.4190740376,6010
717,INVH,-0.28322574370000003,0.41242206659999997,6010
718,LAUR,-0.40318026729999995,0.385349304,2530
719,NBEV,-0.23626318989999998,0.8920850898999999,3020
720,AYX,-0.04896628415,0.27970887489999996,4510
721,HSY,-0.09367657193,0.1687840073,3020
722,PUMP,-0.7777778162000001,1.956000375,1010
723,ARD,-0.38712943780000003,0.4965621428,1510
724,AKTS,-0.3287497443,1.277464951,4520
725,BYSI,-0.1735487309,-0.04761972848999999,3520
726,IMXI,-0.24169444199999998,0.6998909729999999,4510
727,VRRM,-0.48963486840000003,0.8795528204999999,4510
728,HLNE,-0.06736621798999999,0.43024477829999996,4020
729,NODK,-0.2116274859,0.2109137197,4030
730,SNDR,-0.1106783735,0.1826259861,2030
731,OKTA,0.05972085384,1.079666675,4510
732,YEXT,-0.2933418648,0.5426893064,4510
733,HCC,-0.4959784611,1.027910875,1510
734,CADE,-0.6342428875,1.5555174859999998,4010
735,CVNA,-0.40152137950000005,3.348157455,2550
736,CLDR,-0.3233016579,0.7674712926999999,4510
737,EEX,-0.7518182376000001,1.092662049,5020
738,FND,-0.3684319653,1.893426421,2550
739,WTTR,-0.6519397262,0.2693473544,1010
740,PCSB,-0.30763077969999997,0.14939809210000002,4010
741,KR,0.04488810897,0.07077572292,3010
742,BTU,-0.6820179131,-0.1689644141,1010
743,GDP,-0.5756966663,1.368544661,1010
744,KREF,-0.2438780496,0.28685131129999997,4020
745,CARS,-0.6481181672,1.627907293,5020
746,WOW,-0.3584906133,1.241596642,5020
747,APPN,0.05286621664,3.0290758189999996,4510
748,FMAO,-0.13532379320000001,-0.09135934394999999,4010
749,GTHX,-0.583049342,0.6324872917000001,3520
750,OVID,-0.28192737100000004,-0.2248326605,3520
751,SGH,-0.3595157233,0.5485619846,4530
752,URGN,-0.4653873552,0.01008869702,3520
753,VERI,-0.06425708624,11.21029652,4510
754,VST,-0.2999125078,0.2582233284,5510
755,AM,-0.7064399365,3.342269009,1010
756,SOI,-0.6174998938,0.6234342847,1010
757,BHVN,-0.37490848020000006,1.5186600590000001,3520
758,ATUS,-0.1847109989,0.6989688031999999,5020
759,BY,-0.46857414799999997,0.5001662475,4010
760,GPMT,-0.7241567144,1.120273026,4020
761,PLYM,-0.3727576831,0.4057083495,6010
762,SAFE,0.5783123118,0.15526859099999998,6010
763,MGY,-0.6820352276,0.7649989545999999,1010
764,ATNX,-0.49312375350000004,0.42894232200000004,3520
765,BOMN,-0.1392590124,0.5267797763000001,5020
766,ESQ,-0.4227081117,0.27508173739999997,4010
767,MRSN,0.01745138504,3.564326854,3520
768,NESR,-0.44298172840000005,0.9547276035,1010
769,SSTI,0.07764693125,0.37190664770000004,4510
770,JBGS,-0.2020566086,0.012428213799999999,6010
771,TRTX,-0.7079431843,1.201257569,4020
772,BHF,-0.3838899109,0.4979316367,4030
773,CLXT,-0.5249640433,0.2672672364,3520
774,CODX,7.512067301,0.2204735905,3510
775,KALA,1.3821140809999999,-0.22866917879999998,3520
776,PETQ,-0.07265504914,0.6551871372,3510
777,RBB,-0.34730338229999996,0.139450776,4010
778,RDFN,-0.2705767891,3.450714783,6010
779,TYME,-0.2142855,0.1090891721,3520
780,DD,-0.4651328571,1.119413519,1510
781,BPRN,-0.25896240730000003,0.02121837216,4010
782,ASPU,-0.0012494185159999999,0.39299037810000004,2530
783,ACEL,-0.4000007358,0.34666645020000003,2530
784,DMTK,-0.09274112149000001,1.883551982,3520
785,MBIO,-0.3431375385,0.4123136459,3520
786,FLMN,-0.6851763861,0.5378911983,1010
787,BKI,-0.09956614706,0.5217013872999999,4510
788,HBB,-0.49823128829999996,0.8760947763,2520
789,HFFG,-0.5697439327,-0.10369410650000001,3010
790,DCPH,-0.33852799899999997,0.3862060671,3520
791,KRYS,-0.21921284989999998,0.3876043927,3520
792,ROKU,-0.3466767065,2.7953846589999998,5020
793,MAXR,-0.31780426230000003,2.617698153,2010
794,PQG,-0.3655405301,0.4733941415,1510
795,SPCE,0.279652948,0.6055482853,2010
796,FOR,-0.5035968754,0.9497580770999999,6010
797,SWCH,-0.024332451499999998,0.1430981919,4510
798,CARG,-0.4616254876,0.6752941043,5020
799,MDB,0.03745920366,1.629560084,4510
800,EYE,-0.40117226829999997,1.332131519,2550
801,CATC,-0.34619487270000004,0.37739760759999996,4010
802,FDBC,-0.17521688579999997,0.2852080707,4010
803,KIDS,-0.1564168704,0.04061335361,3510
804,MBIN,-0.22577386929999999,0.8407687815,4010
805,OPTN,-0.5130150407,-0.07795136191,3520
806,PDLB,-0.3013607724,0.02336980281,4010
807,RYTM,-0.33710838509999996,0.9533506099,3520
808,CVS,-0.19548504149999998,0.1801866979,3510
809,ALTR,-0.2620446581,1.19547063,4510
810,AQUA,-0.4084434764,1.4067829109999999,2010
811,CNNE,-0.09948839569,0.3218858564,4020
812,SAIL,-0.3550843321,2.4980305,4510
813,SFIX,-0.5050660479,3.623619775,2550
814,CEIX,-0.7456927931,0.9539281397,1010
815,FNKO,-0.7674828589,1.601501558,2550
816,SPRO,-0.1596465195,1.399752031,3520
817,ESTE,-0.7219589851,2.0284046140000003,1010
818,MCB,-0.4416337941,0.3468259006,4010
819,APLS,-0.1250813889,1.135126556,3520
820,XFOR,-0.06542006196,-0.3570006315,3520
821,BAND,0.050584669230000004,1.283694968,5010
822,CBTX,-0.42577141469999996,0.456922184,4010
823,SBT,-0.4683772221,0.055813926849999994,4010
824,DNLI,0.005165871181,3.7835549889999998,3520
825,NMRK,-0.6767002392,0.7256654665000001,6010
826,LILAK,-0.4727645807,0.1392449175,5010
827,AMEH,-0.2982073455,0.4140871361,3510
828,CASA,-0.1442546184,0.7628566183,4520
829,GIS,-0.005504367953999999,0.1418527846,3020
830,LBC,-0.2002988597,0.08765642287,4010
831,MVBF,-0.4857524491,0.8095014048,4010
832,ODT,-0.1491521475,-0.3045998565,3520
833,QTRX,-0.22259816989999998,1.531298963,3520
834,CURO,-0.5622669552,1.762945477,4020
835,LXFR,-0.23010200949999998,0.1953886787,2010
836,VVNT,0.2192519931,0.6547053776,2530
837,LBRT,-0.7535968381,2.8327183789999997,1010
838,ILPT,-0.2063835204,0.39600373640000003,6010
839,ADT,-0.45081955009999997,0.8410925964,2020
840,COLD,-0.023103577990000002,0.1157167202,6010
841,GTES,-0.4636628367,0.7289954784999999,2010
842,AVYA,-0.4007408497,1.367118435,4510
843,AGS,-0.7815331291,1.716980416,2530
844,CUE,-0.10614136880000001,-0.1183927276,3520
845,SLDB,-0.46292145149999997,2.17154227,3520
846,WHD,-0.6608903835000001,1.276012133,1010
847,VICI,-0.3370835765,0.5973986374,6010
848,PACK,-0.2319026046,1.146963854,1510
849,CDLX,-0.44384322299999995,3.08380669,5020
850,EOLS,-0.6589973935,-0.1903624061,3520
851,LIVX,0.02265366431,1.075948689,5020
852,ZS,0.3088177115,2.281468891,4510
853,DBX,0.010608470759999999,0.2259662622,4510
854,RFL,-0.2819509423,0.8204514197,6010
855,BTAI,0.5297744584,1.067115865,3520
856,BWB,-0.2924526145,0.28102296039999997,4010
857,TH,-0.6019996348,-0.2060303136,2530
858,FIXX,-0.24927517170000002,-0.273488191,3520
859,OPBK,-0.274926793,0.06566422789,4010
860,RCUS,0.3742574571,0.8703186719,3520
861,ZUO,-0.4382416421,0.7304352222,4510
862,SPGI,-0.100284656,0.3492701807,4020
863,EAF,-0.2939259775,0.31836905379999997,2010
864,NVT,-0.3358652942,0.4205800583,2010
865,BH,-0.505000056,0.9696961304,2530
866,BH,-0.5507773438,1.163424704,2530
867,BFST,-0.4562344323,0.5372402386,4010
868,CLBK,-0.1499407792,0.08055412732999999,4010
869,AHCO,0.45719489,1.34750203,3510
870,DOCU,0.24679506140000002,1.405840917,4510
871,GSHD,0.052593673949999996,1.8266927530000001,4030
872,LASR,-0.48274185189999996,2.112486508,4520
873,LEVL,-0.2825912407,0.133653582,4010
874,CDAY,-0.2623749287,1.128219386,4510
875,SMAR,-0.07591302494,0.6692383062,4510
876,CCK,-0.1998901105,0.7263958387,1510
877,WRB,-0.24341549780000002,0.2806263391,4030
878,KMB,-0.06259597096,0.07860382892000001,3030
879,SPOT,-0.1879635668,1.591076433,5020
880,EQH,-0.4108153812,0.8130839978,4020
881,CPLG,-0.61423213,0.755102264,6010
882,EVOP,-0.4206734216,0.7653598448000001,4510
883,WH,-0.4932336949,0.8954664371,2530
884,GSKY,-0.5707860725,0.2120411044,4510
885,FCBP,-0.4371043098,0.2931659616,4010
886,INSP,-0.1877110788,2.120271215,3510
887,BCML,-0.47009682329999997,0.2589211029,4010
888,ROAD,0.001185324605,0.7235050275,2010
889,STXB,-0.5504342078,0.6337064415,4010
890,EVLO,-0.07512309502,2.219708818,3520
891,EXPI,-0.25331020449999997,6.460988631,6010
892,KNSA,0.39963887159999995,0.1414711921,3520
893,OBNK,-0.4632145155,0.38819998270000006,4010
894,SRRK,-0.08118347493,3.0074342560000002,3520
895,UBX,-0.19556187760000002,-0.09655089776,3520
896,AVLR,0.01842988975,1.2103231890000001,4510
897,RVI,-0.6671193345,0.3085724808,6010
898,BJ,0.1200526728,0.46368328979999995,3010
899,BV,-0.3443981625,0.3670875286,2020
900,AVRO,-0.22702425910000001,-0.1041119721,3520
901,DOMO,-0.5423577788,5.415497985,4510
902,EVER,-0.2358082682,0.422854261,5020
903,IIIV,-0.3242482255,0.7391301576,4510
904,KZR,0.08728190088,0.1972476966,3520
905,LOVE,-0.636760111,6.39108273,2520
906,MGTA,-0.5857517537,0.2484107775,3520
907,MGTX,-0.3286716346,0.12648944410000001,3520
908,OPRX,-0.117819269,2.4392901680000003,3510
909,TBIO,0.2248151357,0.8485446556999999,3520
910,TCDA,-0.4170642411,-0.6795450809,3520
911,VRCA,-0.3121462014,0.05306484845,3520
912,XERS,-0.7234040415999999,1.5230766059999998,3520
913,EPRT,-0.464328675,0.688029441,6010
914,UGI,-0.4022365278,0.35031794850000003,5510
915,KDP,-0.1572494679,0.33990497340000003,3020
916,TENB,-0.08764586566,1.390668431,4510
917,RUBY,-0.5315784331,0.7056168722,3520
918,ALLK,-0.533451982,2.146771595,3520
919,BE,-0.29986670239999996,4.479927383,2010
920,FOCS,-0.21920585480000002,0.8904818339,4020
921,AFIN,-0.5141188892,0.2608699959,6010
922,BRY,-0.7317075243000001,0.5269705479,1010
923,CNST,-0.3328376881,-0.08367829692,3520
924,CRNX,-0.4141086857,-0.040137028219999996,3520
925,LQDA,0.1017537007,-0.3736725474,3520
926,PRVB,-0.3825501429,0.8413042843,3520
927,REPL,-0.3052260821,2.826485467,3520
928,RPAY,-0.02047733822,0.8989534562,4510
929,SONO,-0.4571065004,1.7582565769999998,2520
930,CWK,-0.4256356832,0.2632026889,6010
931,ARLO,-0.42280237200000004,2.205763626,4520
932,AMAL,-0.4409217225,0.29570661730000003,4010
933,AMTB,-0.293712507,-0.01234467996,4010
934,MESA,-0.6319909395000001,1.033432675,2030
935,PCB,-0.4297948886,0.06584582536,4010
936,PAYS,-0.4916258583,-0.1007756495,4510
937,ELAN,-0.23972894879999998,0.3698091759,3520
938,EB,-0.6380762614,1.479451145,5020
939,FTDR,-0.2665542606,0.44364478659999995,2530
940,CW,-0.3428911303,0.2656249417,2010
941,ARVN,-0.01922572599,1.10744576,3520
942,BSGM,-0.2922300072,-0.06921112616,3510
943,FVCB,-0.23755028760000002,0.10360504820000001,4010
944,GRTS,-0.3511708179,-0.32302386980000003,3520
945,STRO,-0.07272785732999999,1.128433745,3520
946,YMAB,-0.1647999859,0.8969320937999999,3520
947,UPWK,-0.3955012972,4.351934528999999,2020
948,GH,-0.10929085570000001,0.8517241063,3510
949,ESTC,-0.1320374945,1.618349686,4510
950,ALLO,-0.2517317987,0.2983516268,3520
951,LTHM,-0.3859650122,2.588572068,1510
952,PLAN,-0.42251903960000003,1.374419856,4510
953,REZI,-0.5942997308,3.392561073,2010
954,LIN,-0.1828887357,0.5418962871,1510
955,ACA,-0.1069485353,0.38722820609999997,2010
956,YETI,-0.43875848030000003,2.507686403,2520
957,ETRN,-0.5995051677000001,0.6821649639,1010
958,PG,-0.1140243722,0.2884610239,3030
959,SWI,-0.1552561502,-0.04594667695,4510
960,AXNX,-0.08300335692000001,0.9645783628,3510
961,BFC,-0.1972572483,0.16884137359999998,4010
962,KOD,-0.337039219,2.079874782,3520
963,SIBN,-0.44418682740000004,1.5020921809999999,3510
964,STNE,-0.4542489178,2.854848015,4510
965,TWST,0.4561905406,3.620337611,3520
966,VAPO,0.5485195605,0.42644937619999995,3510
967,DELL,-0.230395341,0.8530973615999999,4520
968,MRNA,0.5311866978,2.488151874,3520
969,CVET,-0.3833337009,2.53071235,3510
970,ALEC,0.4004636259,-0.3729796647,3520
971,GOSS,-0.3506076404,-0.04729131004,3520
972,HARP,-0.21703904570000002,0.4343696682,3520
973,SO,-0.1413478092,0.1738675845,5510
974,TCRR,-0.4579836315,2.996123877,3520
975,ZYXI,0.4066072646,0.21589987940000002,3510
976,FOXA,-0.3563532679,0.242517965,5020
977,OSW,-0.7582651431,1.5128835619999998,2530
978,DSSI,-0.2945037348,-0.4360711096,1010
979,CYCN,-0.02573542451,0.1547152699,3520
980,DOW,-0.4564860811,0.9884038274,1510
981,LYFT,-0.3758715138,0.8297947781,2030
982,SWAV,-0.2445349656,2.125973623,3510
983,DTIL,-0.5658751346,0.38308293020000006,3520
984,CARE,-0.6097789545000001,0.1677568686,4010
985,WTRE,-0.41772714520000004,1.36176961,4030
986,TW,-0.09148428287,0.49136486840000004,4020
987,PD,-0.26122283469999996,1.413193085,4510
988,ZM,1.147560176,1.308510778,4510
989,PINS,-0.1716732825,3.26813815,5020
990,MNRL,-0.5965481302000001,0.41403765270000004,1010
991,CAT,-0.20808468600000002,0.6052053704,2010
992,MNSB,-0.2713042754,0.008949309246,4010
993,NGM,-0.333153185,1.457017101,3520
994,PLMR,0.1519111424,0.5275111229,4030
995,SILK,-0.2204060527,1.000636817,3510
996,TPTX,-0.2830311345,1.728389595,3520
997,BYND,-0.1190476603,0.8768774148999999,3020
998,PSN,-0.2257750224,0.139238785,2010
999,UBER,-0.06119743691000001,0.8266453819,2030
1000,KTB,-0.5301261279999999,1.136671913,2520
1001,AVTR,-0.3118456531,1.253802765,3520
1002,FSLY,-0.05430941251,3.603262501,4510
1003,CTVA,-0.2006086791,0.6686804985,1510
1004,APLT,0.1983137065,-0.3267047522,3520
1005,CRTX,-0.1875664909,-0.3909227086,3520
1006,BCO,-0.4249035049,0.39626977420000004,2020
1007,FRAF,-0.28365309,0.01806386476,4010
1008,IDYA,-0.4506673688,2.398058555,3520
1009,NXTC,-0.3419131687,-0.7059620476,3520
1010,RRBI,-0.3349978361,0.3365687792,4010
1011,SPFI,-0.2567623564,0.23327145489999998,4010
1012,TMDX,-0.3645452344,0.6473520574,3510
1013,AMCR,-0.2403140656,0.4964485769,1510
1014,CRWD,0.1165039501,2.804239218,4510
1015,CL,-0.030406854980000002,0.3113101682,3030
1016,WORK,0.1939498347,0.5737707769,4510
1017,GO,0.058243106829999995,0.14298006119999998,3010
1018,IAA,-0.36336549380000005,1.168889261,2020
1019,ADPT,-0.07152404272000001,1.12850875,3520
1020,BBIO,-0.17261052059999998,1.452066315,3520
1021,CHNG,-0.3904824163,0.8668663818000001,3510
1022,AKRO,-0.0448303766,0.2169813179,3520
1023,BCEL,0.06981344437999999,-0.02416675301,3520
1024,CMBM,-0.35926779049999996,3.47856602,4520
1025,IMVT,-0.01921930305,1.967556588,3520
1026,KRTX,-0.04433290721,0.4109724211,3520
1027,MORF,-0.1445214555,1.285424634,3520
1028,PSNL,-0.25963220859999997,3.536554495,3520
1029,REAL,-0.628116949,1.7874431469999998,2550
1030,STOK,-0.1913839985,1.7043686059999998,3520
1031,AMK,-0.29738156,0.18685512329999998,4020
1032,MDLA,-0.3558336554,0.6576868182,4510
1033,HCAT,-0.24639733239999997,0.6646283823,3510
1034,PHR,-0.21058547960000001,1.5801219169999998,3510
1035,PROS,-0.3955362738,0.3158993858,4030
1036,NOVA,-0.09767022347000001,3.4816304660000004,5510
1037,CSTL,-0.1326740829,1.252599616,3510
1038,FULC,-0.2824518313,-0.01926311243,3520
1039,IHRT,-0.56745518,0.7756479014,5020
1040,RMBI,-0.3609019457,0.35647744340000004,4010
1041,XPEL,-0.31604028,4.145705535,2510
1042,DT,-0.05770744136,0.8150180936,4510
1043,CFB,-0.4174759174,0.27976360920000004,4010
1044,VMD,-0.2322582016,0.6302502729,3510
1045,TXG,-0.1826887216,1.27214337,3520
1046,NET,0.3763177246,2.236373838,4510
1047,NVST,-0.49595199520000005,1.2576954,3510
1048,DDOG,-0.04764470898,1.7359667619999999,4510
1049,PING,-0.17613139879999998,0.4305706171,4510
1050,PNTG,-0.5718170549,3.100286661,3510
1051,CRNC,-0.3194867771,5.524683501,4510
1052,PTON,-0.06513978882999999,4.714508863,2520
1053,ALRS,-0.2704589215,0.6913538336,4020
1054,IGMS,0.471435978,0.5723944328,3520
1055,OPRT,-0.5567226242000001,0.8360192706,4020
1056,SWTX,-0.2985187526,1.685925876,3520
1057,BRBR,-0.19915439780000002,0.42580696799999995,3030
1058,PGNY,-0.2280509443,1.000473151,3510
1059,BRC,-0.2087448543,0.1887017178,2020
1060,APRE,-0.24253670289999998,-0.8584577976000001,3520
1061,BRP,-0.3426789753,1.8407582519999999,4030
1062,FREQ,0.01597210293,0.9797830737000001,3520
1063,HBT,-0.44012405340000005,0.4899559293,4010
1064,MCBS,-0.3249369253,0.2574478409,4010
1065,OYST,0.4320784022,-0.4622857907,3520
1066,PHAT,-0.1708421791,0.28660010420000004,3520
1067,RAPT,-0.229626855,-0.07146433533,3520
1068,RLMD,-0.1253851879,-0.05980726124,3520
1069,VIR,1.72524787,-0.2185593474,3520
1070,BRMK,-0.39587801659999994,0.43575806380000004,4020
1071,SI,-0.4003774293,6.789315359,4010
1072,ETNB,-0.03955854534,-0.03485165244,3520
1073,SITM,-0.1462741348,4.1414884569999995,4530
1074,BILL,-0.1011828839,2.99123123,4510
1075,GRWG,-0.07073150848,9.556429482,2550
1076,SPT,-0.005606840501,1.845238863,4510
1077,FMC,-0.1772186968,0.4249156489,1510
1078,DE,-0.1981996551,0.9690535565999999,2010
1079,BMY,-0.1254326705,0.147370796,3520
1080,WBA,-0.21629185199999998,-0.09721621024,3010
1081,BA,-0.5387584786999999,0.4352958095,2010
1082,IVZ,-0.484122545,1.005642006,4020
1083,VVI,-0.6840001581999999,0.7037211351,2020
1084,WEN,-0.3257727811,0.4848195199,2530
1085,MTZ,-0.48986976579999997,1.083101556,2010
1086,SNV,-0.5436231044,0.9216128794,4010
1087,RAMP,-0.3151647122,1.223268926,4510
1088,CR,-0.4270524341,0.6133004592,2010
1089,CVBF,-0.06284740149,0.01019407153,4010
1090,JEF,-0.35544988299999997,0.8456338351999999,4020
1091,ABT,-0.08777345918,0.4027238178,3510
1092,CACI,-0.1553665329,0.1808206054,2020
1093,CALM,0.028772344980000003,-0.1464304673,3020
1094,CRS,-0.606305267,0.5378310090999999,1510
1095,CAMP,-0.5302720394,1.204443405,4520
1096,CWT,-0.019724983459999998,0.08829268399,5510
1097,AJRD,-0.08388155632000001,0.2634481006,2010
